# _root_ We think it is n't such a great burden , that it carries no stigma , and we are prepared to do it . ''
#goldHeads=2,17,4,13,4,9,9,9,4,13,13,13,2,15,13,17,0,19,17,19,22,20,22,17,17,
#predictedHeads=2,17,4,2,4,9,9,9,4,17,13,13,17,15,13,17,0,19,17,19,22,20,22,17,17,
(4,17),(4,24),-0.00538793 # DEPENDENCYPART_SIBL
(4,17),(4,25),0.0466275 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.024985 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.128567 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.191245 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.000183512 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0465643 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0204025 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0533981 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.110439 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.128787 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.011391 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0894724 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0375466 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0134572 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.037548 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0531494 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.141806 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0557641 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.149951 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00560836 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0257675 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0153149 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00333277 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0259057 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0290356 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00713616 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00165904 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.023639 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00809295 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0124894 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00989211 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00531463 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.028962 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0323618 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0135052 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0236161 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0123348 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0069532 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0440803 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00543347 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0235535 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0241162 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0270204 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00363207 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.125844 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00508329 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0113333 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.000840284 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0124153 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0155294 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.0254362 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0180242 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0249599 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0209065 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0888786 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00629211 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0177152 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0181147 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0356427 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0201946 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0140214 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0404151 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0336185 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0496766 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0183843 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0122023 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0336185 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00729117 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00425179 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0317975 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0333938 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0251574 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0185536 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00286844 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0333937 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0185671 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0138644 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0327238 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0225972 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0193389 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00605536 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0230597 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0338387 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0021625 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0120855 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00617862 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.030463 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.102743 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.019182 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0358823 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0131611 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0134773 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0754148 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00315474 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0180156 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0203584 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0553175 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0188546 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.00439401 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0307882 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0317736 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.00101674 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00884943 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0194513 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0140151 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0209404 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.00983187 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0199375 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0686662 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0348482 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.01111 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0447278 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0654073 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0391169 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.079256 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00278403 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0124721 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0355316 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0162409 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0404502 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0342363 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.000130344 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0446661 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0114953 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0147641 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.000130344 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0102364 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0102087 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0500494 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.054016 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0471243 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00368866 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.000133184 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00703759 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0457135 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0300137 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0148534 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0188439 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0457135 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00339699 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0512301 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0231922 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0289027 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0179572 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0655153 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0572784 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0512302 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0558536 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00122361 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0371199 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0512302 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.116837 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0123126 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00975763 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0160167 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.05284 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0446048 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0588422 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00502146 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.286708 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.025461 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0588422 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0811777 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.197223 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0317378 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.243384 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.02947 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0150571 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.02176 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0413703 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00587241 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0150571 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0922154 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0302321 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0451163 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0265816 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0173154 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0127089 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0249763 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0385781 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0357003 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0171506 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0100695 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0436794 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0293292 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.00325258 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0272195 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0143176 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00969677 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0265288 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0478779 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0120125 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0163564 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0230553 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0213349 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.014966 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0277364 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0143883 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00336984 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0115537 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.00555496 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0123274 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0378473 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0246906 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00624315 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0188772 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0192337 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0171506 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0100695 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0436794 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0293292 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.00325258 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0185888 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00209724 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.00877264 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.00104308 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00452554 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0113313 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0388746 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0167692 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.00876628 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0177 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.019841 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0295505 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00683393 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.019213 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0821417 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0942762 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0588806 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0465879 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.00131931 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.0372596 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00207342 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0271822 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.012939 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0230825 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.061755 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.00336368 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0632489 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0138739 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0330418 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0589303 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0271822 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0161277 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0260457 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00936983 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0172379 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0253655 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.00184235 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0886544 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0278849 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0659027 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0349045 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.00482035 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0620441 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0165519 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0292537 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0101738 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0249741 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0210957 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0442326 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.015797 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00482035 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0478701 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0142441 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0308146 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0345613 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.00965033 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0189851 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0473594 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0227736 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0132381 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.0259837 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0267094 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0362271 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.123413 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0300308 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.122864 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0406801 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00105035 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0939657 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0315374 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0187247 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0217473 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0660646 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0294557 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0791853 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00307278 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.193327 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0597783 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.00272406 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0270302 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.000955062 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0158527 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0120822 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0115742 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0120127 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0540424 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00086297 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0682701 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0446329 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00108174 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.018029 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0325789 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0107916 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.015904 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0371934 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0528222 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0369863 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0182053 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.015556 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00763115 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0150504 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00418516 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0243122 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0330611 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0391002 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0785956 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0447505 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.103639 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0359251 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0826087 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0481362 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0207152 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0470731 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0381666 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0320301 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0075308 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0235299 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0231755 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00372799 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00726471 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0523967 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0159529 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00283484 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0227251 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0862817 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0543815 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0584696 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0381619 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0498752 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0101756 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0155825 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0439323 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0388149 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0673268 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0752183 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0990522 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0336889 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0517646 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00381364 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0220228 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0385425 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.013582 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0754933 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0154948 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.0351762 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0821008 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.009467 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0197778 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0163379 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0460616 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.012992 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0102662 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0081551 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0352629 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0364934 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0754549 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0231812 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0319599 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.00825256 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.0071052 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00489811 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0463104 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0655083 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0755897 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0140869 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0055684 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00363344 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0316255 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.024537 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.00496871 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0242539 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0235937 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0083113 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.021776 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0125072 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.102454 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.000606456 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.147531 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0211664 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00288227 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0457371 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0175507 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0126241 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0428903 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.0294641 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.029323 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0448159 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0209905 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0625286 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00512818 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0141674 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00166044 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.113106 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0386268 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.102149 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0423671 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0187247 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0217473 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0660646 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0294557 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0791853 # DEPENDENCYPART_SIBL
