# _root_ But Merrill Lynch , in its statement about pulling out of index arbitrage , suggested that the current debate has missed the mark .
#goldHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
#predictedHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
(8,7),(8,20),-0.00930862 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.00476078 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0209211 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.166006 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.020138 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0825667 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00693633 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.00362774 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.0736546 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.15529 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0367522 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00944309 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00511369 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00146458 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.00746574 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.104555 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0600966 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0253913 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0135235 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0139173 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.017438 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0102987 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00630104 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0137071 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0431225 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0491488 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.011701 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00307852 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0736345 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0898314 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.036501 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0194553 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0429915 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0315189 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0124512 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00422711 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0381263 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.000344232 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0387945 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00121603 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0279068 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00514106 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0414659 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0208422 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0323182 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0302238 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0146689 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0168782 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00594966 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.012621 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0543251 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.00629446 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0077643 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.020689 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0261155 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0698627 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0487087 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0591111 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0509128 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0840087 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.11634 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0662056 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0480109 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0992873 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.110868 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0832361 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0242407 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00305997 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0075609 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0967058 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0387086 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0020387 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0173825 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0414621 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0403046 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0176666 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0314298 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0310897 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0293818 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0681162 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.151537 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0214185 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.102134 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0715769 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0394611 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0242706 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0482252 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0133915 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0397857 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0128881 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00829784 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0158464 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.00347293 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.000839297 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00267583 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0530025 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0297244 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00241785 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00513072 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.00459234 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0344526 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0120961 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00391495 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0260602 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0471107 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.00704259 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0479203 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00392048 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.00584452 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0212512 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.00936321 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0371895 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0829948 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0538499 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0370894 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.00256677 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0049818 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0247966 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0391966 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0116946 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.00285024 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0343539 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.044472 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00073751 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0345126 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00526823 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.000517282 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0127669 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0861449 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0833846 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0993341 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0840988 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0150989 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0670619 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0892533 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00908789 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.025685 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0156746 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0296654 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0299159 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.205222 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.194442 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0894208 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.038893 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0111635 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0647034 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.046313 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0226452 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0306997 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0287144 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0554635 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.211276 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.219214 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.568878 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0905453 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0360468 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0736154 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0244533 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0233187 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0178222 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0812156 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0507878 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0515646 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0826549 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0551318 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.138587 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0769997 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0175855 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0267186 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0296807 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.206425 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.195646 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0711014 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0323562 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0121891 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0581883 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0167534 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0769614 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0825821 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.08317 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.088153 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0044864 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.122937 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0210971 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.11683 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.112976 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.113709 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.119368 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.215337 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.099183 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.200379 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0379517 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0414648 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0385763 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.000965763 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0472717 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00938821 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0650153 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0110702 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00844121 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0320461 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0326759 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00375934 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0106792 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0306224 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0349139 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0392132 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0158411 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0600021 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0675344 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0542088 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00757894 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0430821 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0441831 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0863457 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.094763 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0833185 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0564653 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.115102 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.102318 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.102356 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.134389 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0710363 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0131235 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0181649 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.182391 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0243822 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.117289 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0133246 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0526773 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00628478 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0527306 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00807581 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0398302 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00950424 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0121033 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0479782 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0318988 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0697258 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0579383 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0267786 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0283575 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.101837 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00221705 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0214249 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0112772 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0290151 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0305521 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00525475 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.13605 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00514497 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0209933 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0142421 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.101917 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0875438 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00786979 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.026557 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.00596516 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0102176 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0163327 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00603185 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0614119 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0259579 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0779196 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0214882 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0625365 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.027241 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0609443 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.0188538 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0034714 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0373518 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.015449 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0175461 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0624903 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.000557154 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0400313 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.000386014 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0284506 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0359999 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0250567 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.030797 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0416359 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00174873 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0101741 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00167396 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0353026 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0431468 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0748466 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.05166 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0143164 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.000657705 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0165968 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.00108703 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0273989 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.07097 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0523291 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.000720278 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0625464 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0178373 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0121949 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0198167 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0093608 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0235367 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0137426 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0150905 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0121525 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0191834 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.00762299 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0257546 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.019294 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0257856 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0209795 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0163298 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.0159413 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.00441415 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0200099 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0125271 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.00764713 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.00332462 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0232754 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00109901 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0101854 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0233181 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0292656 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.00408652 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0125271 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0261212 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0351794 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00976162 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0416648 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00619118 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.000127921 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0415585 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.133477 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0947081 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0150599 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0144254 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0734151 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.011073 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0016852 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0108657 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0137217 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0206823 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0820541 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0150599 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.071393 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.107787 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.020076 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.031167 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.028767 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00185741 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0423977 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.037902 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.00627596 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.00736357 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0813157 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0250644 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.00226458 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.00466641 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0277131 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0294152 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0899547 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.00627596 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0638253 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.11001 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.019992 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0152603 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0223394 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00575916 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0264909 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.0270816 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0321632 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0160413 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0257642 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0174463 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0204139 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0102749 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0646367 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.00655083 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0245958 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0418159 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.10661 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0191099 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.00279919 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00338792 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0175706 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.00938648 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.0962974 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.043177 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0180555 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0280924 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.00317129 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0398949 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0969679 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0328473 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0572567 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0359973 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0478784 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0197166 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.00728322 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0346011 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0129868 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.00795196 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.067295 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0207399 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00475301 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00516313 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0233886 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0407769 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.101317 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0110204 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0573414 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.103837 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0180194 # DEPENDENCYPART_SIBL
