# _root_ UAL , which closed on the Big Board Monday at $ 178.375 a share , traded in the third market afterward as low as $ 158 a share .
#goldHeads=16,1,4,1,4,8,8,5,4,4,12,10,14,12,1,0,16,20,20,17,16,16,22,22,26,24,28,26,16,
#predictedHeads=16,1,4,1,4,9,9,9,5,4,12,10,14,12,1,0,16,20,20,17,16,21,21,23,26,24,28,26,16,
(5,6),(5,11),-0.035071 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0638109 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0170108 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0300102 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.10128 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0832839 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0168158 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0600791 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.114687 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0376746 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0205504 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.087353 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00664611 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0616436 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.11782 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0426738 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0222046 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00415544 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0600513 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.109692 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0152815 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.00719602 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0463668 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0308 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0236916 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0134154 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0700879 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0290712 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0488097 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0506747 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00803432 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.03461 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00674006 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.079262 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0274047 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0145031 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.131697 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.152401 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00338929 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0193317 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00344329 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.013277 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0141186 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0118363 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0200375 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00325567 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0278445 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0112718 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0308045 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00657656 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0400302 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0497922 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0116335 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.225904 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0934418 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0256828 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0179717 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.146805 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0177723 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0564599 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.121192 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0557967 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00406319 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0477097 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.058095 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.163173 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0140366 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0229215 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00588957 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.000948117 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0628771 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0129334 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0327163 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00240086 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0350938 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0402804 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00266743 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00935747 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0151714 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0163045 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0242266 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.107187 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.018791 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0597957 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0151907 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0511221 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0971636 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0207865 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0185965 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0253447 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.071455 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0362557 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.0184457 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00749988 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.091228 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0454483 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0418843 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.167991 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.031081 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0593969 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.123768 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0721327 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.06729 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.141827 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0701196 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0213687 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.031884 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0746232 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0101199 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0516305 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.012494 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0687317 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00535115 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.00734504 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0194313 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.032666 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0756141 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0222704 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0235532 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00720694 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0519335 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00679249 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.000277052 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00393794 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0334242 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0142681 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.017053 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00383533 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00275897 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0138568 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.0842233 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0499838 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00366689 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0382226 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0472968 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.006061 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00172822 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.0377738 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.015698 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0262914 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0148441 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00700655 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.03243 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.0357433 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.004735 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0234524 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0250684 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0278836 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.0634047 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.062403 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0361306 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0625772 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.0536531 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.00104315 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0200717 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.000895692 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0390957 # DEPENDENCYPART_SIBL
(9,17),(9,29),0.0699721 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.0639927 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0612601 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0395738 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0683513 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0634394 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.026489 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0497728 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0308239 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0857429 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0272072 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0628486 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0554402 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0821947 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0082938 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0446336 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0479238 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.048696 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0303084 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0617132 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0110038 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.00193051 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00217179 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00748925 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0114805 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.148562 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0679954 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.249146 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0561089 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.140257 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.280126 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.154499 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00512029 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0271095 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0375833 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.137285 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0515627 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0075666 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0615141 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0715687 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.125994 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.021539 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.210917 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0631124 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00354972 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0667652 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.13753 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0636482 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.105483 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.127185 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.13475 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.207155 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0779565 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00103229 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00743146 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00531749 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0193549 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00647122 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0587042 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0885194 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0308732 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0170984 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0876106 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00254383 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0324422 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.043376 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00297269 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00158599 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0387872 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0528873 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0082956 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.112616 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0423226 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.045016 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0540956 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0787961 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0499789 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.021323 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0453302 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0517589 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0164434 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0223028 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0150398 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.134391 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.401096 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.115457 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.209837 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.271974 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.257881 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00212216 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00184265 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0100382 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0441819 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00383203 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0065866 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0217515 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0289824 # DEPENDENCYPART_SIBL
(12,14),(12,20),1.08472e-05 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0875981 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0192828 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0811482 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0308039 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0154944 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0349013 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0138399 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.00725067 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0230186 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0284234 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0174501 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0843065 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.025236 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0168491 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0424273 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00301431 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0447298 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0876502 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0110777 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0126078 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00899264 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.264523 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0357474 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.286677 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0583303 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.138303 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0728557 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00900852 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.011745 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0317375 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.152446 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00781621 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.00571718 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0812729 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0310906 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0166636 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00704932 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.022244 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.145864 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00761126 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0120611 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0531956 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0363777 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0288072 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0146729 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.139578 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0147301 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0183467 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.095997 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0516054 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0118643 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0570457 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.051596 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.000505337 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.041173 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0169833 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.034781 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0656596 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0719634 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0253283 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0703031 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00352069 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0606079 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0470099 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0169369 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00900479 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.184897 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.21084 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.134682 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0108085 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00690805 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0331141 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0101797 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.102001 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.00174256 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.00676678 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.091289 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0831902 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0868433 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0926028 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.010851 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0255368 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0556378 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0592005 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0979614 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0101797 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0138355 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0847945 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0110076 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.02147 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0230348 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0259349 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0307134 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0093735 # DEPENDENCYPART_SIBL
(16,1),(16,28),-0.0191647 # DEPENDENCYPART_SIBL
(16,1),(16,29),0.045543 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.106772 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0181428 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.00403622 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0137357 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.021932 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0184787 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0162539 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.00491823 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0144044 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.00679022 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0171733 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0176466 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0390942 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0202222 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0998131 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0072947 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0319775 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0130205 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.00501234 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0101879 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0257716 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.0212644 # DEPENDENCYPART_SIBL
(16,2),(16,29),0.102084 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.00104269 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0102759 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0573163 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0736385 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0714046 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0743117 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0107309 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0159685 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0300081 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0473904 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0842965 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.00409076 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0272638 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0408026 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0180582 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.000206999 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0587386 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.1126 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0392286 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.0465306 # DEPENDENCYPART_SIBL
(16,3),(16,28),-0.016506 # DEPENDENCYPART_SIBL
(16,3),(16,29),-0.169038 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0302269 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0304878 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.00837355 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0111671 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0116034 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0296204 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.012382 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0295112 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0165601 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0182077 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0292745 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00873497 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0574285 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0067218 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.00243104 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00497527 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0152222 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0251218 # DEPENDENCYPART_SIBL
