# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(2,1),(2,10),-0.00513353 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.0363729 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0130249 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0381417 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.0752237 # DEPENDENCYPART_SIBL
(2,1),(2,16),-0.0363804 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.00310561 # DEPENDENCYPART_SIBL
(2,1),(2,20),-0.0363729 # DEPENDENCYPART_SIBL
(2,1),(2,28),-0.0603283 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.105627 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0637669 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.00745076 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0554103 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0483194 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.000567909 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0333528 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0303116 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0381239 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.0280679 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.105627 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0303001 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.124767 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.0303116 # DEPENDENCYPART_SIBL
(2,3),(2,28),0.111801 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0384436 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.259968 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.662369 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.641275 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.433277 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.34872 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.403738 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.355112 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.397999 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.127435 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.396044 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.459646 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.405375 # DEPENDENCYPART_SIBL
(2,4),(2,28),0.0164318 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.0571044 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0756986 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.0827756 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0485759 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0479377 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0328159 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.0521303 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0350268 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0185498 # DEPENDENCYPART_SIBL
(2,5),(2,16),-0.0328274 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.0580159 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.0328159 # DEPENDENCYPART_SIBL
(2,5),(2,28),-0.0314683 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.085008 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0920848 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0213581 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.00915261 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.00798231 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0208272 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0101932 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0976198 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.00799377 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0491256 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.00798231 # DEPENDENCYPART_SIBL
(2,6),(2,28),0.0353386 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.30203 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0521737 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0204071 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.104154 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0552028 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.106372 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.253488 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.104458 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.0380037 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.104154 # DEPENDENCYPART_SIBL
(2,7),(2,28),0.064903 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.053442 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0204971 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.105108 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.0399117 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.107326 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.247863 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.105412 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0357231 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.105108 # DEPENDENCYPART_SIBL
(2,8),(2,28),0.0704821 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0160129 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.00547997 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0503418 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.00326903 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.283416 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0054685 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0417869 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.00547994 # DEPENDENCYPART_SIBL
(2,9),(2,28),0.175215 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0330341 # DEPENDENCYPART_SIBL
(2,10),(2,12),-0.021669 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.0352451 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0675295 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0331311 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0192306 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.0330341 # DEPENDENCYPART_SIBL
(2,10),(2,28),0.0306933 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0748347 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.22598 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0698938 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.223783 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0348034 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.223769 # DEPENDENCYPART_SIBL
(2,11),(2,28),0.0921145 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.158715 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0543951 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.160906 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.283973 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.160927 # DEPENDENCYPART_SIBL
(2,12),(2,28),-0.00913168 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0864964 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.223783 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.026224 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.223769 # DEPENDENCYPART_SIBL
(2,14),(2,28),0.0912756 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.396044 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.459646 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.405375 # DEPENDENCYPART_SIBL
(2,15),(2,28),0.0164318 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0349423 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.223774 # DEPENDENCYPART_SIBL
(2,16),(2,28),0.086603 # DEPENDENCYPART_SIBL
(2,17),(2,20),0.152928 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.175786 # DEPENDENCYPART_SIBL
(2,20),(2,28),0.0876292 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.136063 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0428765 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0554672 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0292229 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0837574 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0863997 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0113292 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0472029 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0428765 # DEPENDENCYPART_SIBL
(3,1),(3,28),-0.099965 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.2226 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.044644 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.121506 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0990587 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0838658 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.149005 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.159213 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.2226 # DEPENDENCYPART_SIBL
(3,2),(3,28),0.118571 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.041936 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.179589 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.525201 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.504107 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.345256 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.310572 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0172967 # DEPENDENCYPART_SIBL
(3,4),(3,28),-0.108401 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.057104 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0975806 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.104658 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.050691 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0399602 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0605759 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.0655334 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.10689 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.113967 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0234731 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0151264 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0555939 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.00127365 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.309469 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0395358 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0979044 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.25171 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.0383447 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0408042 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0988582 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.246085 # DEPENDENCYPART_SIBL
(3,8),(3,28),0.0439239 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.00150916 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.241828 # DEPENDENCYPART_SIBL
(3,9),(3,28),0.141319 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0181814 # DEPENDENCYPART_SIBL
(3,11),(3,28),0.0481149 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.108401 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.00582671 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00582542 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0192912 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0192361 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0457207 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0457208 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0245344 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0445936 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0321682 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0382909 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.127158 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0547064 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0307581 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0139487 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0217169 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00907564 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.025367 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0551585 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.00825138 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0218557 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0243695 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0334251 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0411934 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0173905 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0338475 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0873802 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.00599894 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0399323 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.040092 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0393731 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0180634 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0276405 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0555106 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.12489 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.100603 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.100603 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0505763 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0730775 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0137329 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0711572 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.180786 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0848977 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.22024 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0167459 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00750129 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0860785 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.221104 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.00135115 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.00945011 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0759614 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0220478 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.00375579 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0444622 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.025713 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0336162 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00582314 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00582184 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.017642 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00531376 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0170896 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0170897 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0213939 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0554814 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0108425 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.12721 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.053004 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0423855 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00953072 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00176248 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0104536 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0407733 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0403473 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0235581 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0424203 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00994574 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.017714 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0187685 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0492538 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0725689 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0456353 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0213611 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0206422 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0113008 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0484407 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0491998 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00498786 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00498786 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0498154 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0293963 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.048668 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.133817 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0789208 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.214803 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0168522 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0801016 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.215666 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00145751 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0805905 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0324548 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0588367 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0145507 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0721094 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.126725 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0432761 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.04715 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00366495 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0543923 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.128606 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0169154 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.126438 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0432196 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0553377 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0110685 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0626839 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.164033 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.122157 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0282515 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0418506 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0116983 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.065122 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0649115 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0786894 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0472335 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0607475 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0144585 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0926449 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0380351 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0367421 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0522475 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0298711 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0493608 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.14678 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0572501 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0217054 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0701416 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0555508 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0214174 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0597717 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.160968 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0951522 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0175001 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.035413 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0280281 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0515331 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0635434 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.020655 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.02019 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0715611 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0396993 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.102967 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.108356 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0616466 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.15642 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0273401 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0277879 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0268954 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.063499 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0538742 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0353973 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0149076 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.107105 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0625552 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.14084 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0185363 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0349345 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0362217 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.099961 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0309066 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0671564 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.112922 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.03749 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.128625 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0223198 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0253023 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0587274 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0295197 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0150539 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0890784 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0793909 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0618167 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0556922 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0108166 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0136303 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.122378 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0114501 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.106376 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0646208 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0312739 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00255233 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0510064 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00044815 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0207051 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00780165 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.113987 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0660534 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0930567 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0675832 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.167972 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.119368 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0401698 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0194761 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0987987 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.2443 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0710445 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0431838 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0445388 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0905263 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0322325 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0242809 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0286959 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0375801 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0751572 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0563357 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.582581 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0553921 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.061602 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0783438 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0215983 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0365456 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0980262 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.083609 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0635969 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0674591 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0524172 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0317559 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0680054 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0973252 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0677909 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0656222 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0722202 # DEPENDENCYPART_SIBL
