# _root_ They note that he has adorned his office with five photos of George Bush , one of them featuring the First Dog , Millie .
#goldHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,11,11,16,17,16,22,22,19,22,22,2,
#predictedHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,6,19,16,17,6,22,22,19,22,22,2,
(8,3),(8,14),-0.0680323 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.015727 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0542023 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.121425 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0400772 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.068602 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.015727 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0679832 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.080692 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00345358 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0178555 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.104617 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0399448 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.116547 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0314006 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00606759 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0308301 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.172385 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0828271 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00606759 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0422659 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0269833 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.172385 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.027602 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.0803203 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00353508 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0393702 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0268979 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.10226 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0134715 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0164243 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0217441 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.000132661 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0714867 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0164243 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0313274 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0170812 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.000132661 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0164625 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0482927 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0333985 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0106166 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0960901 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00190723 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00395547 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00530664 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0293254 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0649849 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00395547 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0453146 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.00170252 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0293254 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0010838 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0295154 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.111961 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.109425 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0978279 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0471667 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.100368 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.250172 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0757882 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0471667 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0555293 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0934106 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.250172 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0940293 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0241936 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0281049 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0153725 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0491085 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0129299 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0305868 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0102978 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0491085 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0128911 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00829083 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0305868 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0142643 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.00328047 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0295764 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0298737 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0299998 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0060622 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00322461 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0298737 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.01758 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.023575 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0060622 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0295484 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.00952258 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00352751 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0158384 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00544426 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.000671593 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00352751 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0143451 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0107693 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.00544426 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0142177 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0322804 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0387155 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0333705 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0442571 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.140628 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0396271 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0433844 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0333705 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.037411 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0189449 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00753077 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00174075 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00673168 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0197382 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0187801 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.00753077 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0222285 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0145958 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.13249 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0402215 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0191386 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0593957 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0283603 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0459359 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0109244 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00480751 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.00981868 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0140675 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0652058 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0200409 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0309162 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0396271 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0433844 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0333705 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.037411 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0189449 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0109329 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.00444912 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0168721 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.00496937 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0082562 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.0114046 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.0288037 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.0459359 # DEPENDENCYPART_SIBL
(8,23),(8,25),0.0109244 # DEPENDENCYPART_SIBL
(8,24),(8,25),0.0260677 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0295009 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00432009 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.130279 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0444711 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.131752 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.130977 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0706655 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0174488 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0444711 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0438535 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00439851 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0137773 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0411917 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0124471 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0221606 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0943903 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0468398 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0411917 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0197867 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0711504 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.086375 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0711445 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0712184 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00874839 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0114072 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.086375 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0456793 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00267429 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.10813 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.107908 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.033898 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0170232 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00267429 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0524527 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0868938 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.08859 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0525611 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0116401 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0403302 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0121639 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.109926 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0341222 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0170237 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.000326017 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0538689 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0293746 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0174041 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00322486 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0558138 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0494406 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0975412 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00909974 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0240708 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0604341 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0121639 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0367697 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0686508 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0451711 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0771188 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0239873 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0451711 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0711401 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0210531 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0172237 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0205056 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0331867 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0172237 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0210531 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0290216 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0212662 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.01431 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0290216 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0201002 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.143164 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0544733 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0680281 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.141397 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0143098 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.029037 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0243605 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00785635 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0140577 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.141397 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0446059 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0965543 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0423664 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0920441 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0516952 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.137918 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0628342 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0612339 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0150705 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0527974 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.137918 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0229983 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0618035 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0150705 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0611847 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0789389 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0316086 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0190056 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0193389 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.00681539 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0142033 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00639432 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.000745205 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00217018 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0643241 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0142033 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.030262 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.00434933 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.00217018 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.00496805 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.0305265 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0358796 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0100398 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0386117 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00813891 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0815428 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0880609 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.180438 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0936128 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00813891 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0638517 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.081104 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.180438 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0817226 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.00672212 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.000169229 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00110957 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00784579 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00296085 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00747624 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0377742 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.04009 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00784579 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0129044 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.00030515 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0377742 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.00118627 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0182253 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0366011 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0165245 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0123863 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0121881 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0423814 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0365486 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0165245 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0438172 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0128237 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0423814 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0122049 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.0109265 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0277043 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0111933 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0119182 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00227703 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0590841 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0277043 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0301111 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0107518 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00227703 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0113705 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.0184126 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0207687 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.022103 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0154515 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0598266 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.162456 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0485474 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0267719 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0154515 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0207985 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0347374 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0168678 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0153654 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00123787 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00405775 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0105475 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0107902 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0153654 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0142386 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.0259534 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0180166 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00105697 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0101451 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0144066 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0176745 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0180166 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0211229 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0147379 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.126918 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0218513 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.02392 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0570682 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0393971 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0436085 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.0050613 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00193388 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00373727 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0121501 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0743122 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0181235 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.032014 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0485474 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.0267719 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0154515 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0207985 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0347374 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.00520123 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.0247976 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0111404 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.000307731 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.018742 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.010299 # DEPENDENCYPART_SIBL
(11,22),(11,25),0.0289458 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.0436085 # DEPENDENCYPART_SIBL
(11,23),(11,25),0.0050613 # DEPENDENCYPART_SIBL
(11,24),(11,25),0.0262098 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0363778 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0014866 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0250241 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.10787 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0982278 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0809932 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0859226 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0227826 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0378244 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.10883 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.130955 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.131655 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0859064 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.110454 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0576805 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0620783 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0839207 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0840932 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.161601 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.313136 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0755685 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0961087 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0864661 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0839119 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0879674 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0252037 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.116331 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00266523 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0278358 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.094806 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00756054 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0280686 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.091478 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0639076 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.218684 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0818085 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0107771 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0590843 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0194227 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0096114 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00425121 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0133395 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0244641 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0019338 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.013069 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0286239 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.00344854 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0301435 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.009076 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0247063 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.00173018 # DEPENDENCYPART_SIBL
