# _root_ Avon also said it will issue an additional 243,677 of the Class C warrants to holders of its Class A , Class B and unclassified warrants .
#goldHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,26,24,24,24,24,24,26,24,17,3,
#predictedHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,19,24,23,24,23,24,17,26,24,3,
(6,3),(6,12),-0.041365 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0415193 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0422037 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0988924 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0578269 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.00342318 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.041365 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0663665 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0135635 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.00247994 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0518908 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0138626 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0833875 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0631123 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0706433 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0337684 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00139387 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.000993939 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0013277 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.09551 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.012047 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0337684 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00139387 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0112007 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.012175 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0625864 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0177659 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0770195 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0392816 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0709735 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0734816 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0593735 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0597734 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0593838 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0649044 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0729072 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0734816 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0593735 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0979428 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0759852 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0388354 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0354467 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0301529 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0237306 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0257885 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0243656 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0240015 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.024007 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0146033 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0260717 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0257885 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0243656 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0375274 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0501493 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0340848 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0535942 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00812514 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0231856 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0123752 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0108858 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0108923 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0375578 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0135946 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0231856 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0123752 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.0593164 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0200281 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.03448 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.00409008 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00638289 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0367715 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.03641 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.036504 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0230202 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0385592 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00638289 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0367715 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.00227955 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.026771 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0284343 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0216915 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0200128 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0205807 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0204395 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0338839 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0215797 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.14768 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0200128 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0275676 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.031209 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0113352 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.00364711 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0319047 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0319935 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0211316 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0355218 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0285968 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0323693 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0185571 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0534093 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0304764 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.039572 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0292636 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0237193 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0327916 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0231218 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0296394 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.000332249 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0508223 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0278244 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0179625 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0251467 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0317382 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0166361 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.028586 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.000409277 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0493944 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0263989 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0166512 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.00404804 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.017209 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00152272 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0212686 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0446797 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.015621 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0107461 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0406964 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0317207 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0269878 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0640698 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0410702 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.060056 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0200128 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0275676 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.031209 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0113352 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.00364711 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0185571 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0534093 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0304764 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.039572 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0134118 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0182895 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.00172968 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.00120396 # DEPENDENCYPART_SIBL
(6,24),(6,27),-0.0007043 # DEPENDENCYPART_SIBL
(6,25),(6,27),-0.00845656 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00641111 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0143563 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00214337 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00283661 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0143689 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.007864 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0646248 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0936432 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0407971 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00195255 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00779263 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00799018 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00644947 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.00195255 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00741884 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0378452 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0168683 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00269468 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00269509 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00263934 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0168683 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.113996 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.392649 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0802656 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0812262 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0762837 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.392649 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0284331 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00532029 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00531953 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00540803 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0284331 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.12481 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.125011 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.12488 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0899052 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00441164 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00449496 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00391388 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00435205 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00238252 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00103944 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0723293 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.233756 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.01753 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0261839 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0271729 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0222097 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0236834 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.233756 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0261839 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0600873 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0261839 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0267727 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0261413 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0392398 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00586101 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0490668 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0503601 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0579429 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0517994 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0392398 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0490668 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0011427 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0490668 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0526584 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0435983 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0386625 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.143967 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.144223 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.144023 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.147972 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0664847 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.143967 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.160366 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.143967 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.139377 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.103968 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0109719 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.010916 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.010956 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0109182 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0297608 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0109719 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.019116 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0109719 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0113117 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.00345715 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0189401 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.019064 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.018987 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0275071 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0190965 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0194198 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0190965 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0195843 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0276009 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.01892 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0188426 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0259747 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0189525 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00939144 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0189525 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.01944 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0275998 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0190518 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0225619 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0191617 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00806633 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0191617 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0196492 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0276088 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0286234 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0134267 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.00139328 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0134267 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0139143 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.027602 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.143967 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.160366 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.143967 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.139377 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.103968 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0194198 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0190965 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0195843 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0276009 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0803386 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0773105 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0603163 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0195843 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0276009 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.028434 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0776598 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0416443 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.144293 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.141273 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.134393 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0369907 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.142453 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.144293 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.134393 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.156502 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0842162 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.08321 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0843319 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.066678 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0857741 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0842162 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0843319 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0445196 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0445088 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0445358 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0468094 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0445126 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0445196 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.0445358 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.113523 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.113633 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0762893 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.113572 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.113635 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.113633 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.113175 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0759735 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.113113 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.113177 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.113175 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0764402 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.11378 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.113843 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.113842 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00868465 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00943939 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.00946804 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.107783 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.107782 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.113633 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.22806 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0135649 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.194118 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00203153 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.267985 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0307514 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00151721 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0117642 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0126773 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.355339 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0841081 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.000911924 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.016539 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00577445 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0108619 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00346974 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0115724 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0128757 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00950665 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0117781 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0540734 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0588392 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0797253 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.22741 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0780252 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0078292 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00145534 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.257422 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0078292 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0155867 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.114815 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0584885 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0103319 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00266595 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0044355 # DEPENDENCYPART_SIBL
(13,8),(13,26),0.0103319 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0960689 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0375569 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0114704 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00545661 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0184593 # DEPENDENCYPART_SIBL
(13,9),(13,26),0.0114704 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0548562 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00483151 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0136484 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.342446 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.00483151 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0132354 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.000336352 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0177305 # DEPENDENCYPART_SIBL
(13,12),(13,26),0.0132354 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0144527 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00162533 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.0143998 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00863412 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.00944118 # DEPENDENCYPART_SIBL
(13,17),(13,26),0.0236278 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0620607 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0309577 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0197516 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0419865 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.00641079 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0062294 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.00728357 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0359392 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00510561 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0200299 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0179128 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.081672 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.020034 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0179128 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0191632 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.00184871 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0144228 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.010392 # DEPENDENCYPART_SIBL
(14,2),(14,27),0.132372 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0605513 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0816382 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0159469 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.226258 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0930224 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0833781 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.183173 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00419076 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.248023 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0123262 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0193479 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0730188 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0123262 # DEPENDENCYPART_SIBL
