# _root_ In addition , corporations are now shouldering a bigger share of the tax burden , as the authors of the 1986 law hoped .
#goldHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
#predictedHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
(6,10),(6,15),0.00912955 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0232277 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0194135 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0586241 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.037165 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0441535 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0145726 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0653765 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.022801 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0127536 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0311501 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00522968 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00389577 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0377575 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.013706 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00154394 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0311501 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.000298759 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0418348 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0118561 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.10277 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0101982 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00448016 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.133299 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0161937 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.018057 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0146209 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.042826 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0262451 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00454729 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0227537 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0240808 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0146209 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.00842133 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.00313786 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00363046 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0015698 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0138701 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.139948 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0336058 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.036472 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0582946 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.027228 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0144234 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.185511 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0305551 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0136213 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0582946 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.00171482 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0559137 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00531806 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00929263 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.128791 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0172437 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0140997 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0233917 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0391977 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0226168 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00453273 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0138611 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0204525 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0233917 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.00122335 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0220643 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0146915 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0826683 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0162841 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.016606 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0346429 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00448834 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.000594429 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0255905 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0899985 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.000224184 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0346429 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.00251536 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0702107 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0986271 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0688454 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00921696 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00372846 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00625628 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.000123322 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0296754 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0361429 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.000925872 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.00372846 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.00213427 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0623709 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0556146 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0337259 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0562107 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0394998 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0378871 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0593492 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0644421 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0378881 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0562107 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0447258 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.049412 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0247863 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0020213 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0404686 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.03795 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00721919 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0463623 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0379511 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0020213 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.016216 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0237388 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0643876 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0476134 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0429906 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00508285 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0615417 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0439787 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0643876 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.00538135 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.000469935 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0335652 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0307388 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0293792 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0986918 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0307472 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.18794 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0800416 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.039461 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0421995 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0360925 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0213515 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0431876 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0221069 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0203046 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.022534 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.000729764 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0171941 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0420969 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0140941 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0231365 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0176557 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0115667 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00189148 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0946869 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0429273 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.00704475 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0242968 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0897856 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0292559 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.00606652 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.00604376 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.00718537 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0012794 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0800416 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.039461 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.0207596 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0110338 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0379455 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.13435 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0528009 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0158253 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0302192 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.010683 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.109053 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0173577 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0117118 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.297543 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00472974 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.125641 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0498644 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0316914 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0246377 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0195831 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0148367 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0102145 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0196672 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0635671 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0310026 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0351893 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00312992 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0568134 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0343455 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0196672 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0313359 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0203121 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.00506951 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0127673 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0146162 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0215602 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0466337 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0181138 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.113015 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0715818 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0134951 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0282731 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.102068 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0141867 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0280677 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.113015 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0270296 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.036513 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0437092 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00540872 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0350537 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.027135 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0394227 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00507872 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0803396 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00215316 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.000143934 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0239212 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0397478 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00024614 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00507872 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.00146979 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0253687 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0474958 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0232875 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0217555 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00294784 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0696739 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0875068 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00403176 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.000395557 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00913554 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0119742 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.000326309 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0696739 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0059391 # DEPENDENCYPART_SIBL
(10,6),(10,23),2.76912e-05 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0631563 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0197612 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.035069 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.029196 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0868759 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0110795 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0087844 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00819715 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0140973 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0086822 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.029196 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00745808 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0379688 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0220989 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0739289 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0818252 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.145736 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.121525 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.119445 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.175366 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.276431 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.121847 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0818252 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.11807 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.193312 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.103104 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0398095 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0764643 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0041705 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00073012 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.040194 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0855983 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.000667556 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0398095 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00482859 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0352538 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0573796 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0746962 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0300135 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0316656 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0748901 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.020819 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0316514 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.139233 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0299195 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0309766 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0244684 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0275471 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.027021 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00455396 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0239747 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0270236 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0348263 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0280056 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0381491 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0114002 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0123076 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0327873 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0148092 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0132973 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00162206 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0168335 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.015578 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0196649 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0488861 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0144853 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.014362 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00393366 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0178981 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.019449 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.019913 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0356829 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0241591 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0122193 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0219379 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.00375514 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.00923343 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0107619 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0470306 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0123825 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.00662246 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0456849 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.00482941 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0193977 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0146138 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0249607 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0299195 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0309766 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.0244684 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0290897 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.000486442 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0017424 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.139857 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0416435 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.14026 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.138308 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.131176 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0427996 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.138312 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.138106 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0319845 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.106547 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0926793 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0696996 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0716232 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0929949 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0110033 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0446453 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0445088 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0199618 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0250542 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0445088 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0933414 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.112537 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0147904 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0562108 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.113524 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0921921 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00182029 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0556302 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.11408 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0947603 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0550265 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0231436 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.218684 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0354282 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0697656 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0948189 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0107268 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.200279 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0156307 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0294629 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.020192 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0190573 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0495802 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00219875 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0455905 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0347953 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0289111 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0274512 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.000923852 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.11217 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0864187 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0246182 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.195433 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.106871 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0215365 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0293701 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0331259 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.016998 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.032743 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0188355 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.031839 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.00351059 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0172352 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00920388 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0548352 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0123785 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0359537 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0927051 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0136021 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0183473 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0572594 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0427528 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0479932 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00765226 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.279753 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.102468 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.102473 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.168303 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0167748 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.170358 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0248538 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0129985 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.320227 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.00539616 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00460738 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0593333 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.121898 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0687594 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00921079 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0588938 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00213441 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.00476777 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.120851 # DEPENDENCYPART_SIBL
