# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(7,1),(7,12),-0.0756881 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0385838 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.242702 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.22875 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.257307 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.352917 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0746689 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0249566 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0439519 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0428729 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0249566 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.28308 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.319122 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.416288 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.132142 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0718981 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.101112 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0817723 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0718981 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.171394 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.347415 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.111465 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.072117 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0793133 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.151775 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.072117 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.351925 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.104797 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.106721 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0748614 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0835395 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.106721 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00786955 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00320315 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00936843 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0258113 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00320315 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00228281 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0155252 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0066971 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00228281 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0642096 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0802064 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0492596 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0201301 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.000888484 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0460552 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.158937 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.120653 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.116071 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.132649 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00777894 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.151934 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0432498 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0427417 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0427358 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.000715201 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.060318 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0564832 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00488136 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0432498 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0583189 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0536319 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0581461 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.130448 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.150975 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.144087 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0612369 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.263466 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0154632 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0176923 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0190606 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.046864 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00566981 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0510858 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0721143 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0154632 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0128765 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0234758 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.012803 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0546373 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0402639 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.145766 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.158705 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0813527 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0748584 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0762267 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0857531 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0199279 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0736147 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0864397 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0813527 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0271373 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0806444 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0325263 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.158263 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0933032 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.267891 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0794165 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0518314 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0531997 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.153604 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.029602 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0971719 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.104841 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0794165 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0565112 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0588142 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.064261 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.103586 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.239179 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.11252 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0455211 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0468894 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0840506 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00342354 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0768654 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0987822 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.11252 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0396516 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0513065 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0393948 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.261327 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0317809 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0197523 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.019768 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00373621 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0060662 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0256633 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.13015 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0317809 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0821406 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0111097 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0579761 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0671901 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0356751 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0370434 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0631152 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0186286 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0679406 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0848512 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0671901 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0312542 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0405645 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0260963 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0210423 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0210399 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00269683 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00395282 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0106249 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0438795 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00958614 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00395584 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0366428 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0189679 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0173572 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0259793 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.000935001 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.016157 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00821634 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00900758 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.000949108 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00840135 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0154828 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0271296 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00204633 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0161527 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00822072 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0113222 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.000953486 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00814314 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0134781 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00169225 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00884304 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0155814 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0178809 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0222204 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.012818 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0011488 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0153162 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0369066 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0119251 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00369509 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0116568 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0356165 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0325161 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00490916 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0382112 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0103032 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0471029 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0026442 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0189756 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0208413 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00775934 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00395584 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0366428 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0189679 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0271499 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.000929717 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0323829 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.101175 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0766927 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0845242 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.124644 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0125396 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00264494 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0517451 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00662448 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0153289 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0518017 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0022537 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.167191 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.182508 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.206256 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0863824 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.096289 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0768047 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0505697 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.010297 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0661552 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.054943 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0635651 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.153323 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0237475 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0132616 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0350376 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0291321 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0215605 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.086146 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0347021 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.164025 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00446657 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0122529 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0638616 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0225266 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0117603 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0797919 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0268993 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00197824 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0245925 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0784127 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00508464 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0182462 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.119263 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00360328 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0281056 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00887477 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00869235 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0309535 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0618727 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0121691 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0850218 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00888761 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0362791 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0599146 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00829115 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0214901 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.08769 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.105173 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0325756 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00341655 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00774449 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00410836 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0321423 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00274288 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0175736 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0988423 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0743597 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0821912 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.123375 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0148725 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00497792 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0511101 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00571128 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00474859 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0156086 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0296573 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0506921 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0900643 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00854617 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00027581 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.00604584 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.164858 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.180175 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.204987 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0840495 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.093956 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0761697 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.104634 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0341687 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0100172 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0522143 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0650456 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00680813 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00574279 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0574725 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0137057 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0612321 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.152054 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0260805 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0155946 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0344026 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00533856 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.104403 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0212808 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0773609 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0850364 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0072566 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0367061 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0372317 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0470297 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.162756 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00213359 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00991994 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0632265 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0205955 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0345545 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.01204 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0567592 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0786823 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0397696 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0195512 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0294289 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0218683 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.000780997 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0233953 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0785039 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.035435 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0297293 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0205113 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0120899 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.116583 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0203619 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0685731 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0033184 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.047791 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0304386 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00823977 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0179928 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00855984 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0312332 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0438462 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0607631 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0124517 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00716568 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0146986 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00456756 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0843868 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0303778 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0331768 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0365589 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0415906 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0588049 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0362476 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00338435 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00576164 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0535876 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.012233 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0175636 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0881055 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0841087 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.105173 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.125663 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.10668 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0351581 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0331234 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00571907 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0369771 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0244774 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0481932 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0679104 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.013167 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00616342 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0173249 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.000935664 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00719942 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0172212 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0424738 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0219658 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0120183 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00628984 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0105573 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0321427 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0177678 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00296366 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00322013 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0464718 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0325054 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0166071 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0363061 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0075424 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0529228 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0189352 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0209111 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0180503 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0136213 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0290472 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0614555 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00750641 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0314793 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.00567636 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0427002 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.163605 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.146398 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.158494 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.159883 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0671014 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.188703 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.304592 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.199928 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.172061 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.172061 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00783871 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0388769 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0107187 # DEPENDENCYPART_SIBL
