# _root_ Beyond the advertisements , the syndicator is planning a traveling arena show , new TV specials for CBS and even an exhibit at the Smithsonian Institute .
#goldHeads=7,3,1,7,6,7,0,7,12,12,12,19,19,16,16,19,16,17,8,22,22,19,22,26,26,23,7,
#predictedHeads=7,3,1,7,6,7,0,7,12,12,12,8,12,16,16,19,16,17,12,22,22,19,22,26,26,23,7,
(7,8),(7,9),-0.059941 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0665025 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0649623 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0598365 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0596558 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0993169 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.00373754 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0520172 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0286438 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0714858 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0262709 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0519499 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0388681 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0661115 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0612936 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0608049 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.100921 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.00617209 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00835147 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0515424 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0607547 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.00217534 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00614577 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.011358 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.00253211 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0568019 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.0062909 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.00783982 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00483358 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0275409 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00495967 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0632523 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0768327 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0207189 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00219122 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00579809 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.08115 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0560539 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00288109 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00219122 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.010943 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00297707 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0045658 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.031716 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0112196 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0703752 # DEPENDENCYPART_SIBL
(8,1),(8,27),-0.0247814 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00383452 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.102688 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0397124 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.131087 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.000707686 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00717016 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0183339 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00518346 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.04711 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0141837 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00717016 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0271115 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00903165 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.000211556 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0176299 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.011085 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00493564 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0185146 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00176571 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0377606 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.139948 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00362383 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0029119 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00357043 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.180534 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0509295 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00877932 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0029119 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.130278 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0036153 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00642549 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0309853 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00747808 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.039259 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0555522 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0397128 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.131173 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.000621616 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.006042 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0172058 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00527238 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0471961 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0130555 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.006042 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0212163 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00790349 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.000297627 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.017716 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.00995689 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.00152266 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0181992 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.104371 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0474777 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00939791 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00392543 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0325395 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0429207 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00888651 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00939791 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0719908 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00983071 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0188436 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0108221 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00399354 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.119772 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.048449 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0424137 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0389592 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0409121 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0602215 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0575581 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0395027 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0389592 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0500555 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0398679 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0548063 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0456608 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0389825 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0315202 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0517664 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.018027 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0229136 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0103941 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0483945 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0185923 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.018027 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0203892 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0189381 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0641772 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0255992 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0180526 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.00974821 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.00437113 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0449918 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00558966 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0404759 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0399098 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0383103 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0106611 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0392191 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0428551 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.038571 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0383342 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0333109 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.00782571 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.014152 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0440107 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0441078 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0425084 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00245709 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0434172 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0463877 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0420752 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0425322 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0350097 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0111009 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0095976 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00358039 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00302453 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0224157 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00689816 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0137793 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.000537148 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00304781 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0121777 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0048372 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0483897 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0478623 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0142614 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.048771 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.037425 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0340761 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0478856 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0418456 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.0137323 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0402881 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.011236 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0411969 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0434936 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0394004 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.040312 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0327359 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.00898928 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0106611 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0392191 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0428551 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.038571 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0383342 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0333109 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.00782571 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.00865041 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0480856 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0588435 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.00705621 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0459608 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.0169863 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0379796 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0342299 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0177404 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0432877 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.00894241 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.000346946 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0255632 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0164423 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.00277249 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0323275 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.00513424 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.037011 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.028816 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.00935168 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.00925224 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0019189 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0632107 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0240839 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.011184 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00319465 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0761641 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0560445 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0118738 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.011184 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0119624 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00948786 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0330159 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0202123 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0589397 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0280949 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0373917 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0723397 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0178529 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0290167 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.000643769 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0499973 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0248665 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0178529 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00221445 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00427236 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0231355 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0217678 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.00600893 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.00838726 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00706675 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.000396821 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00507566 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0275549 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0429128 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.000114579 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.000396821 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0490749 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0139228 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00952067 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00500755 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.108332 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.045132 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0474265 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0536474 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0501466 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0312175 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0433751 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0474265 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0942929 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0104692 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0721405 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0504019 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0369287 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.00800437 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0411557 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00941835 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0377153 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0360738 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0344743 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00279116 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0379886 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0358105 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0344981 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0422 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.00692186 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0179807 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0412501 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0402718 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0386723 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00541282 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0415212 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0393147 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0386961 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0438988 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.010197 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00975195 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00245416 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0018983 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0268177 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0086699 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.000691618 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.00192158 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0170893 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.00282173 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0473173 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0467899 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0109469 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0353185 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0340755 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0468132 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0456697 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.015593 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0364521 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00336607 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0386271 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0366399 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0364759 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.041625 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.00808544 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00279116 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0379886 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0358105 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0344981 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0422 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.00692186 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.043894 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0567585 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.00294229 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0522526 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.0190148 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.00280683 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0220253 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0227255 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.00337113 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.031256 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.00131109 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.0388723 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0377051 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.00844783 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.0121123 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0197955 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0563398 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0370539 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00190509 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0168511 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0081547 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0105082 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0138046 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00458147 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00530072 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00609998 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.196728 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0326518 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0169855 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.125126 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00360127 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00628092 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0348569 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0116663 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00721177 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00141951 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0012007 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.018055 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0204139 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0438197 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0284522 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0491376 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0167343 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0724789 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.10764 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0527546 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0467643 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.178669 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0489725 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0833684 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0729266 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0467665 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.126567 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0468211 # DEPENDENCYPART_SIBL
(12,4),(12,27),0.0179618 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.115858 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.125069 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.161739 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.332885 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.152227 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.110824 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0446998 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0735399 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0284891 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0200029 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0303043 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0184098 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.00111141 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00991626 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0215828 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0101667 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.0119312 # DEPENDENCYPART_SIBL
(12,5),(12,27),-0.041088 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0219606 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0399911 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0571635 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0392191 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0411831 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00670439 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0415546 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00464563 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0114493 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00805306 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00793862 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.014332 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0294283 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0120982 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0270768 # DEPENDENCYPART_SIBL
