# _root_ Back when the Burgess fauna were flourishing , it seems , human evolutionary hopes hung on the survival of a little worm with a backbone called Pikaia .
#goldHeads=15,7,5,5,6,1,6,10,10,15,10,14,14,15,0,15,18,16,18,22,22,19,22,25,23,22,26,15,
#predictedHeads=6,7,5,5,6,0,6,10,10,15,10,14,14,15,7,15,18,16,18,22,22,19,22,25,23,25,26,6,
(6,8),(6,12),-0.00567027 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.00416773 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0239781 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0435225 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.00651999 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00929506 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0115512 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0241179 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00937228 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0123057 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0317253 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.049903 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0480807 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0551975 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0335474 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0688364 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0568775 # DEPENDENCYPART_SIBL
(6,10),(6,28),0.00253123 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00567027 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00416773 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0239781 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0435225 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.00651999 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0167191 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00648126 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0175701 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.00885491 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0523131 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0409548 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0223578 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0546189 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.0041136 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0197521 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0444385 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00610583 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0952413 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.028844 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.182388 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0952413 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0596447 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0684944 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.177011 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0883295 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0592157 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0268304 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.260282 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0137271 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00461769 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0128369 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.000292078 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00461769 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00992755 # DEPENDENCYPART_SIBL
(7,5),(7,14),8.24687e-05 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00211389 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0479141 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0125734 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0357845 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.0210179 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0397469 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0240714 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0203236 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0397469 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0223218 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0103218 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0127167 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0109095 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00513717 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.054442 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0728919 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0221955 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.041021 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0271318 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00250876 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00568897 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.043171 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0629388 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00189046 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0548705 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.00704475 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00077795 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00821907 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0305994 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0201037 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00223272 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0102482 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.014541 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.00948822 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0540773 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00584631 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0433936 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.020714 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0254441 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0146241 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0172026 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.048646 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.0131472 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00250876 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00568897 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.043171 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0629388 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00189046 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0548705 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.00704475 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0388374 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00499324 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0015645 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0358389 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.00894838 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0101215 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0101917 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0084969 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0345271 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0473247 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.004252 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0123655 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0177053 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0472319 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.0065024 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0128612 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.037351 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.00834179 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0554218 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.000675099 # DEPENDENCYPART_SIBL
(7,23),(7,28),-0.0144293 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0641576 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0693095 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0168518 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0359136 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00377973 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00182266 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.00669113 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0587686 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.081041 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0582173 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0341558 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0311167 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0207329 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00525903 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0285368 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0325262 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0439108 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.0610402 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0414579 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0057768 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00106562 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00122969 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00168129 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.092052 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0666604 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0666198 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0706118 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.182151 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0837945 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0613332 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0308092 # DEPENDENCYPART_SIBL
(10,2),(10,28),-0.250732 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0186631 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00772909 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0230082 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0704568 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00274557 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00409132 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0039569 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.000855395 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00857481 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0467131 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0118005 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0364293 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.0225794 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0320795 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0861574 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0489295 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0420908 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0231629 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0232022 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00690556 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0243252 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.000835905 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00172098 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0639595 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.0724344 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0074735 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00436334 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0489213 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0157125 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0157518 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00841728 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0217288 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0144286 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.000490199 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.065654 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.029296 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0513407 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.200369 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0231043 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0190718 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00129072 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00513317 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00424246 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00245326 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0237383 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0822673 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0257571 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0692611 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0693016 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.000233352 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0500652 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.128062 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.000422284 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.196664 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.01443 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00680863 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00654886 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00812431 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0395032 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0614634 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0043258 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0539613 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.0133395 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.057549 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0372373 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00687935 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.000995535 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0342388 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0120746 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.013447 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0348737 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00689745 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.000980173 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0318752 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0120639 # DEPENDENCYPART_SIBL
(10,13),(10,28),0.0133761 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0164074 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.00443581 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0383342 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0444032 # DEPENDENCYPART_SIBL
(10,14),(10,28),0.00779851 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00183665 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00776332 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0361411 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.0343272 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0143672 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0399057 # DEPENDENCYPART_SIBL
(10,16),(10,28),-0.00116215 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0525003 # DEPENDENCYPART_SIBL
(10,18),(10,28),0.0042216 # DEPENDENCYPART_SIBL
(10,23),(10,28),-0.0061051 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0404826 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.135095 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0513375 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00155597 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0135547 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0308501 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.002048 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0967928 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0624906 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0770692 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00065786 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00993853 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0215407 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00302297 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0225093 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0513375 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00155597 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0135547 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0308501 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.002048 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0967928 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0219659 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0195457 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0223466 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0219797 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00863515 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00401073 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00969371 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00415062 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00451839 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0325219 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0620531 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0469361 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0357303 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0514737 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00539171 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0624913 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0577345 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0215484 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00302354 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0040247 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0308193 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00208752 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00948081 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.000125676 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0357303 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.00624827 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0261651 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0261651 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0132645 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00234114 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0239504 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0225553 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.028781 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0272733 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.0441128 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.0285739 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.0766759 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.10896 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.10896 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0112593 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0221226 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0547004 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0296667 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00434275 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.00301877 # DEPENDENCYPART_SIBL
(14,7),(14,26),0.0267707 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.00392843 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.0453824 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.174266 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.00972454 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0330425 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00841321 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.100522 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0431534 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.205979 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.0633399 # DEPENDENCYPART_SIBL
(14,8),(14,27),-0.0429462 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.0398356 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00972454 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0330425 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00841321 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.100522 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0431534 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.205979 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.0633399 # DEPENDENCYPART_SIBL
(14,11),(14,27),-0.0429462 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0398356 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0161349 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.013779 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0387151 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0224813 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0532028 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.0958176 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0222741 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0591832 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0177961 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00557955 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00089353 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00842086 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.127393 # DEPENDENCYPART_SIBL
(14,13),(14,27),-0.00068637 # DEPENDENCYPART_SIBL
(14,13),(14,28),-0.0358805 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00274206 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.012595 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00201809 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0174707 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0124902 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.000498006 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.051794 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.017393 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0324594 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.0521048 # DEPENDENCYPART_SIBL
(14,16),(14,28),0.0769971 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00633882 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0336692 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.0180972 # DEPENDENCYPART_SIBL
(14,18),(14,28),0.0122654 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.0233881 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.0207921 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.0415194 # DEPENDENCYPART_SIBL
(14,26),(14,27),0.00614898 # DEPENDENCYPART_SIBL
(14,26),(14,28),0.0248902 # DEPENDENCYPART_SIBL
(14,27),(14,28),0.0124747 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0409004 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.00863992 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.00762519 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.00782317 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.000690625 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0601848 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0762243 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00810186 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0601848 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0305575 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0305565 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00755712 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0341997 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0817518 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0469469 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.00791691 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.10005 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0520614 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0513288 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0497061 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0472461 # DEPENDENCYPART_SIBL
(15,1),(15,26),-0.0108963 # DEPENDENCYPART_SIBL
(15,1),(15,27),-0.0469469 # DEPENDENCYPART_SIBL
(15,1),(15,28),0.0290627 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0444374 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0444385 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00610583 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.000736588 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0121387 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.00448565 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.00901584 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0121387 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0114489 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.011448 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0488738 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0874951 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0481327 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0592147 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0613529 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0587324 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0583026 # DEPENDENCYPART_SIBL
