# _root_ The Soviet Union has purchased roughly eight million tons of grain this month , and is expected to take delivery by year end , analysts said .
#goldHeads=3,3,15,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
#predictedHeads=3,3,4,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
(5,2),(5,24),-0.00539774 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.00145458 # DEPENDENCYPART_SIBL
(5,2),(5,27),0.0213491 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.000899308 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00694994 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.010388 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00588484 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0181667 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0310573 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00187239 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0351989 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0226349 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.000228953 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0190513 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0131083 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0014632 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.078331 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0226349 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0157965 # DEPENDENCYPART_SIBL
(5,3),(5,27),0.0410649 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0371518 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0615368 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0696967 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00508025 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0437827 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00630492 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0255268 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0893952 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0440147 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0117488 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0595487 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0183801 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0239909 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0893952 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0380864 # DEPENDENCYPART_SIBL
(5,4),(5,27),0.0413182 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0642096 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0746153 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0577138 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0105191 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0556674 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0567771 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00860577 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0696271 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0459287 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0110408 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0388903 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0016992 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.00860577 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0312682 # DEPENDENCYPART_SIBL
(5,6),(5,27),-0.046815 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00500069 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0477448 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0155093 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0470365 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0340262 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0026599 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0448243 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0461922 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0256671 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0340524 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.00949752 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0026599 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0243759 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0171402 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0517633 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0444438 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.051055 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0382778 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0164822 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0469371 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0484224 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0194993 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0361586 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.020055 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0164822 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0265569 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0279745 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.032872 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0355638 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0231695 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0391108 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0162022 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0377682 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0184782 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0236914 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0503872 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0391108 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.0271861 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.00896599 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0226569 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00024827 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0155075 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0660641 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0789731 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0378219 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0543066 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0607582 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0155075 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.0788187 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0278833 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0136526 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00683641 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0229732 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0445392 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00945905 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0304624 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0486861 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.00683641 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.0339571 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.00691979 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0264884 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.00370602 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0234466 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0322065 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.00936983 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0729086 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0264884 # DEPENDENCYPART_SIBL
(5,13),(5,26),-0.0128655 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.0240027 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.050135 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0080146 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00241553 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.00849245 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0126263 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0319443 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.00442991 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.00460625 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0455541 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0475719 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0372688 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0104689 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.03687 # DEPENDENCYPART_SIBL
(5,16),(5,26),-0.0437168 # DEPENDENCYPART_SIBL
(5,16),(5,27),0.00971147 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0509195 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0375661 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.00228922 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0176296 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.0433193 # DEPENDENCYPART_SIBL
(5,17),(5,27),0.000700539 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0262247 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0193096 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.00360269 # DEPENDENCYPART_SIBL
(5,18),(5,26),-0.0187213 # DEPENDENCYPART_SIBL
(5,18),(5,27),-0.00772173 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.0044653 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.005577 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.0476361 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.00739271 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.0373361 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.0168086 # DEPENDENCYPART_SIBL
(5,21),(5,27),-0.0367637 # DEPENDENCYPART_SIBL
(5,24),(5,26),-0.00442991 # DEPENDENCYPART_SIBL
(5,24),(5,27),0.00460625 # DEPENDENCYPART_SIBL
(5,26),(5,27),0.0265042 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0333594 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0563024 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00893064 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00203617 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.150991 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.047217 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.151788 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.151983 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.100213 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0577054 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0530974 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00891947 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00204734 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.153729 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0724534 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.154527 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.154721 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.108154 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0539971 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00830273 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00605493 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0591423 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0735517 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0684275 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0618708 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.102881 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.172328 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0982185 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00336479 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0522617 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00317457 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00807206 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00733416 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0281283 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00348805 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.094788 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00329783 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00842838 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0156103 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0298017 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0172885 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0136031 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0243396 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0360091 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0310094 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0445134 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0444302 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0286608 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0191058 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0246678 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0150825 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0220857 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00660643 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0213223 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0673572 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0467822 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0769441 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0703571 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0738132 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0419776 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0139857 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0130031 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.131251 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.139277 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00827215 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.028843 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.217671 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.232074 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.129364 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.13739 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00751 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.104257 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0385498 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.118902 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0110842 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.066137 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0346557 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.266298 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00200844 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.119143 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0338946 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0025056 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0031815 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.212969 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.202278 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.00213253 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.108788 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00200267 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0849364 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0025056 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.11595 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0115593 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0408788 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0148712 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00231107 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0140976 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0040942 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.000889582 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.1049 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0238185 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00943103 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00809027 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00562485 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00203568 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0802565 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0453391 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.000542703 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.195892 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.00943103 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.00808227 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0291677 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00938317 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00882074 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0206072 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0406088 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0188303 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0924451 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0417592 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0348724 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00899905 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00268926 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0106926 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0724335 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0366821 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.017398 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.158036 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0348724 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0074806 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0224138 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.000415283 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0115042 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00934671 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.000579939 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0750568 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0137836 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0189523 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00190546 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0274523 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0202517 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.023843 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0084586 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.000613716 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0644109 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0189523 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.0496304 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00506178 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0183773 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0704232 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0193923 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0636928 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0344371 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0397233 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.025212 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0216344 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0321392 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0092225 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00488623 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0193999 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.010648 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0397233 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.041079 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0158182 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0222718 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0382016 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0195119 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0623452 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0209777 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0913652 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0331617 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00662195 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0191568 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00728789 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0382171 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0770015 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0209777 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.00794793 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0123117 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.016957 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0076934 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0411058 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0483697 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0734507 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0271742 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0126091 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0342554 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00129885 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0169804 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.07024 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0483697 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.00833744 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0172797 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0628886 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.03951 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0235715 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0417702 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0326482 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0340996 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0121512 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0336703 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0179137 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0759622 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0235715 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.00422817 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00661651 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00909184 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00933983 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0403811 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0315529 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0204502 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00340312 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0207948 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0101931 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0150786 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.00933983 # DEPENDENCYPART_SIBL
(9,11),(9,27),0.0183479 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0132228 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0359837 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0220462 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.045335 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0330752 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.030414 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0369376 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0163095 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.00880424 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0359837 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0118414 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00954906 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.032614 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0234049 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0150955 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00336757 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.01544 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00614297 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0223006 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00954906 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0217553 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0175408 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0332027 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0276905 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0357103 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00803176 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0462574 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0156105 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0368824 # DEPENDENCYPART_SIBL
(9,14),(9,27),-5.48855e-05 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0256648 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0132341 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0156867 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0201503 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0296558 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.00450114 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0209061 # DEPENDENCYPART_SIBL
(9,15),(9,27),0.000999959 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0327049 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0216446 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0396398 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0323412 # DEPENDENCYPART_SIBL
