# _root_ Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .
#goldHeads=2,8,2,5,3,7,5,14,8,12,12,14,12,0,16,14,19,19,21,21,16,21,21,23,14,
#predictedHeads=2,14,2,5,3,7,8,14,8,12,12,14,12,0,16,14,19,19,16,21,16,21,21,23,14,
(5,1),(5,12),-0.0813769 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00975686 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0143489 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0363564 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0677484 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.016294 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.07246 # DEPENDENCYPART_SIBL
(5,1),(5,25),-0.00999499 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00390656 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0255598 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0922025 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.023972 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0415781 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0468666 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0280662 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0426327 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0280662 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0085353 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00129377 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0298601 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0187667 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0553947 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.000806854 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0530875 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0184588 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.020683 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0314842 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0472833 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.036513 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0263386 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.036513 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00446861 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0148293 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.018132 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.00979363 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0521486 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.0311361 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0255268 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0400236 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0293975 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0065407 # DEPENDENCYPART_SIBL
(5,4),(5,10),7.59805e-05 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0290696 # DEPENDENCYPART_SIBL
(5,4),(5,13),7.59805e-05 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0809536 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0451907 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0242768 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0502244 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.00598146 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.00360285 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0270942 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0372074 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0105733 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0178102 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.025621 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0178102 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0235063 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0169228 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0380401 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0198635 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0132372 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.00716327 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.017191 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00123313 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0205158 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0190033 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0205158 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0485508 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0330093 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0132229 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.037481 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0046619 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.00147364 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0106003 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00777118 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0281773 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.00777118 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0379845 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0403026 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0284876 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0405685 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0132263 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.00892593 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0331251 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0139053 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0331251 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0367838 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0258401 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.00212785 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0290757 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0191347 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.00169038 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.000364707 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.054944 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0211011 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0619741 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0125092 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0536103 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0477287 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0167857 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0115814 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0498315 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0593145 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0374767 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0595803 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0235721 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.00606064 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0211011 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0619741 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0125092 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0536103 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0477287 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0167857 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.045643 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0255497 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.050862 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.00712807 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.00587239 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0249729 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0321312 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.00134248 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.00911562 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0410603 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0122545 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.00952517 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0049061 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.0035286 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0122599 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0209912 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0572034 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.070588 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.119445 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0253181 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0121014 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.012685 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0132956 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00916975 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0322363 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00863538 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0505714 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0548032 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.126201 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0369137 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0143866 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0623155 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00250259 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0315159 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0641162 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00292299 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0875185 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.052608 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00125635 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0293553 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0402286 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.19426 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0368438 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.204631 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.219505 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0101307 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00184354 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0267989 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0148933 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.000296546 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0513776 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0918818 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0208361 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0527489 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0991905 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0610653 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0396374 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0596201 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0775244 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0254161 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0775244 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0846001 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0159101 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0374577 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0310608 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.039775 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.115922 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0999785 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0198796 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0538837 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.107841 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0619631 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0507992 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0116042 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0187997 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00108629 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0187997 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0265316 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00821951 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0113056 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.00693005 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0141625 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.00376702 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0370021 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0304954 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0805372 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0432514 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0562426 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00181506 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.108268 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0671505 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.108268 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0137195 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.023086 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0439183 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0178224 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0470715 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0662513 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.00709833 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0336073 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0527974 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00207525 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0120823 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0515436 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.109556 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0515436 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00085082 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00899106 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0986218 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0036851 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0923928 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0591724 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0092676 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0685841 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0666127 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0170798 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0240095 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0101681 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0240095 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0100352 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.015769 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.000696053 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.000609906 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0028389 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0637171 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0242702 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0452582 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0375902 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0137655 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00960719 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0137655 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00500085 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.060417 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00227224 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0642873 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.00102663 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0689172 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0218194 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0329088 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0199912 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00732828 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0199912 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0452562 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00168122 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0169376 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0168386 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0182645 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0132733 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0729007 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0654248 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0498105 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0654248 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00638194 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0026889 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0325624 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00418219 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0465608 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0390462 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0311156 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00597128 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.031233 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00449157 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00312629 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0246272 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0134477 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0223962 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0107167 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.00666343 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0290213 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0425919 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.018975 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0104951 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.023728 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.004963 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.00679619 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.00882756 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00449157 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00312629 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0246272 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0134477 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0223962 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0107167 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.00666343 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0150752 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0105827 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0247337 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.00540005 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.000134899 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.00707025 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0122423 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0347851 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0150493 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0207568 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0182343 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0315964 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0306437 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.00476568 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.00248207 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0230184 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0369078 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.0402066 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.00382953 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.0139576 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0405395 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0438123 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00890328 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0209906 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0222949 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0683842 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.000331936 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00296935 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0191653 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00144795 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00327773 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0214569 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0242937 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0213354 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0668205 # DEPENDENCYPART_SIBL
(9,3),(9,12),3.39688e-05 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.000748082 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0254922 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00575242 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00346496 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0175241 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0139801 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0994964 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00526984 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00647137 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0334406 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00381369 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00889643 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0423366 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0903644 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.118798 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0482106 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00576084 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.124825 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.120661 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0620827 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00986086 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00389449 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00938715 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00966778 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0151585 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00441009 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0191493 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0882981 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0259469 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0219279 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0212485 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0418416 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.000724212 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.000131375 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.000529443 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0201999 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0152234 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0104267 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00768511 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00291319 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.266622 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.129198 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0307101 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0261731 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0610463 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.107306 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0712905 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0409648 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00739448 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0335524 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0342779 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.143039 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00679452 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.00954217 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.111412 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00745694 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0510711 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0162717 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0737978 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.0210461 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0454427 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0624561 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0612906 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0296499 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0813805 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0499543 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0734473 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0860795 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.102931 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0290423 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0370159 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0268365 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0929101 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0192997 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.042837 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0297516 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0220272 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0562621 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0126825 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0200358 # DEPENDENCYPART_SIBL
