# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(1,10),(10,11),-0.543574 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.4079 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.534613 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.877257 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.707314 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.469017 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.83504 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.091223 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.483662 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-2.22977 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.763608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.550843 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.611232 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.033636 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.250659 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.100806 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.243946 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.0402256 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),0.34966 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.449789 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.397344 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.35666 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.748498 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.328303 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.52809 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.509302 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),0.121697 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.799344 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-1.20735 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.335335 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-1.97645 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.732686 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.414074 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.818864 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.756715 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.805175 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.0151738 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.965451 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.438876 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.35631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.533901 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.655627 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.704252 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.892973 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.99733 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.8729 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.8477 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.925274 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.02293 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.724159 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.34085 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.757431 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.719322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.160259 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0856464 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.303192 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.386112 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.368003 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.889463 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.784276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.895496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0129698 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.111806 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.315011 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.410137 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.390955 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.745665 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.941057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0867541 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.14249 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.353658 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.354297 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.353399 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.371484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.246923 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.287571 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.483614 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.687325 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.345977 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.325272 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.416161 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.311603 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.796485 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.752387 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.958229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0807907 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0750489 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.19354 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.474484 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.164163 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.36216 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.361381 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.230595 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.286405 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.420641 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.695233 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.3621 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.427826 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.806228 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.86063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0699586 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.104548 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.0135276 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.57225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.308579 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.297838 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.326316 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.211059 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.359927 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.577247 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.767252 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.310114 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.335045 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.479446 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.565347 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.400891 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.302892 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.312785 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-1.00344 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.373785 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.257795 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.181043 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.486424 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.579377 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.356849 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.155146 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.392082 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.442354 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.282753 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.888119 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.715136 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.278639 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.81991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.666897 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.811976 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.97484 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.1265 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.00507 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.14332 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.0337 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.06908 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.20609 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.75049 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.302288 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.78825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.634641 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.712476 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.957375 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.0282 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.942048 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.10064 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.05162 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.553173 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.573211 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.3632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.226013 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.38644 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.552822 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.494816 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.517246 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.585594 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.38227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0853895 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.57393 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.596287 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.560826 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.653072 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.60959 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.554673 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.668175 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.603469 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.799801 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.861667 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.71549 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.798991 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-1.27278 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.5221 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.585908 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.35611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.00666691 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.117641 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.401892 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.550416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.584122 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.658811 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.61294 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.574071 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.618932 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.630802 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.917177 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.741689 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.574526 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.559394 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.45815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.108425 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0818842 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.6239 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.724512 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.393581 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.456128 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.424345 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.435233 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.540721 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.521302 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.614556 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.758123 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.589894 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.700039 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-1.00283 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.700595 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.691118 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-1.33207 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.383354 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.138783 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.73638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.643394 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.31613 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.815755 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.939645 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.91082 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.03764 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.20489 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.24415 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.75652 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.574204 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.156365 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.71258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.558956 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.30888 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.73251 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.88689 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.881126 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.19765 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.334197 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.666888 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.71377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.578399 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.30274 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.752016 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.878972 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.74071 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.744504 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.976623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.761517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.17286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.84294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.162482 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.301849 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.379566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.58979 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.459819 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.731705 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.48358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.778617 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.783611 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.556736 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.849324 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-1.08619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.749402 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.976979 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.762226 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.10753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.151984 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.791461 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0226226 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.332049 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.391026 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.591904 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.480618 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.699914 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.512393 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.845285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.589876 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.781981 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.935003 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.676653 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.30258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0519934 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.954755 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.284004 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.114978 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.253028 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.436333 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.448079 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.673608 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.411016 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.62516 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.725354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.574478 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.704778 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.370634 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.733044 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.723211 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.26074 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.401119 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0465415 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.124556 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.21199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.5619 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.394195 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.656183 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.693242 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.392223 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.598999 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.711446 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.29209 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.241454 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.163545 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.119406 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.12344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.55344 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.307077 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.602106 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.6625 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.590539 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.221104 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.375503 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0837425 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.14459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.549429 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.328292 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.596326 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.27767 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.259948 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.148677 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.189703 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.19483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.716027 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.378515 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.628326 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.96599 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.886909 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.618239 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.816806 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.542406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0992918 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.197071 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.105209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.254549 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0893994 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.148156 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.163634 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0672993 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.166781 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.113805 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.924824 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.791694 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.482292 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.649693 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.364742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0496833 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0847333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.485632 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0342125 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.229093 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.192463 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0621967 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.159122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.226049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.0491964 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.181324 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.117471 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.399983 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),0.00609908 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.33963 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.933766 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.352628 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0768334 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.330664 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.00903684 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.292648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0737891 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0519453 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.131676 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.112538 # DEPENDENCYPART_GRANDPAR
