# _root_ `` There was a roll of laughter through the stands , '' says Joe Sukle , the editor of the weekly Press and Journal in Middletown .
#goldHeads=13,3,13,5,3,5,6,5,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
#predictedHeads=13,3,13,5,3,5,6,3,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
(5,7),(5,20),-0.0114459 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.00511756 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0227968 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.00233368 # DEPENDENCYPART_SIBL
(5,7),(5,27),0.0480579 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0627464 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0147319 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0140989 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0125479 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.000430054 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0141836 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0140989 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.00718699 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0669821 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0627464 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.00040337 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0226569 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.017805 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.038614 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0199574 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0118641 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0100747 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0302703 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0197662 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0118641 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0109258 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0370989 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0293136 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0131719 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.00962168 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0709486 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.00707684 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0278434 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0303515 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00495158 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00393684 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0278434 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.00903235 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.000720182 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0121777 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.00438448 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0235286 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.00333008 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.0444347 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0873089 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.01603 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0487285 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0493233 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0823326 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0265412 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0105954 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0348699 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0327418 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.016298 # DEPENDENCYPART_SIBL
(5,11),(5,27),0.0306416 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0314325 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0359781 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0326851 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0448197 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0983782 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.00249078 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.015109 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0102684 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.0314309 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.0133069 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.00755769 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0570905 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0163659 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0247072 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.00126029 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0262234 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0273728 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0262709 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.0408249 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0297456 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00976535 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0017178 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0114447 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.00511879 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0227956 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.00233244 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.048064 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0823326 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0265412 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0105954 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0348699 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0327418 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.016298 # DEPENDENCYPART_SIBL
(5,16),(5,27),0.0306416 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.000359913 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0127795 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.00378395 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.024131 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.00367885 # DEPENDENCYPART_SIBL
(5,18),(5,27),0.0434299 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.091609 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.00787105 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0528324 # DEPENDENCYPART_SIBL
(5,19),(5,25),0.0138318 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.0210199 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0131719 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.00962168 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0709486 # DEPENDENCYPART_SIBL
(5,20),(5,27),0.00707684 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0237876 # DEPENDENCYPART_SIBL
(5,21),(5,25),-0.0041749 # DEPENDENCYPART_SIBL
(5,21),(5,27),0.0197882 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.0171471 # DEPENDENCYPART_SIBL
(5,23),(5,27),0.0244078 # DEPENDENCYPART_SIBL
(5,25),(5,27),0.0181237 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.196511 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0299161 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.193383 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0277795 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.026369 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00634023 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0158799 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00495117 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.113545 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00288981 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0120271 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0530354 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.201679 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0257169 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0271594 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0126148 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0100022 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0617349 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00163707 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.012125 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0509561 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.201776 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0364587 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0015157 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0695683 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0546767 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.131016 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.104612 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0582491 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0153306 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0644826 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.00624071 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00339998 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0965775 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.110147 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.825776 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00749238 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0941467 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.110147 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0954357 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00585794 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.000311253 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0469768 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.040897 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0113914 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00287624 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0128854 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0643217 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0138222 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00287624 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0123985 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0390263 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00765242 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0101624 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00829881 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.100933 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.173883 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.322802 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0169855 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.100933 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0165951 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00995941 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0819615 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.011848 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0323101 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0348206 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0170122 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.011813 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0323101 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0201777 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0648624 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00822483 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0589139 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0172925 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0244944 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0106552 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0589139 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0130328 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0162867 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0178721 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0118347 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00676495 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0157383 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0178721 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00874173 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0140284 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0246796 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00361042 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0132499 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0140284 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.000280758 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0825824 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0206272 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0442036 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0393972 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0778077 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0372057 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0337122 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0274876 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0425538 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00632362 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0529253 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0151318 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0159306 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.000452246 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0778077 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0410963 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.000579437 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0339661 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.010264 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.096917 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0142615 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00684562 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0119647 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0169115 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0120409 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0154962 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00034567 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0682216 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0657562 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0332345 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0526372 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0682209 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0718739 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0360794 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0339661 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0119635 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.101786 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0142615 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00648455 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0136642 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.018611 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0103341 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0458368 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0070965 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00179801 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.034213 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0458368 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0458418 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0862849 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00133671 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0013297 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0299625 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0911754 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0892308 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.174383 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0403747 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00245479 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0205601 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00990609 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.068013 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0355403 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0330657 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0330691 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.105718 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0369883 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0370123 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0838 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0891818 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.174334 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.174336 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0321168 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00428038 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00960181 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0402773 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.152264 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0461036 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0396669 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0332087 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00962209 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0461036 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0179868 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0189159 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.101242 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.00131195 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.00878309 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.00969359 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0243739 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00496015 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0202327 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0377164 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00619963 # DEPENDENCYPART_SIBL
(10,6),(10,13),3.27964e-05 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00576037 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0377164 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00813798 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0357466 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0459195 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0320402 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.00359564 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.00340812 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0416675 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.150882 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0598877 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0437237 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0380193 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0158277 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0598877 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0241925 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0232416 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0971851 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0053741 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.016109 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.00913205 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0237719 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0026249 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00809715 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0265285 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00975364 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0026249 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0108501 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0063696 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0359447 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0133747 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.00018952 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.000410409 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0177737 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0082138 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.150043 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0191341 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0177737 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0197851 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.334972 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.11992 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0626532 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0232131 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.10624 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0819229 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0288461 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0433539 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0438388 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.076958 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0222672 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0159915 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0310827 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.013907 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.00981747 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0433873 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.033522 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0335513 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0423636 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.099487 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00249851 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0167101 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00236428 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.00580394 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00622578 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0586529 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.015034 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0269549 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00237584 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0289478 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.020592 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.0359907 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0200028 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00116139 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00427975 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0185498 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.000384989 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0405527 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0292146 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.076958 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0222672 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0159915 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0310827 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.013907 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.00981747 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00563764 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0198847 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.00171984 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0418881 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.0245806 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.086272 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0146686 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0553825 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.0160439 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0147714 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0175274 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.000427727 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0282375 # DEPENDENCYPART_SIBL
(10,21),(10,27),0.0141212 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.00664661 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.00580715 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0305182 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0661363 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0305104 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0541643 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0302599 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0321894 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0510204 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.523236 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0902218 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0902215 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0796058 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0927866 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0083905 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0598659 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.072482 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.059343 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.0123847 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00125633 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0604483 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.00125011 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0453703 # DEPENDENCYPART_SIBL
