# _root_ `` That suggests there is a little more inventory overhang than some people expected , '' said Edward Boss , senior financial economist at Continental Bank in Chicago .
#goldHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
#predictedHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
(5,7),(5,9),-0.0357561 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0367619 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0861712 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0529908 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0543375 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0579102 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0335402 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0531595 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0579102 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.00792846 # DEPENDENCYPART_SIBL
(5,7),(5,29),-0.0488501 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.103417 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.104423 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.183846 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.113266 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0856273 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0785065 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.131561 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0609228 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0785065 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0712172 # DEPENDENCYPART_SIBL
(5,8),(5,29),-0.0430157 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0478628 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.130759 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0555037 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0406482 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00646029 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0157888 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0388297 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.00646029 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0194914 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.00397826 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.130901 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0527662 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0444213 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0065999 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0159321 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0426028 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0065999 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0196338 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.00383485 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0437281 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0638634 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0306202 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0428599 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0689445 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0306202 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0638521 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.0870783 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0502844 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0262011 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00899001 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0484773 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0262011 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0214549 # DEPENDENCYPART_SIBL
(5,13),(5,29),0.0209642 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0771252 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0577042 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0722846 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0771252 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0750321 # DEPENDENCYPART_SIBL
(5,14),(5,29),-0.000608577 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0565859 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.00784647 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0491599 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0642721 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.008903 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0327545 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0417009 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.00368973 # DEPENDENCYPART_SIBL
(5,16),(5,29),-0.0632782 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0207126 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0455258 # DEPENDENCYPART_SIBL
(5,17),(5,29),0.0274931 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0642721 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.008903 # DEPENDENCYPART_SIBL
(5,24),(5,29),-0.045017 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0104304 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.021876 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0534417 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0529813 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0530058 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.124518 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0502667 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.172423 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.141843 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.144346 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00955679 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0104512 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0104267 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0167833 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0202338 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0747774 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0230279 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0557105 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0140019 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.014006 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.060424 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0119957 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.102564 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0262915 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.105016 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0221827 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0235364 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0235466 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0193182 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0184096 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.012083 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.02352 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0220497 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0175188 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0184269 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0102835 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0197372 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.020576 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0299582 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0123646 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.016379 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0113821 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00913809 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0264193 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00959948 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0254961 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0700912 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0119165 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0119165 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0885411 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.130486 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00768904 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0076937 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.12171 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0761933 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0112363 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0119549 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00587256 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0119539 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00768738 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00841629 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0995955 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0970901 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0643614 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0292407 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0461868 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0131029 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0314141 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00870112 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.139151 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.748153 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0461868 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.260129 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0766389 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.137071 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.112448 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.192552 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.119293 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0680792 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0909811 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0242305 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.112448 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00999596 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0392546 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.028686 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0260257 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0460734 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.302244 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0678865 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.222033 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.028686 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0617214 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0112548 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0323202 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0112772 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0481001 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0519291 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0293513 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0112548 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0460226 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.152743 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0415992 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0496797 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0600625 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0728407 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0460226 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0404768 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00576273 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0238002 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00370311 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0175588 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0155299 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00141285 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0242176 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0161769 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0133437 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0164781 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0171292 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00277481 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0381103 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.000157283 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0255722 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.103813 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0120541 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0829576 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0232674 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0399256 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0995955 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0970901 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0643614 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0291084 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0874996 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0133693 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00396515 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0323512 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0092846 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.144067 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.748153 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0210884 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0471239 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.144067 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0359933 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0529787 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0765737 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0841541 # DEPENDENCYPART_SIBL
(10,1),(10,29),-0.00143759 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.260129 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0766389 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.136939 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0673255 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.192286 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.119551 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.118356 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0686627 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.086065 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0242305 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00962502 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.111511 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.086065 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0854104 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.109083 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0194876 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.100986 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.131553 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00999596 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0391223 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0315381 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0257593 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.047103 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0451363 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.302828 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0629704 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.222033 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.265047 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0277489 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0629704 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0202 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.025335 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.196587 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.115016 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.0355171 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0615891 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.014298 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0325866 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0591798 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0122143 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0486836 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.047013 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0293513 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.011501 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0121919 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.047013 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0186184 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0191185 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0719633 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0475598 # DEPENDENCYPART_SIBL
(10,7),(10,29),0.0400773 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.023195 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.153819 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.027053 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.039833 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0513215 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.054472 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0735151 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0368371 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0442564 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.054472 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0396418 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0335548 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.198266 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.235239 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.0296881 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0650229 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.103799 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0241768 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0135646 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0511332 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0332773 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0271576 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0168214 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0511332 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0194673 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.04817 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0930431 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.00133464 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.00723986 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0385842 # DEPENDENCYPART_SIBL
(10,11),(10,13),2.74695e-05 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0227246 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.02889 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0133437 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00942007 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0150378 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.02889 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0280627 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0110763 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.00959077 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0305934 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.0236082 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00414299 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0276056 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0260316 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0274852 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0167864 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0151239 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0260316 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.00512201 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0108802 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0443519 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0625118 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0133577 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0127629 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0220234 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0407047 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00767989 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00419231 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0220234 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0128144 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.00731005 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0178219 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0335696 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.0382126 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0398028 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.104323 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00660959 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0101034 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0398028 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00695677 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.00705404 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.000301484 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0119787 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.00765 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0972822 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00492229 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0419098 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.036982 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0419224 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0688769 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00947225 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.000115419 # DEPENDENCYPART_SIBL
(10,15),(10,29),-0.00261008 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00649456 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0413659 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0168868 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0326104 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0439652 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.010314 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.0202103 # DEPENDENCYPART_SIBL
(10,16),(10,29),-0.0251762 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0360953 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0215248 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0143996 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0334069 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0222855 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.0110701 # DEPENDENCYPART_SIBL
(10,17),(10,29),0.00703489 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0155455 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.00486061 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0083771 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.0239678 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.0368903 # DEPENDENCYPART_SIBL
(10,19),(10,29),0.0171232 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0419224 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0688769 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.00947225 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.000115419 # DEPENDENCYPART_SIBL
(10,20),(10,29),-0.00261008 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.00524843 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.00740126 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.00672159 # DEPENDENCYPART_SIBL
(10,21),(10,29),-0.00155319 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.0216946 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.0384985 # DEPENDENCYPART_SIBL
(10,23),(10,29),0.0146548 # DEPENDENCYPART_SIBL
(10,24),(10,27),-0.0100272 # DEPENDENCYPART_SIBL
(10,24),(10,29),0.052676 # DEPENDENCYPART_SIBL
(10,27),(10,29),0.0383803 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0840803 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0840804 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.160968 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00696604 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.128514 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.22449 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.159866 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.138238 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00830122 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00438067 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00105462 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0664878 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0144775 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0143326 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.104373 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0206068 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0114236 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0183367 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0035295 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0664878 # DEPENDENCYPART_SIBL
