# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(4,6),(6,11),-0.195944 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.191671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.467352 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.264181 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.247584 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.577168 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.454382 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.262107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.790976 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.184246 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0687989 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.114016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.227437 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.20813 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.290457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.630231 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.214475 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.104644 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.340302 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.21393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.52945 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.02538 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0836159 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0964004 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.342373 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.237618 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.21393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.529484 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.595821 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.48696 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.782762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.02538 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.757381 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.710993 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.462857 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.13421 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.13314 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-1.69855 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-1.20419 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0196006 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0862402 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.474839 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.21419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.52967 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.488111 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.784038 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.0256 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.462967 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.12224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,4),-0.191985 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.563709 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.943527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.645471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.195089 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.314266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.194624 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.28098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0337831 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0150136 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.360749 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.210181 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.153319 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0297958 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.94714 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.885915 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.10182 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.505335 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.620881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.44881 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0318185 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.238531 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.114983 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.25053 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.240547 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0388577 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.226602 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.255614 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.494162 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.261482 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.494814 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.588743 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.947337 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.886112 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.505338 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.648103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.256263 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.150734 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.129069 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.135716 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.142709 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.405145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.875315 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.814075 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.730072 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.927981 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.521133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.210018 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.017824 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.118265 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.351446 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.343372 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.159584 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.317831 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.148007 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0744998 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.446435 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.505655 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.339916 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.682491 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.822066 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.305692 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.87262 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.811378 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.727358 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.899226 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.544402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.225513 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0213932 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.110447 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.343356 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.315304 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.235282 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0483366 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0843781 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.129557 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.538141 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.463144 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.347149 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.40916 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.330234 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.583251 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.948836 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.941737 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.310382 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.067883 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.51364 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.343044 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.458563 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.633747 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-1.01791 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.970666 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.130768 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.147237 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.231443 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.614275 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.510535 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.164235 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.746249 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-1.14229 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.29561 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.387566 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.426141 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.337828 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.660988 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.140562 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.56983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.281772 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0744328 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.441506 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.930732 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.694888 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.07735 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.773473 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.16195 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.24787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.46744 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.962846 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),1.11223 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.138835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.149189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.1531 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.17588 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.45629 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.01236 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.02363 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.648882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.806355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),1.20067 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0189061 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.00688675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.271613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.101425 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.6604 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.4661 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.221306 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.75646 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.22248 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.128584 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.15329 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.17608 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.01236 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.02375 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.355851 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.532375 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0468912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.204407 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0354022 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.148102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.829486 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.11508 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.13785 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.13693 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.31077 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.963458 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.12978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.36217 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.602932 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0528477 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.336064 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.182147 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.388558 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.575539 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-1.04821 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.66996 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-1.19735 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.74891 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.238887 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.804748 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-1.50255 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.736068 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-1.20873 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.60421 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.56843 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.31181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.52763 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.43852 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.39087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.0217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0935427 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.30938 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.670344 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.599541 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.493034 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.927127 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.57623 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-1.31353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.950127 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.670747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.475084 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.6046 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.56882 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.52779 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.43891 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.39439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.206506 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.634662 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.720574 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.615171 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-1.45854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.45728 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.42148 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.23923 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.04441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.26391 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.31439 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.29279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0769481 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.747106 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.624119 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.693292 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.417133 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.64018 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.645463 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.789317 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.336514 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.538743 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-1.02771 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.703033 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.628933 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.666715 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-1.35302 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.391196 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.179143 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.28948 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.316966 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.049161 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-1.06988 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.434097 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.182377 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.294746 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.615039 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.30709 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0564094 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.170236 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.22644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.635375 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-1.06988 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.6549 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.627447 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.555303 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-1.25124 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.992545 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-1.10174 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-1.61262 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.300512 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0954616 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.253412 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.570084 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.549449 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.4102 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.228026 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.73635 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.334442 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.147728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.19374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.607921 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.977972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.613017 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.552738 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.512368 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.743679 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.21714 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.5794 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.23685 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.421306 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.295302 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.10685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.512558 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.858718 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.553964 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.517982 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.22634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.635275 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.07067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.555446 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.21119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.19259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.17648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.0077 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.973871 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.80046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.534881 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.250971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.18119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.858067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.0661 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.04748 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.876039 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.67688 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.837879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.900492 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.828791 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.623463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.265991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.514564 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0459554 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.254599 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.190725 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.151863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.215511 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.545361 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.305922 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.654291 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.977703 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.438936 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.06388 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.04526 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.873799 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.64878 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.832704 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.894212 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.82657 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.626286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.254298 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.481823 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.128311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0878829 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.10422 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.192672 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.516316 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0718644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.116671 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.430828 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.257467 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.555515 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.305473 # DEPENDENCYPART_GRANDPAR
