# _root_ Mr. Shilling , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months .
#goldHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,17,20,16,
#predictedHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,19,20,16,
(7,4),(7,9),0.0227745 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0289208 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.038878 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0679555 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0692151 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0353166 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0525372 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0740481 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00867208 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.118412 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0172908 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00911846 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0294938 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.101412 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.102311 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00426194 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0261864 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0399273 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0366732 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0236505 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00811012 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0964071 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0697884 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.071692 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00426732 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.040469 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.022949 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0409734 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0238232 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00930451 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.046471 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.046467 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0532079 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0231133 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00365803 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00146219 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0043834 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0121113 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0121073 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.013653 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0243968 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.012657 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00917409 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0180009 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0179969 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0296703 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0284082 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0134028 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0208549 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0208669 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.100866 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0394315 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0697681 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0101802 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00410813 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0220484 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0123467 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00365014 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0220498 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0123467 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0202297 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0122703 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0208022 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0174346 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0288297 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00780656 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0216586 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0197121 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0447299 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0600446 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0455582 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0739345 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0474618 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0109447 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0359527 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0292434 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0188538 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0282461 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0355393 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0679572 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0631248 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0692168 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00818633 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00281934 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0175554 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0099173 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0263173 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.101527 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00248949 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.102426 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0733571 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0366962 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0322146 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0677535 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.046775 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0751668 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0486786 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0257384 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0575771 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0463626 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0359045 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0666896 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0378081 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00457418 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0327493 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.052941 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00158638 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0542006 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00381512 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0155122 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00635082 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0155082 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0196412 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.150996 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0196532 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0221284 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0101802 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0283414 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.071662 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0126257 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0505614 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00782618 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0728797 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0590277 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0174958 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0912222 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.220825 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.10294 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.138535 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.104844 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.10881 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0644608 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.121865 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0141696 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.176891 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0765527 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0226821 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0201982 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0256522 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00410668 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0179587 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0169516 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0142358 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.05966 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0499508 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0782748 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0518544 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0656055 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0415573 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0162968 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0135539 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.00689954 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0155801 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0168787 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0627297 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0222214 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0248274 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0906646 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0494989 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.118013 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.110859 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00430346 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.111418 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.130213 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00965226 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0120593 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0201949 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.148322 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.02814 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0112257 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0351011 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0283918 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0188553 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0432142 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0300662 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0679555 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0630707 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0692151 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00810969 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0496857 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0122323 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0277334 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0069466 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0621972 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00796449 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0025975 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0170347 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0137072 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.021235 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.101689 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00259887 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.102588 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0226677 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0293155 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0620921 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0139066 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0297676 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0515012 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0696572 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0339357 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0339283 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0673689 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0511677 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0795071 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0530713 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.053694 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0517053 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00738978 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00103861 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.014668 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0163481 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0229778 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00756571 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.045978 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0402971 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0710299 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0422007 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.100397 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0557397 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00209265 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.026401 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00646843 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0265449 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0036208 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0272762 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0529393 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00164045 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0541989 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0436409 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0385581 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0128763 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00120947 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00774196 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0883043 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.136373 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0829925 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.117183 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0848961 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00144596 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0170941 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0764956 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0358758 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0826633 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0206792 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0222563 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.153611 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0222683 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.126737 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0376489 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0659396 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0136147 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.106766 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0724505 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0221284 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0101802 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0202523 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0250428 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0137165 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0262409 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0120866 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0136278 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0283427 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00909352 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0300855 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0107009 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0046915 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0622843 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0873208 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0207103 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0250442 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0137179 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0262438 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.00984111 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0136279 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0386262 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0311221 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0574407 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0288069 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0154051 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0158778 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0240589 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0231571 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0218568 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0170489 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.00628498 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.00139561 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.00795153 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0235474 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0476105 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00262035 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00473892 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00814656 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00544543 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.042185 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0141091 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0762655 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0313488 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0206425 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0359855 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0202578 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0731682 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00183304 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0221202 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0599525 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0348151 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0213917 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00642132 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0448442 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0658893 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0341706 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.138128 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0137089 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0101975 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00327329 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0207463 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00299274 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0423338 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0633826 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0271671 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00280294 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0205485 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00723106 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.040197 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0053065 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.029631 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0297899 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0328881 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0517453 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00797556 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00824014 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0197649 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00362303 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0739177 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.032375 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0504959 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00965739 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00625541 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0342238 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0116703 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0841701 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0577299 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0364965 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0476754 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.000421521 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0125979 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00754034 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0633987 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0499117 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00913112 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0036364 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0250635 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0251295 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0095048 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00705375 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00606232 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0398691 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0384116 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.072356 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.026782 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0192742 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0260541 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00591667 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0043879 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.023786 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0395773 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0367795 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.123224 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00893021 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0499915 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0243537 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00731204 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.041941 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0407544 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0551567 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0661547 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.03551 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.02979 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0328878 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.00589674 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.052893 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00824047 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.019766 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00362266 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0739167 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0323748 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0068076 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0546582 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00625507 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0342249 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0116707 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0841691 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00482167 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00164754 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0476755 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00042286 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0125973 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00753978 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.156541 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0120976 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.045012 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0572879 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.192215 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0687549 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00190312 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0343635 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0903298 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0398687 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0384112 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0722936 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0267825 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0192117 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0259916 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.214027 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0124916 # DEPENDENCYPART_SIBL
