# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(2,4),(4,9),-0.346594 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.438826 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.431923 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.894615 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.298196 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.495406 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.628341 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.391275 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.567536 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-0.607549 # DEPENDENCYPART_GRANDPAR
(2,4),(4,29),-1.25629 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.596269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.30404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.128321 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.528826 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.44174 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.435966 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.450435 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.549065 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.446735 # DEPENDENCYPART_GRANDPAR
(2,5),(5,29),-1.43769 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.200934 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.69228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.426186 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.603106 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.896032 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.952307 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.955296 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.429229 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.21559 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.864841 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.6499 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-1.59095 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.42404 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.9256 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-1.18541 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.468724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.374812 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.624414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.867625 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.913399 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.31738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.181731 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.416064 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.47336 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.308934 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.474613 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.140936 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.586852 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.390726 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.990654 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.07566 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.753885 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-1.26635 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.222962 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.775414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,29),-0.630881 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.921356 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.879836 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.056573 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.439544 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.449989 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.354013 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.54866 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.228216 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.602488 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.789494 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.879604 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.905915 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.105755 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0810367 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.557882 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.411532 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.426895 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.11517 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.69416 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.480934 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.433872 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-1.0174 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.17393 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.486718 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-1.29309 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.099493 # DEPENDENCYPART_GRANDPAR
(3,9),(9,29),-0.735056 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),1.17391 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.177482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.0872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.476793 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.507643 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.709527 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.502176 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.457285 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.404289 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.988476 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.888986 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.546605 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.10904 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.955421 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-1.91944 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.307044 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.01421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.47772 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.317307 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.158824 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.0651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.531831 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.493073 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.935411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0118743 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.393373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.247692 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.104661 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.114215 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0647358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0584762 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.364192 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-1.56837 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.144468 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0063042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.833186 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.488633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.0488724 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0701295 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0281814 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.21487 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.272822 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.203735 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.92182 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.0889935 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.901483 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.360991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.32866 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0353951 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.257714 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.00445548 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.170692 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.305921 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.115717 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.0569418 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),0.275622 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.123376 # DEPENDENCYPART_GRANDPAR
(4,8),(8,29),-1.43394 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.892796 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.0386556 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.483329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.165456 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.343578 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0367354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.112612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.214139 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.209456 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.322396 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.162547 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.324143 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0316814 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.478748 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.390578 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.444402 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-1.5711 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.61611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.248962 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0941949 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.209086 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.156936 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.287296 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.134808 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.434875 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.220912 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.324105 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.235038 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.15079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),0.0426024 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.252727 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.638978 # DEPENDENCYPART_GRANDPAR
(4,10),(10,29),-1.49618 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.922504 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.402389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.311402 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.124539 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.220956 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0243666 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.129713 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.23594 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.100603 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0471821 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0559927 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.268753 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.614287 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0520322 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.286314 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.627331 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.364453 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.397684 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.118466 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.472333 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),0.195469 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),-1.43321 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.69811 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0407153 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.0223012 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0763655 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.230162 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.193463 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.453199 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.39523 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.192455 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.172173 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.649723 # DEPENDENCYPART_GRANDPAR
(4,19),(19,28),0.508529 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.455425 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.4894 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),0.191822 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.200942 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.498085 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),0.151451 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-0.405726 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.155867 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),0.185832 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),0.0757124 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),0.202367 # DEPENDENCYPART_GRANDPAR
(4,25),(25,29),-1.56837 # DEPENDENCYPART_GRANDPAR
(4,28),(28,21),-0.455401 # DEPENDENCYPART_GRANDPAR
(4,28),(28,22),0.0685833 # DEPENDENCYPART_GRANDPAR
(4,28),(28,23),-0.348495 # DEPENDENCYPART_GRANDPAR
(4,28),(28,24),-0.34339 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),0.376186 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),0.180239 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0505794 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0388662 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0241274 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.58974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.437099 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.525193 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.629573 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.679779 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.69705 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.18243 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.871528 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.600222 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.04914 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.642615 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-1.89646 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.574431 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.330833 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.47112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.477215 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.02881 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.268254 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.57381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.138283 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.40895 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.551189 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.588508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.717536 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.72275 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.19495 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.855366 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.60727 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.07495 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.626454 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.658473 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-1.15892 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.8911 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.0293086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.135323 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.10694 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.839794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.17676 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.34628 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0822011 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.00960171 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.186328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.309709 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.24068 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.12608 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.06438 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.0727 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.647587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.49452 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.725174 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.153681 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.06882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.158562 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.483861 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.242072 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.167171 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.0131602 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-1.40204 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.15006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.02195 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.869213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.834476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.869152 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.328185 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.411162 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0790713 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0256719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.526086 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.76606 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.254235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.109866 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.693299 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.0253226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.109181 # DEPENDENCYPART_GRANDPAR
(5,9),(9,29),-1.57378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.0102 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.734331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.353909 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.203315 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.210978 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.331082 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.551211 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.344014 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.339022 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.571754 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.630191 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.120214 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.194123 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.358678 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.114253 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-1.4862 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.24328 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.0763 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.703796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),1.38382 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.655527 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.637882 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.372785 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.167001 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.00694302 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.105134 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.218627 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.490372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.560684 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.168529 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0659241 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.844926 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.418292 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),0.00285739 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),0.0603833 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.0388647 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-0.178624 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-1.3101 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.06087 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.0807 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.31758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.337765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.647465 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.57793 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.97472 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.866631 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.0779 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.09711 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.0793 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.862842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.53972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0765962 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.215207 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.496206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.989891 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.926521 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.634619 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.851124 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.565087 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.913437 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-1.06029 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-1.07417 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-1.88417 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.438875 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.556982 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.520922 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.284135 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.12202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.221471 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.45249 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.408239 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.697668 # DEPENDENCYPART_GRANDPAR
