# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(5,6),(5,23),0.416884 # DEPENDENCYPART_SIBL
(5,6),(5,28),-0.00108588 # DEPENDENCYPART_SIBL
(5,6),(5,32),0.0655323 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.103506 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.117199 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.117199 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0431903 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.146541 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.117199 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0117887 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0490038 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.045827 # DEPENDENCYPART_SIBL
(5,7),(5,28),-0.096131 # DEPENDENCYPART_SIBL
(5,7),(5,32),-0.109687 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0257968 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0257968 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.00409169 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0693863 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0257968 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.125659 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0414568 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.14784 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.127529 # DEPENDENCYPART_SIBL
(5,8),(5,32),0.0939136 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.701688 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.103821 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.124528 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.701688 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0519451 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.265087 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0800717 # DEPENDENCYPART_SIBL
(5,9),(5,28),-0.273485 # DEPENDENCYPART_SIBL
(5,9),(5,32),-0.141168 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.103821 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.124528 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.701688 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0519451 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.265087 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0800717 # DEPENDENCYPART_SIBL
(5,10),(5,28),-0.273485 # DEPENDENCYPART_SIBL
(5,10),(5,32),-0.141168 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.205414 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.210328 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.019505 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.139273 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.170761 # DEPENDENCYPART_SIBL
(5,12),(5,28),-0.1612 # DEPENDENCYPART_SIBL
(5,12),(5,32),0.00353269 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0193895 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.00452832 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0680518 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0176617 # DEPENDENCYPART_SIBL
(5,13),(5,28),-0.0687604 # DEPENDENCYPART_SIBL
(5,13),(5,32),0.0347139 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0519451 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.265087 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0800717 # DEPENDENCYPART_SIBL
(5,16),(5,28),-0.273485 # DEPENDENCYPART_SIBL
(5,16),(5,32),-0.141168 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.347078 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.262967 # DEPENDENCYPART_SIBL
(5,18),(5,28),0.21382 # DEPENDENCYPART_SIBL
(5,18),(5,32),0.119343 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0614958 # DEPENDENCYPART_SIBL
(5,19),(5,28),-0.0580581 # DEPENDENCYPART_SIBL
(5,19),(5,32),-0.00418605 # DEPENDENCYPART_SIBL
(5,23),(5,28),-0.0284255 # DEPENDENCYPART_SIBL
(5,23),(5,32),-0.0335215 # DEPENDENCYPART_SIBL
(5,28),(5,32),0.0260193 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.106788 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0686671 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0662926 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00779173 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00779173 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0583129 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00901282 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0844662 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0153617 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0524793 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.0652443 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0699814 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.1175 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.141125 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.141125 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.160862 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.101768 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.135012 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.133394 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.13226 # DEPENDENCYPART_SIBL
(6,4),(6,32),-0.0171898 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.391362 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.195871 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.195871 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.231036 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.289016 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.293622 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.469658 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0318511 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.214542 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0832527 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0832527 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.281719 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.288834 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.293602 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.570946 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.089051 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.0291019 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.58274 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.113941 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0275161 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0508902 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.451922 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0160293 # DEPENDENCYPART_SIBL
(6,9),(6,32),-0.0737476 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.113941 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0275161 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0508902 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.451922 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0160293 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0737476 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.2307 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.235327 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.424592 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0270607 # DEPENDENCYPART_SIBL
(6,12),(6,32),-0.00437754 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.580585 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.594561 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0146229 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.108371 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.614186 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.013735 # DEPENDENCYPART_SIBL
(6,15),(6,32),-0.0691118 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0462332 # DEPENDENCYPART_SIBL
(6,19),(6,32),0.207151 # DEPENDENCYPART_SIBL
(6,23),(6,32),-0.067204 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.073984 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0146397 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0738547 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.372275 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.18013 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.18013 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.106767 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.117261 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0537319 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.021379 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.127873 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.18013 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.019805 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0635478 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.18239 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0553071 # DEPENDENCYPART_SIBL
(8,2),(8,32),-0.0173024 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.107742 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.100566 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.338526 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.11865 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.11865 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0974009 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.116392 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0264191 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00674121 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.168605 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.11865 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0030874 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0683842 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.132813 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0454256 # DEPENDENCYPART_SIBL
(8,3),(8,32),-0.000753102 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.141026 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.19516 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.052112 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.052112 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0795854 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0972179 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0140853 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0181267 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00122945 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.052112 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0144048 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0409779 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0156304 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.0206146 # DEPENDENCYPART_SIBL
(8,4),(8,32),0.144522 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.298279 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0607666 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0607666 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0620754 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0573237 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0197688 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0232553 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0811057 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0607666 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0387701 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.084308 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.045735 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.00425418 # DEPENDENCYPART_SIBL
(8,5),(8,32),0.0189687 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.450539 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.450539 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0845555 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0475287 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0161548 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0163285 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0709077 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.450539 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0261362 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.166026 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.149705 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.126787 # DEPENDENCYPART_SIBL
(8,7),(8,32),-0.104897 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.405564 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.067998 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0514535 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0065519 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0125245 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00654136 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.405564 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0183765 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.22288 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0673412 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.0259227 # DEPENDENCYPART_SIBL
(8,9),(8,32),-0.027459 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.067998 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0514535 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0065519 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0125245 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00654136 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.405564 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0183765 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.22288 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0673412 # DEPENDENCYPART_SIBL
(8,10),(8,28),0.0259227 # DEPENDENCYPART_SIBL
(8,10),(8,32),-0.027459 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.076223 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.108807 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0980913 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.084428 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.13351 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0699351 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0866877 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.122466 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.151822 # DEPENDENCYPART_SIBL
(8,11),(8,32),-0.15359 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0340987 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.029375 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0157335 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0955558 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.234239 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0309358 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.086202 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.0755654 # DEPENDENCYPART_SIBL
(8,12),(8,32),0.00350033 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0939309 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.11942 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0164006 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00744997 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0559492 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0174281 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.0562034 # DEPENDENCYPART_SIBL
(8,13),(8,32),0.0635706 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.115613 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0237493 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0329487 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0507373 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0171857 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0293967 # DEPENDENCYPART_SIBL
(8,14),(8,32),0.0435635 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0161925 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00300133 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0642099 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0393979 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.0686343 # DEPENDENCYPART_SIBL
(8,15),(8,32),0.0889391 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0183765 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.22288 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0673412 # DEPENDENCYPART_SIBL
(8,16),(8,28),0.0259227 # DEPENDENCYPART_SIBL
(8,16),(8,32),-0.027459 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.484034 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.139356 # DEPENDENCYPART_SIBL
(8,18),(8,28),0.205393 # DEPENDENCYPART_SIBL
(8,18),(8,32),0.015114 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0157814 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0103554 # DEPENDENCYPART_SIBL
(8,19),(8,32),0.0736537 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.125271 # DEPENDENCYPART_SIBL
(8,23),(8,32),0.174924 # DEPENDENCYPART_SIBL
(8,28),(8,32),0.0310151 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.01643 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0408537 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0740791 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00586064 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0854092 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.034191 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0354733 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0687207 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0437025 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0898185 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.140984 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0703392 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0458744 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.19101 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.152048 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0636791 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.110878 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.11196 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0770354 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.119822 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0463345 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.219714 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.126312 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0641964 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.112808 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0665562 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0778849 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0732919 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.08275 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0811511 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0675724 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.138682 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.101709 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0450136 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0466969 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.150298 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.14045 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.163888 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.142169 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.294297 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.197703 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.00149567 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.191234 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.445471 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.42846 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.43313 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.428564 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.339567 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.381192 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.625694 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.411052 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.400033 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.404725 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.400136 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.324395 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.329339 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.693157 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.850726 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.899195 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.842323 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.604474 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.531723 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.968394 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.889271 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.832399 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.59315 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.522405 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.958479 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.797498 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.610098 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.517109 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.950114 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.59346 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.522685 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.959231 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.265197 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.539785 # DEPENDENCYPART_SIBL
(9,20),(9,27),-0.897047 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.12373 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0773981 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0841667 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.100118 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.115772 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.107976 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0619427 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.191234 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.445471 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.42846 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.43313 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.428564 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.625694 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.411052 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.400033 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.404725 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.400136 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.693157 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.850726 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.899195 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.842323 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.968394 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.889271 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.832399 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.958479 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.797498 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.950114 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.959231 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0548739 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0477518 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.079092 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0512703 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0523997 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0523997 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.213747 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0514934 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0238311 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0438436 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.115458 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0185123 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0392721 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0265896 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.030632 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.10574 # DEPENDENCYPART_SIBL
(12,2),(12,32),0.13396 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.14178 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0556814 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0453645 # DEPENDENCYPART_SIBL
