# _root_ He received $ 724,579 for the shares , according to insider filings with the Securities and Exchange Commission .
#goldHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
#predictedHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
(9,8),(9,19),0.0189403 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0585454 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0589639 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0558303 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0550928 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.082416 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0701871 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0235996 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0226464 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0272822 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0400722 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0311542 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0140679 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0313697 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0441606 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0352558 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00513696 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.039912 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.023936 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0492194 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0386646 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0188297 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0951959 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0951871 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00710514 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0913937 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0368138 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0811006 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0933376 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0636241 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00667283 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0711734 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0876718 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0745809 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00188396 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00910586 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0711726 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0876718 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0745801 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.00187211 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0128877 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0432076 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0163461 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0255136 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0906867 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0642194 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.000617569 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0371408 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0163578 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.01054 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0532899 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0677841 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.00963227 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0659099 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0229339 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00197068 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00927266 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0203563 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.173965 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0271133 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0231178 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0146051 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0207293 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0267479 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00581632 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.190308 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0515091 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00821268 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.185213 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.189611 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0844987 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0283325 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0137799 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0156584 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00705429 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0201584 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0468509 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0142383 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0122452 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0559357 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0147576 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0122677 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0136578 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00276626 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0140097 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0212326 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0150167 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0557533 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0223276 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00736958 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0682338 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.173965 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0355434 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0244107 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0146051 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0207239 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0896634 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0192627 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0267425 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00581608 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.00864653 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00734197 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0296506 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0112956 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.164136 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0213653 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0181993 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0453618 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0327822 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0136178 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0299483 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.021425 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0279161 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0115622 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.013116 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.101592 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0623524 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0186328 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.111172 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.136875 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00562506 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00323264 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00106221 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00367251 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.112266 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.034323 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0406994 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00867033 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00234468 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00230956 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.116201 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0174545 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00415752 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0239772 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0283126 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.000368995 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0937511 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00256339 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0332891 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0362781 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.14176 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0261798 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.035572 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0348873 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0169556 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.027459 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0164641 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0276008 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00919394 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0864992 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0133085 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.000925467 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0148412 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0128848 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0754749 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0234989 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0502162 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00821268 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.185207 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0707088 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.192542 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.189605 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0844985 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00417367 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.117968 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0019033 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0062792 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00843002 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.012765 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00637146 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0469236 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0143028 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0326673 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0167617 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0123096 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0558271 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0147486 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0120863 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0145253 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0122588 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0136293 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0439817 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0136219 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00275327 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.01398 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0356461 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0330089 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.000290502 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0243863 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00573395 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.021203 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.011757 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.011757 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0013416 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0177384 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0142171 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0218006 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0165948 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.138199 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00160192 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.065752 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00147621 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0180509 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.000886516 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.000654949 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0194536 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0657545 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.000335461 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0182328 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.000925158 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00115673 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0135942 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0423711 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0673835 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0425735 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0427445 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00328642 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.149611 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.087968 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0795992 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0333491 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0667434 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0666641 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00674788 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0550991 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0430386 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0290043 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00817912 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.00829381 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0384392 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0166281 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0341203 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0755212 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0191287 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0873537 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.013042 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0281474 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0216434 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0209616 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0309067 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0755212 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.00562962 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.121563 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0677584 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0977202 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0699957 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0714836 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0504607 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.105159 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0500497 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.00638585 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0306119 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.11186 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0529043 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0462032 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0309912 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.105159 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0434086 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.32735 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.38397 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00657795 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0118294 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0815451 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.104596 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0427745 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.010716 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0180074 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0265291 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.046482 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0464023 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0656265 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.104596 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0316647 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.013279 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0334128 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0272556 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0479006 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0845132 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0012007 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.00790304 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.00252781 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0724312 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00262585 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.00270549 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0319424 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0845132 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0209549 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.028958 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0120802 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0638873 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0231217 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0142365 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0434021 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0485129 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.239636 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00715353 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00725689 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00037907 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0231217 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.000863761 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.137002 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.179192 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.060952 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.097615 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0654086 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.00443644 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0143229 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0964021 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0954005 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.00286248 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.202177 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.130659 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.295886 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.224659 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.119036 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0303416 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0177504 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.023384 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0128296 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0107173 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0306665 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.117126 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0114724 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.180113 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.109275 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.00575363 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0301552 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.024245 # DEPENDENCYPART_SIBL
(16,8),(16,11),8.70706e-05 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0072657 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.00688126 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0829239 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.00784596 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0167161 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0128693 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.011274 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0967154 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0292423 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0225412 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.015605 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0891099 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.019759 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.300836 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.35744 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0586009 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.143666 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.143587 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0828412 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0898286 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.130957 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0131537 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0668838 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.184367 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0145341 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0316033 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.120278 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.00766754 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.138831 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0679924 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0142388 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0341716 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.122845 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0037116 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.14124 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0704011 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00784797 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0554048 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00477425 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0199826 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0621717 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00433789 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.130659 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.295886 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.224659 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.119036 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.296894 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.217599 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.022294 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.163502 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0139541 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0268858 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0576266 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.00687363 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.130454 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00717562 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.217991 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0419496 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.000589863 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.124324 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0129072 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.226476 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0476811 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0186494 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0652924 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.544336 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0730853 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.12433 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.187591 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0211114 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00647458 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0247558 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0091861 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0241696 # DEPENDENCYPART_SIBL
(0,0),(0,2),0.00182851 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,3),-0.469367 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,4),-0.449042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,9),-0.405493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,10),-0.475529 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,16),-0.0127012 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,20),-0.956723 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(0,3),-0.693017 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,4),-0.682011 # DEPENDENCYPART_NEXTSIBL
