# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(5,1),(5,10),0.0173393 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0189685 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0257066 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0125956 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.199335 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0393195 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0449468 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0501686 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0113268 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0484195 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0449468 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0115198 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.195346 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0370561 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0470655 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0522873 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0114922 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0505383 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0470655 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.00698698 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.018403 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.024015 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0101124 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0173275 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.024173 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.024015 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0493698 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.109431 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.109209 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0239204 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.111365 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.109431 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0249965 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0141878 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0319054 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0187358 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0186256 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.00113062 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0318405 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0441285 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0440184 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.00537383 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00798647 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00798647 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0190082 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0229496 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.00568851 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.00113062 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00705197 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0127049 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0027659 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.000456166 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0404032 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.000775592 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0027659 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00806188 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00410104 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0623585 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0694499 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0501293 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.124951 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.069668 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0694499 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.082045 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0651824 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0230802 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0137998 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.428739 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0215111 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0230802 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0244902 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0572143 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0788098 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.135776 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0738941 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0740049 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0790844 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0844585 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.135208 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0479964 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0481072 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0531867 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0585622 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0494875 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0494882 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.050013 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0501748 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0689868 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0740663 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0794405 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0790844 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0844585 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0820813 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0161432 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0356221 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00470904 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0495362 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0133553 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.000994937 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.127319 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.151859 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.032593 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.000246505 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.16958 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00942792 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0493547 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.091076 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0834604 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.000185075 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0455222 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0807755 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0259598 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0131384 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00610577 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0323012 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.107192 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0539746 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0254848 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0138144 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.126144 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00254121 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.145773 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0559901 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0037703 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0788644 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0306022 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0592669 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0407495 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0962207 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0147619 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00398917 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00894392 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0089733 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0212812 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0256435 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.108992 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.10519 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.137963 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0617093 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0103902 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.108992 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.101693 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0387916 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0408665 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0327402 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0514121 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0498039 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0553872 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0743585 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.024665 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0293308 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0731747 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0384289 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0211436 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0463619 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0231139 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0227251 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0462251 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0457286 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0313733 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0274118 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0468299 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0326469 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0494493 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0286069 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.01255 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0536573 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0785295 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0995282 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0368522 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0763907 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0454569 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0718762 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.00996956 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00345312 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0550297 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0541178 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0491837 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0452222 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0475505 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0333674 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0501698 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0263727 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0111203 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0600933 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0849655 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.104708 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0375741 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0828268 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0461775 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.077056 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0190795 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0431866 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0264724 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00345846 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0201517 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0185607 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0265346 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.000434006 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0372706 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0260725 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0214993 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0104174 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.09605 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0231811 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00296969 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0207292 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0832629 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.011274 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.071582 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0104402 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.017537 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00850085 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00642574 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0145557 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0026146 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0329502 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0861927 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0968709 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0440426 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0179617 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0956871 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00886352 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0390752 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0757675 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0555183 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0621105 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.153296 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.158367 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.164267 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.159699 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0962455 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0718658 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0170989 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.190604 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.158482 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0204719 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.153732 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.180745 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.00390317 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0274118 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0468299 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0326469 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0494493 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0286069 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.01255 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0536573 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0785295 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0995282 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0368522 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0763907 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0454569 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0718762 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.00996956 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0518342 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0376511 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0544535 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0306562 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.040674 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0487773 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0736494 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.103333 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0418578 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0715107 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0504612 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0756503 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0119557 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0201199 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0237474 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0493232 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00708256 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00716328 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0167939 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0381557 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0182792 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0155336 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0226398 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0300969 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0433798 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0393287 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0649045 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.012692 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0266536 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0326092 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0349403 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0338605 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0313489 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0382211 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0268815 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0495737 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0532489 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.000137874 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00684943 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.01648 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0311439 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0222049 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0152197 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0265655 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0230851 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.04569 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00338603 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0161246 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0257552 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0421757 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0245106 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0244949 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0288713 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0341169 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.051914 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0388086 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00819813 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00356221 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0130049 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.00525448 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0129426 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.00695535 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.00925661 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0207291 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0223877 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0186245 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0183575 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0183535 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0463757 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0989269 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00148076 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00522663 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0368022 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00549764 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0225258 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.0145032 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0152432 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0421246 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.015621 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0373656 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.0372064 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0164263 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0258479 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0358524 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.0473839 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.00501662 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0213812 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.0189742 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0308425 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.0525227 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.0188451 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0274332 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0234455 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0284162 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0620076 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.237503 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0243597 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.039568 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.048749 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0479549 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0421727 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.22373 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00598871 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00550072 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00224984 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0500667 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0805725 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0382251 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00995231 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.012931 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.000729156 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.057478 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0246213 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0278726 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0445152 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0611656 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0293075 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.000963845 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.031338 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0189538 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0328882 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00497245 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0949457 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.229566 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0572978 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0813388 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0388496 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0351334 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0434966 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.014774 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.215793 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0389268 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0629678 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0121493 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0628882 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0818964 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0302924 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0161059 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.000388834 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00832108 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00519197 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0611775 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0132815 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0658223 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0179732 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0316937 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0624896 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.000170358 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0388496 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0351334 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0434966 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.014774 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0112312 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0324834 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.027598 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00144637 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0205676 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00621854 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.109873 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0912602 # DEPENDENCYPART_SIBL
