# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(6,10),(6,14),-0.0796492 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0256918 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0193253 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.166243 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0291853 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0585593 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0125369 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0558399 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0205696 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0608117 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0108559 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0106465 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.122163 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00841606 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.118894 # DEPENDENCYPART_SIBL
(7,1),(7,36),0.139989 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.602281 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.20649 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.709701 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.516192 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0886264 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.173514 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0516086 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.117396 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0671606 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0252504 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0592514 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0687492 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.032815 # DEPENDENCYPART_SIBL
(7,2),(7,36),0.0576504 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.238571 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.677242 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.483731 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.11692 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.188802 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0649187 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.137178 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0920516 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0128838 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0786769 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.101505 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0255781 # DEPENDENCYPART_SIBL
(7,3),(7,36),0.0656031 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.165488 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.110483 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00411178 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.105931 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.120047 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.146385 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0757642 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0820048 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0972144 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.147313 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0941214 # DEPENDENCYPART_SIBL
(7,4),(7,36),0.01006 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.688222 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.215823 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.304732 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00194322 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.195785 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.207459 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.186972 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0951847 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0810833 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0332738 # DEPENDENCYPART_SIBL
(7,5),(7,36),-0.16624 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.103934 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.210758 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0758979 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.11246 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.095001 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0716358 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00181566 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.100366 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0301843 # DEPENDENCYPART_SIBL
(7,6),(7,36),0.030135 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.422889 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.293835 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.118866 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.231964 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00892662 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0296656 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.00358325 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.30159 # DEPENDENCYPART_SIBL
(7,8),(7,36),-0.133704 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.307102 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.201828 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.23228 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0648189 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0716138 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0321108 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.397141 # DEPENDENCYPART_SIBL
(7,9),(7,36),-0.338487 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.210706 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.205172 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.138321 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0398513 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.103264 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.403613 # DEPENDENCYPART_SIBL
(7,10),(7,36),0.0306066 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.46309 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.271948 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0656641 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0812617 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.400567 # DEPENDENCYPART_SIBL
(7,11),(7,36),-0.0557092 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0416633 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0316104 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0288519 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.325699 # DEPENDENCYPART_SIBL
(7,14),(7,36),-0.095766 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0533867 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0653202 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.318518 # DEPENDENCYPART_SIBL
(7,15),(7,36),-0.0202653 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.789216 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.113508 # DEPENDENCYPART_SIBL
(7,17),(7,36),-0.220475 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.334036 # DEPENDENCYPART_SIBL
(7,18),(7,36),-0.0244056 # DEPENDENCYPART_SIBL
(7,19),(7,36),0.00377157 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0674234 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0365243 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.04171 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00188906 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00602816 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0170913 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0261621 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0611705 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0035731 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0130683 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0154086 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0898891 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0417761 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0398052 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0208677 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00208006 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0632012 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.182811 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0584335 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.211914 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.04176 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0694418 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0774692 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.225361 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0589089 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0105537 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0432431 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0567236 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.051396 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.102326 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0421597 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0843273 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.072095 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0466381 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.215468 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0521306 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0525129 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0516209 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0233584 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.028963 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00162378 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0479262 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0400703 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.181733 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0183941 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0600554 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0429794 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0270003 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0284707 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00294206 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0330825 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.200678 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0808229 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0125908 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.111412 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00391675 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0482564 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0326121 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0450472 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.159611 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.018036 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.083812 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0360706 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.103945 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0120168 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0400357 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0798953 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.152841 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00813198 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0485361 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0723146 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0267055 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.113999 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0132118 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0864131 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0230272 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0681421 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0754194 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0464292 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0772144 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00174646 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0279038 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0289829 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.250849 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.106428 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.209873 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0642878 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0138385 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0255203 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.149916 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00825513 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0241866 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0832544 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0201903 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0125789 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0203428 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0747797 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0231382 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0198944 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0139258 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0261742 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0169813 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0314587 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0335177 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0920448 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.040126 # DEPENDENCYPART_SIBL
(10,1),(10,31),-0.0400646 # DEPENDENCYPART_SIBL
(10,1),(10,36),0.0520275 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.36668 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0567676 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.438175 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.288648 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.147886 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.361413 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.516962 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0122186 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0633942 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0720288 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0140867 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.067304 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0521366 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0236344 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0123198 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00979271 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0251237 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0356394 # DEPENDENCYPART_SIBL
(10,2),(10,31),-0.00920666 # DEPENDENCYPART_SIBL
(10,2),(10,36),0.0110014 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0753457 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.415475 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.265946 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.149757 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.364105 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.519494 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0313231 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0704732 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0818784 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00202797 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.083632 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0571427 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0292306 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0236372 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0052533 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0403095 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.045402 # DEPENDENCYPART_SIBL
(10,3),(10,31),0.0138668 # DEPENDENCYPART_SIBL
(10,3),(10,36),0.00933667 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.185484 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0475885 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0787784 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0230385 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0172958 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0192601 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.143421 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0755195 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0527518 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0217269 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0362918 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0144428 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.10167 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.00790143 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.06033 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0183357 # DEPENDENCYPART_SIBL
(10,4),(10,31),-0.0312706 # DEPENDENCYPART_SIBL
(10,4),(10,36),0.0788231 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.404872 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.154897 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.198462 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.370214 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00926827 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0455382 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0606501 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0469877 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00510209 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0114876 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0241879 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.144918 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.029895 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0658484 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0279782 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0177657 # DEPENDENCYPART_SIBL
(10,5),(10,36),-0.0622374 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.15142 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.188663 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.369361 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0204434 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0365775 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0628504 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00725859 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0334253 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0104419 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0393373 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0486273 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0115902 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0281943 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0118068 # DEPENDENCYPART_SIBL
(10,6),(10,31),0.0501514 # DEPENDENCYPART_SIBL
(10,6),(10,36),0.0301541 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0776748 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0730171 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.121608 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.148885 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.131645 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0767724 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0513078 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.124252 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0904604 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.128118 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0894643 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0709196 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0771563 # DEPENDENCYPART_SIBL
(10,7),(10,31),-0.0711965 # DEPENDENCYPART_SIBL
(10,7),(10,36),-0.0637271 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.511574 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.010839 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0672505 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0608398 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0271284 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.109368 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0531372 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0257509 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0320573 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0118118 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0622614 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0834806 # DEPENDENCYPART_SIBL
(10,8),(10,31),0.0539771 # DEPENDENCYPART_SIBL
(10,8),(10,36),0.00341531 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0354297 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.089063 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0743449 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000106137 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0330652 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0618249 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00249692 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0442004 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0583895 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0368825 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0387023 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.0491122 # DEPENDENCYPART_SIBL
(10,9),(10,36),0.0357288 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.260876 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.316628 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.471118 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.293775 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.204642 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0588076 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.147348 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.222645 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.282354 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.248593 # DEPENDENCYPART_SIBL
(10,11),(10,31),-0.343683 # DEPENDENCYPART_SIBL
(10,11),(10,36),0.100532 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.084559 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.155592 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.112416 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0347172 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.110029 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.11842 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0369784 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.108986 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.079065 # DEPENDENCYPART_SIBL
(10,12),(10,31),-0.168946 # DEPENDENCYPART_SIBL
(10,12),(10,36),-0.104278 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.253101 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00401089 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.145177 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0794901 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0944586 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.160379 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0720775 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.00184393 # DEPENDENCYPART_SIBL
(10,13),(10,31),0.0731682 # DEPENDENCYPART_SIBL
(10,13),(10,36),-0.0720216 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0778624 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0330547 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.100222 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0393326 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.052439 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.155549 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0735141 # DEPENDENCYPART_SIBL
(10,14),(10,31),0.0850429 # DEPENDENCYPART_SIBL
(10,14),(10,36),0.0333859 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0267891 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0280779 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.033998 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0680766 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0408299 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0453722 # DEPENDENCYPART_SIBL
(10,15),(10,31),-0.00299279 # DEPENDENCYPART_SIBL
(10,15),(10,36),-0.0138516 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0755819 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0500119 # DEPENDENCYPART_SIBL
