# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(7,8),(7,13),0.00595274 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0136068 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00321465 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0253419 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00734392 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00321465 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0329039 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00974948 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00163587 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.01283 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0278421 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0208005 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.144126 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0198569 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.10194 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0999518 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00979709 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0373885 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0627655 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0461091 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0604237 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00731254 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0373885 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0604237 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.102446 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.00686981 # DEPENDENCYPART_SIBL
(8,1),(8,23),-9.07977e-05 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.243564 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.259669 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.346176 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0449213 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0528618 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.129125 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0372883 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00554032 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.058588 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0528618 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00554032 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.101205 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0418108 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.101634 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.117405 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0998919 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0437638 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0527089 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0756446 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0653579 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0659252 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0220674 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0527089 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0659252 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.125556 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0124974 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0206647 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.195198 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0695996 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0754761 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0902076 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.12275 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0310928 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0365663 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0754761 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0310928 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.159952 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0238076 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0406263 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0890282 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.105961 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.115536 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.108816 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.037376 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.072868 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.105961 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.037376 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.173739 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.103625 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0792911 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0134287 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0352524 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00602419 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00627039 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00584049 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0134287 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00627039 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0303114 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0360259 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0398672 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0327482 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00987492 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00555844 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0305033 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00162681 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00555844 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0113046 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0450484 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0491879 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0129634 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00788398 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0268524 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0278432 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00788398 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00794227 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0329091 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.00988625 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0283582 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0234883 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0375425 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0283582 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0137992 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00636647 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0469078 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0265972 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.00203316 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0297957 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0628338 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0377461 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.00529367 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0684438 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.00266834 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0492899 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.00821387 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.012226 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.00555844 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0113046 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0450484 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0491879 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0628338 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0377461 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.00529367 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0355772 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0288686 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.00854785 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.115675 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.141377 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0652597 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.132161 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.132639 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.144125 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0845184 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0115736 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0267698 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0231916 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0969325 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0291687 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0729103 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0766584 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.132144 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00420381 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0621692 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0749295 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0293881 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0668313 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.144125 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0863332 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.161775 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.18552 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0783916 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.300497 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00113116 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0591753 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0308655 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.181163 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.182735 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.111738 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.146841 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0230077 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.128384 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0109973 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0660058 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.158905 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.197627 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00729938 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.122453 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00780215 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0932897 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0227373 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0436548 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0608108 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.100022 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0051006 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.233253 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.111754 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0394713 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0736472 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0959902 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.123935 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0483691 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0323541 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.00335898 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0251356 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0519603 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0265153 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.172147 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0152319 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00630441 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0235113 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0513023 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0497485 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.000292337 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0121258 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0120377 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0849213 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0190891 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.00598327 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00747273 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.00630743 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.00365043 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.00502448 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0563995 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0965522 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00128853 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00280834 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00862807 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.065426 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0654442 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0183246 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.188507 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0329892 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.02252 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0244896 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.076823 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0590391 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.000998316 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00552249 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0325883 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.00651353 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0155671 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.012283 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.00509909 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0287705 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.00133064 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00207778 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.00528304 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0365426 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0234153 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0512055 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0496516 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.000325877 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0266677 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0265084 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.014284 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0286813 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.0417417 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0435184 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0384389 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0447913 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0205427 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.066274 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0444491 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0274456 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0189502 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0444491 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0754063 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0204377 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0155597 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0259066 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.05243 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0343206 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.113643 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0293003 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.049579 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00943561 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0293003 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0364711 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.091252 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0417955 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0118096 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0848389 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.384636 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0432477 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.221199 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.135112 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0432477 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.151219 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.213628 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.162079 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.116771 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.01011 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.000834297 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00827588 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0197652 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.000834297 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0281976 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00749931 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0251414 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.02118 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0119011 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0249095 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0164606 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0119011 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0395859 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0260909 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0136527 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0073315 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0529991 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0509062 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.155457 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0567868 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0565575 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0573015 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0179054 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00782341 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0224164 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00946552 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0109278 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0149539 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0251823 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0246792 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0196278 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00691026 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0118648 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00184422 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0567868 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0565575 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0573015 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0179054 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0328113 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.00102662 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.00694679 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.00798546 # DEPENDENCYPART_SIBL
(11,20),(11,23),7.87194e-06 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0436268 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0584169 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0786348 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.15777 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0402122 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.288131 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0580438 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.329473 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0133175 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0465168 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0547822 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.130223 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0133175 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0614999 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.076481 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0980627 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.12954 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.1068 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0273691 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.00288642 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.010718 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0986453 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0396002 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.060032 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.135709 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0544909 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00591585 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0147519 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.135709 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0253718 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0366044 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.116647 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0519544 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0338985 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0933848 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.108702 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.141239 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.013042 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00301065 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0360802 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0374457 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0193975 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0318617 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0360802 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0143272 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0229825 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0777944 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0101622 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0113908 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0102411 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.102944 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0325465 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0341817 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0356317 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0064824 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0445441 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0506863 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0356317 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0199484 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.000337565 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00382733 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0595052 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0219333 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.117811 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0171852 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0342016 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00311877 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0236373 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0239423 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0454984 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00311877 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00581006 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.00846844 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0706534 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0093675 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.00322816 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0555919 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0858344 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00100262 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0636745 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0792319 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0189944 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00100262 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00435107 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0164027 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0172818 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0340921 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0191185 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.102476 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.021206 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.057873 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0425276 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0289112 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.021206 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0205893 # DEPENDENCYPART_SIBL
