# _root_ Institutional building , such as hospitals and schools , eased in September following a surge in August .
#goldHeads=10,1,1,5,1,7,5,7,1,0,10,11,10,15,13,15,16,10,
#predictedHeads=10,10,2,5,2,7,5,7,10,0,10,11,10,15,13,15,16,10,
(7,3),(7,4),-0.0431866 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0264724 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0149787 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00127104 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0260725 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00351225 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0622838 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0200817 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.016873 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0192379 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0622838 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.011274 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.071582 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00326701 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0193379 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0329502 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0952645 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00567901 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00998076 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.108865 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00877458 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00567901 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0757675 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0384505 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.154881 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0962455 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0205472 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.200637 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.154794 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0157696 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.155681 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.200637 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00390317 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0709279 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00110744 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0680051 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00669752 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0653221 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0725891 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0690746 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00669752 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00662012 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0047073 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0182099 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.000897354 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0225688 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.012834 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0228492 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.000897354 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.046838 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00597053 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.000559638 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0132275 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00318163 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0130532 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.000559638 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00925661 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0355439 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00450334 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0357089 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00479229 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0355439 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0168982 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00851469 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.019946 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00612973 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00676243 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0282462 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0101854 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0181936 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00224786 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0444127 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.00629304 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0425041 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.022914 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.00282122 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0372783 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0282462 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0621102 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.122875 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00389587 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00659218 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0541914 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.16373 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0217433 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0264209 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0782774 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0295183 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0134559 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0815983 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00733928 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.000176622 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0258063 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.19102 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0280729 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0181827 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0227469 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0209415 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0156658 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0256253 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0974142 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0192925 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.369527 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.11846 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00764642 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0224726 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00539073 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0237158 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0111288 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0757609 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.193548 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0659171 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00497474 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0536431 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00412023 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0381075 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0189664 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.186033 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0872798 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00280652 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00140957 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0125314 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0477115 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.21011 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0271743 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0229002 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00655225 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0179016 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0121817 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0055755 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0531238 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0114356 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0567657 # DEPENDENCYPART_SIBL
(8,7),(8,15),-2.05437e-06 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0141301 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0116519 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00232785 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.019803 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00342753 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00867073 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0225668 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0118023 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.01421 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0236208 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0207049 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0203546 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0238291 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00699666 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00684352 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.061951 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00894726 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0203546 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.00335383 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00203027 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0198138 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.000757371 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00335383 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00951283 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.00861393 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0368195 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0624883 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0189478 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0283889 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0191592 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00861393 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0131566 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00544186 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00299525 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00416589 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0131566 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00102823 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0267113 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0179591 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00581312 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0234991 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0100942 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0252901 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0273063 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00302351 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0187508 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00251942 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0273063 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0512593 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0196262 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.022691 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.067804 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0247948 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00294212 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0145934 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0165475 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0421409 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0152744 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0145934 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0112267 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0250105 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.030246 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0248852 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00948228 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0063772 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.028099 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0216893 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0310182 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0063772 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0784039 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0306255 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0903196 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00657853 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00414699 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00864383 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0385307 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00608326 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00414699 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0227084 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0291068 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00485573 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0101674 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0180776 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0223529 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0168218 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0101674 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0224869 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0146373 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00344044 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00581349 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0388369 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00325291 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00344044 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0273865 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0273063 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00302351 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0187508 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00251942 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0273063 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0512593 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0140845 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.000610533 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0115384 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0556424 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0144503 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00677008 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0251825 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.024492 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00366777 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0148255 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0279155 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0297728 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0337393 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0187771 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0144503 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.186621 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.155157 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.188862 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0633618 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0409104 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.106702 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0351596 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0459133 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0923807 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0381815 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.165106 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0317579 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0256372 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0113336 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0884744 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0268159 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0688751 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0393888 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00746715 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0168792 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00934627 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0253991 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0417242 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0137891 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.020199 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0262863 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0108911 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.000448367 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0400633 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0232334 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0377181 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0177723 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.010903 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0212994 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0151576 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0815898 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0312563 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0223855 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0276278 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0832524 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0108119 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0325166 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00580426 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.145046 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0152764 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0510708 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0151047 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0346907 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.030149 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00520995 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.076014 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00127403 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0164792 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.000613191 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0167381 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00977224 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0448552 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00814449 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0142608 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0159561 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0369385 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.113206 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0326138 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0418251 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0326998 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0019674 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0407168 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0592227 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0396023 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0442913 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0304058 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0378518 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00499694 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00560506 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0299425 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0233257 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.186554 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0992948 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0164352 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0498133 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.096777 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0571439 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0843766 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.035768 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0554381 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0430531 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0694287 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0422788 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.048766 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0564758 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.000200382 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00881176 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00472385 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0165583 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0302 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.027528 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0196051 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0572066 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0132681 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0478478 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0138922 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00643361 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00349146 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0413627 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.033099 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0224488 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0303188 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0540758 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0300224 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0165848 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00280683 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00766968 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0552709 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00847737 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0261912 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.161928 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.018259 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0277857 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0216211 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0312861 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.017965 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0447532 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0208583 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0808428 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00903679 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0431842 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.108409 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0876291 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00784006 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0132724 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0418176 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0364663 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0355637 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00701296 # DEPENDENCYPART_SIBL
(0,0),(0,1),-0.54978 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,2),0.0299066 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,4),-0.447744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,5),-0.269749 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,7),-0.035149 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,10),-0.0196479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,13),0.186061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,19),-0.841909 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,2),-0.647507 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,4),-1.0909 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,5),-1.04379 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,7),-0.904488 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,10),-0.749924 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,13),-0.751046 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,19),-0.453223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(0,4),-1.0363 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,5),-0.724737 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,7),-1.14331 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,10),-0.806735 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,13),-0.882026 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,19),-0.495198 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,4),(0,5),-0.648913 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,7),-0.496974 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,10),-0.44911 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,13),-0.451487 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,19),-0.812991 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
