# _root_ These firms , which often have acquired a local brokerage firm , are calling the shots when it comes to deciding in which market to transact a trade .
#goldHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,19,20,26,24,22,26,21,28,26,13,
#predictedHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,21,19,26,22,26,26,21,28,26,13,
(6,9),(6,10),-0.0654951 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0748852 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00317029 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.018939 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0289866 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0652862 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0342044 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0184801 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0330977 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.0436694 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0423058 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0252857 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0180995 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0218893 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0363597 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0422815 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0277975 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0413971 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.0144978 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0224875 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0376877 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.041437 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0431022 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0618293 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0473453 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0609448 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.0170025 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0204708 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00640577 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0160473 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00336363 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0265387 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.00604099 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.00620596 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0669308 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0577796 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0879536 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.06453 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.0791074 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.0254552 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0370342 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0595102 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0360866 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.050664 # DEPENDENCYPART_SIBL
(6,14),(6,29),0.0518347 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0365223 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0220383 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0356378 # DEPENDENCYPART_SIBL
(6,16),(6,29),0.00238904 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0442458 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.0588232 # DEPENDENCYPART_SIBL
(6,19),(6,29),0.00645855 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0582423 # DEPENDENCYPART_SIBL
(6,21),(6,29),0.0197225 # DEPENDENCYPART_SIBL
(6,26),(6,29),0.0111189 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0218745 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.104861 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0417376 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0260905 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.092249 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0418746 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00931763 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0403523 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0111079 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00217743 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0684576 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0243333 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0318092 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.00106071 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0500657 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.02556 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0443444 # DEPENDENCYPART_SIBL
(7,2),(7,29),0.0535438 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0921039 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0288775 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00936641 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.162083 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0372973 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0512089 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0257502 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.126344 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0295883 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0207409 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0286867 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0427518 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0403173 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0297813 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0433849 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0322309 # DEPENDENCYPART_SIBL
(7,3),(7,29),0.0436168 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0286085 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0129076 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0460596 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0312789 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0175811 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0253673 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0758057 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.062399 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00495236 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0266916 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0287497 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.00911227 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0219599 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0541519 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0244121 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.165971 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.015829 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0505131 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00482952 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0285822 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0377935 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0252338 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0294499 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0756619 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0377687 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0486538 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00659372 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0553894 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0279126 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0536771 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.145298 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.10538 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0102893 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0199178 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0116903 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.096229 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0209315 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0212975 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0105549 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.042613 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0989286 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0428507 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0312574 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0416638 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.0587796 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0552619 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0398169 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0481616 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0812329 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0678922 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0414307 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.039608 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0511433 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0450901 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0330962 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.090748 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0477219 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0506084 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0360343 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0454244 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00827167 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00467872 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00164926 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0358254 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00196925 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.00711543 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0121558 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0453945 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.00246179 # DEPENDENCYPART_SIBL
(7,9),(7,29),-0.000627849 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0386915 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0213041 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00766398 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00771116 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0327454 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0110819 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00811298 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00180294 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0377216 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0117966 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.00635984 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0241024 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0272522 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0118366 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0394879 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0306296 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0156299 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0177448 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.00126561 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0313443 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.00886452 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0220848 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0248975 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0156402 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0167273 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0174706 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0450304 # DEPENDENCYPART_SIBL
(7,12),(7,22),4.77348e-05 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0245327 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.013818 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0393585 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0359953 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0579792 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0809569 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0369577 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0121277 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0515351 # DEPENDENCYPART_SIBL
(7,13),(7,29),0.00643365 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00732667 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0216127 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0484831 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.00059115 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0215246 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0151685 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0460691 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00532259 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.00319502 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0075622 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0457251 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.00603732 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.010527 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0590766 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.00795113 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.011429 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.0225285 # DEPENDENCYPART_SIBL
(7,19),(7,29),0.00228563 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.00400894 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.00812843 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0186346 # DEPENDENCYPART_SIBL
(7,20),(7,29),-0.0139271 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0140676 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0227468 # DEPENDENCYPART_SIBL
(7,21),(7,29),0.0139568 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.00692925 # DEPENDENCYPART_SIBL
(7,22),(7,29),0.011608 # DEPENDENCYPART_SIBL
(7,26),(7,29),0.00535331 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00633863 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0427543 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0270007 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.109472 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00251819 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0851346 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00678822 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0732441 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00629297 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0220488 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0742444 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0515985 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0235805 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0490598 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0120246 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00604895 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00416234 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00579674 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0130109 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0163458 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0473477 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0456436 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.100974 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.214596 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00971954 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00630058 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00410147 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.033359 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0264184 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.025973 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.115292 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0419031 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0539924 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.153957 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.165597 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.211475 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.117498 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.133425 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.147808 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.070315 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00413348 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.103948 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0452623 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0120595 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.000431927 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0183138 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0306383 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0814648 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.043373 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0523238 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0434 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0230029 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0429565 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0255794 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0046849 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0435078 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0599913 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0644531 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0295383 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0485295 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00546574 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.112633 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0394932 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.056008 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0267407 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0123832 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00172474 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.000799063 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0100282 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0177862 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0452657 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0224817 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0217262 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0487583 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0143467 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.024631 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0262984 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.000418904 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0580196 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0634368 # DEPENDENCYPART_SIBL
(11,6),(11,12),-9.47067e-05 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0178257 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0322148 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.000487838 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.052075 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0157625 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0874846 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0841565 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00200279 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0190276 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0150331 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00704005 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0348932 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.176417 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.209725 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0619239 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.261788 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.382119 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0048158 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.314397 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.184506 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00254113 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0212094 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0484904 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00122349 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0132834 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0246982 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00509941 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0223704 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0396707 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0159012 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0606021 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0491656 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0336667 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0513755 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00182381 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00697356 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00340311 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0218246 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00438672 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.000726855 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0629532 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.120697 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0436454 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0692595 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0559138 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.194424 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0558084 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0593196 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0745318 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.120697 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0983676 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0483907 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0372144 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.136248 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0652136 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.128721 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.026956 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.126583 # DEPENDENCYPART_SIBL
(13,1),(13,29),0.0245717 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0282722 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0228302 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0228277 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00674866 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0820521 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0270456 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.123009 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.151867 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0282722 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0918581 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0237554 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00173066 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0557471 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0486251 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.074362 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0369691 # DEPENDENCYPART_SIBL
(13,2),(13,26),0.0687121 # DEPENDENCYPART_SIBL
(13,2),(13,29),0.0369479 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0272884 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0201803 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0325718 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0188576 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0161038 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.00146896 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0350391 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0164976 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0555835 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0768075 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0337723 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0081133 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0355087 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.00507273 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.00675077 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.00269442 # DEPENDENCYPART_SIBL
(13,3),(13,29),0.0292937 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00537355 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00206238 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00504542 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0411133 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00289195 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0118754 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0231747 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0691876 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0309732 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0409021 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0419754 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.04717 # DEPENDENCYPART_SIBL
