# _root_ Gains in advertising revenue , however , resulted in operating profit of $ 78.4 million -- up 20 % from $ 65.6 million .
#goldHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
#predictedHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
(8,2),(8,10),-0.0200379 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.000339337 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0240496 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0198409 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0161799 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0307917 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0513194 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0256111 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0407298 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0913248 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00312165 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0689226 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00312165 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0164535 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0489475 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0152768 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0377039 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0815667 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00928661 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0259226 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0536051 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.000262867 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.012979 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00349676 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0849766 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00349676 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0778869 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00778287 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0467205 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0941124 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0311996 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0345331 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00929215 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.076849 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0717848 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0533534 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.125041 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0240274 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00207028 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00954219 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0162139 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0494155 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0518664 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0297284 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00793293 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.11212 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00655509 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0565071 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.124211 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00892916 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00710469 # DEPENDENCYPART_SIBL
(8,6),(8,11),9.27694e-05 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0637677 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0195534 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0546106 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0733946 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0250757 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0527659 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.11502 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00207028 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00954219 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0162139 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0494155 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0518664 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0297284 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00793293 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.11212 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00655509 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0565071 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0443852 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0541129 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0636071 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0883787 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0558637 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0446663 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00269709 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0507678 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0442262 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0743536 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0302872 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0463707 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0205648 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.011031 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00832765 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00577728 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0693719 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0129856 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0319085 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00635383 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00356036 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0055349 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0203702 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.00177568 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.10901 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.105585 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0584188 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0584531 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.139836 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0575227 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0404795 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0108517 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0317412 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.015611 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0171191 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0182935 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0136188 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0327099 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0206182 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0049541 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0336197 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.035241 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0173533 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0181082 # DEPENDENCYPART_SIBL
(8,20),(8,24),-0.0273471 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0206949 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0644078 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0601952 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.18227 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00931123 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.155634 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.15689 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00519662 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.226397 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.225085 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.113571 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.142137 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.156562 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.162311 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0984793 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.12347 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00587011 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0543284 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0297696 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0234895 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0192813 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00192046 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0569609 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0326543 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0263741 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.027953 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00914578 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00907211 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00618648 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00366868 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0866656 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0846371 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0791916 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00868915 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0106477 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00463587 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0215969 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0393331 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0500846 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0393265 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0124282 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0393265 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0378387 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00662475 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.081513 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.071032 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00961935 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0324266 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0466157 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0692861 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0446908 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0374395 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0280255 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.033158 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0466157 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0345487 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0763525 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.199648 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0698482 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0404664 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0205544 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.164566 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0883824 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.107314 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.109386 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0593097 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.106052 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.099462 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0303461 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.103158 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.109386 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0298403 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0392538 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00355541 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0237547 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0419401 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0607836 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0504514 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0485073 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0622675 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0375654 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.028251 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0380138 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0204645 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0723605 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0622675 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0618685 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0698482 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0404664 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0205544 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.164566 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0883824 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.107314 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.109386 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0593097 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.106052 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.099462 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0303461 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.103158 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.109386 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0298403 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0228945 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0588073 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.039874 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0526781 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0901067 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0884678 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00358249 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0295904 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0923203 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0199618 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.00320407 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0884678 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0324179 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0380244 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0176549 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.000396889 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.059639 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0820589 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00983573 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00632799 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0496799 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0575527 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0272293 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0820589 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.000792984 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.202979 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0345912 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0114559 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00455467 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.105515 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0982869 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.006443 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0213497 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0868066 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00455467 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0758 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00140121 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0600257 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0758259 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0201364 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00355471 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0555722 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0246228 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.122268 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0758259 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0150883 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.033754 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0458997 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0331435 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0273135 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0224306 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0277724 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0156246 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0458997 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0512746 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00883606 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.023796 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0275813 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0105322 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0256645 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0372114 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.00883606 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0095106 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0187805 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0011886 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.052199 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0440711 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0546569 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0632597 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.000440237 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0129706 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0596654 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0159437 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0310654 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0545574 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0821222 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0042782 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00317296 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.034743 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0180585 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.00227572 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0203232 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.048623 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.00520993 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.00363763 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0196815 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0135741 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.00190712 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0125742 # DEPENDENCYPART_SIBL
(11,20),(11,24),0.0769855 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.000440237 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0755841 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.031888 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0182521 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0256902 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0164813 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0450233 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.115417 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0453462 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.100406 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.105834 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0458785 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.100583 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0987597 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0963178 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0484474 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0254398 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0525372 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0154941 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0503417 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0423678 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0455937 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0283725 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0235175 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0739424 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0407574 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0306085 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.02405 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0652687 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0141065 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0597197 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00469123 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00357623 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0528183 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.031471 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0522181 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0375787 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0188466 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00914407 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0407352 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0202517 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0900531 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0912005 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0295115 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0633692 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.107976 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0980314 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.112277 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0202517 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0900531 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.038918 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0207147 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.188284 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0113694 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0830272 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0662823 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0153594 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0396448 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0987007 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0807968 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.122015 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0113694 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0830272 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0593171 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.184353 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0112717 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0823744 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0586441 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00991539 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0395472 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.116499 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.068629 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.113942 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0112717 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0823744 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0558137 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0447605 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.167607 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.121639 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0570577 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.000318396 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0743708 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.191181 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.140564 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0447605 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.167607 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0879779 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0858389 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0751853 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.172147 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0182913 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0831022 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0448025 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0152319 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.00630331 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0858389 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.000292337 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.117557 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.134101 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.103808 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0717543 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0367 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0220331 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0909397 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0245869 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0047204 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.10435 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0540092 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0555081 # DEPENDENCYPART_SIBL
