# _root_ Great Northern surged 20 1\/8 to 62 7\/8 , well above Georgia-Pacific 's offering price of $ 58 a share , amid speculation that other suitors for the company would surface or that the bid would be raised .
#goldHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,32,30,23,36,35,36,32,36,37,3,
#predictedHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,23,30,31,36,35,36,32,36,37,3,
(3,6),(3,30),-0.0675323 # DEPENDENCYPART_SIBL
(3,6),(3,32),-0.0413158 # DEPENDENCYPART_SIBL
(3,6),(3,39),0.0282599 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0269404 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.00340453 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.00123819 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0215803 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0430424 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0355803 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0132528 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.00340453 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.00109653 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0464435 # DEPENDENCYPART_SIBL
(3,7),(3,27),0.00452763 # DEPENDENCYPART_SIBL
(3,7),(3,30),-0.00274433 # DEPENDENCYPART_SIBL
(3,7),(3,32),-0.0273523 # DEPENDENCYPART_SIBL
(3,7),(3,39),0.0121053 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0160558 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0142102 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.00297373 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0176706 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0102085 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0378678 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0160558 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0345797 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.0218894 # DEPENDENCYPART_SIBL
(3,8),(3,27),0.0290852 # DEPENDENCYPART_SIBL
(3,8),(3,30),0.0129415 # DEPENDENCYPART_SIBL
(3,8),(3,32),-0.0117649 # DEPENDENCYPART_SIBL
(3,8),(3,39),0.0478899 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0394173 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0446061 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0279269 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0159795 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0965253 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.0319633 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0330386 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.0102556 # DEPENDENCYPART_SIBL
(3,9),(3,27),0.0264517 # DEPENDENCYPART_SIBL
(3,9),(3,30),0.0386232 # DEPENDENCYPART_SIBL
(3,9),(3,32),0.0025495 # DEPENDENCYPART_SIBL
(3,9),(3,39),0.0266204 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0002114 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.00436654 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.00598004 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0142709 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.00936404 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0236127 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.0213035 # DEPENDENCYPART_SIBL
(3,10),(3,27),0.0269805 # DEPENDENCYPART_SIBL
(3,10),(3,30),-0.0272746 # DEPENDENCYPART_SIBL
(3,10),(3,32),-0.0485337 # DEPENDENCYPART_SIBL
(3,10),(3,39),-0.0236346 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0084332 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.00673649 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0757258 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.00236359 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0224055 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.0905938 # DEPENDENCYPART_SIBL
(3,11),(3,27),-0.0406298 # DEPENDENCYPART_SIBL
(3,11),(3,30),-0.00929346 # DEPENDENCYPART_SIBL
(3,11),(3,32),-0.0245036 # DEPENDENCYPART_SIBL
(3,11),(3,39),0.0140138 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0401554 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0152793 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.00415691 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.0141438 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.0640008 # DEPENDENCYPART_SIBL
(3,14),(3,27),-0.0114244 # DEPENDENCYPART_SIBL
(3,14),(3,30),-0.063135 # DEPENDENCYPART_SIBL
(3,14),(3,32),-0.0391943 # DEPENDENCYPART_SIBL
(3,14),(3,39),-0.011533 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.00494999 # DEPENDENCYPART_SIBL
(3,15),(3,21),0.0345135 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.0209498 # DEPENDENCYPART_SIBL
(3,15),(3,24),-0.0571948 # DEPENDENCYPART_SIBL
(3,15),(3,27),-0.0187859 # DEPENDENCYPART_SIBL
(3,15),(3,30),-0.0459376 # DEPENDENCYPART_SIBL
(3,15),(3,32),-0.0162111 # DEPENDENCYPART_SIBL
(3,15),(3,39),0.00327164 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0278034 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0816059 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.154547 # DEPENDENCYPART_SIBL
(3,16),(3,27),-0.0886083 # DEPENDENCYPART_SIBL
(3,16),(3,30),-0.0535035 # DEPENDENCYPART_SIBL
(3,16),(3,32),-0.0658301 # DEPENDENCYPART_SIBL
(3,16),(3,39),-0.0233449 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.0330386 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.0102556 # DEPENDENCYPART_SIBL
(3,21),(3,27),0.0264517 # DEPENDENCYPART_SIBL
(3,21),(3,30),0.0386232 # DEPENDENCYPART_SIBL
(3,21),(3,32),0.0025495 # DEPENDENCYPART_SIBL
(3,21),(3,39),0.0266204 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.0967732 # DEPENDENCYPART_SIBL
(3,22),(3,27),-0.0435571 # DEPENDENCYPART_SIBL
(3,22),(3,30),-0.0147631 # DEPENDENCYPART_SIBL
(3,22),(3,32),-0.0299368 # DEPENDENCYPART_SIBL
(3,22),(3,39),0.0141915 # DEPENDENCYPART_SIBL
(3,24),(3,27),-0.0572219 # DEPENDENCYPART_SIBL
(3,24),(3,30),-0.0379642 # DEPENDENCYPART_SIBL
(3,24),(3,32),-0.051033 # DEPENDENCYPART_SIBL
(3,24),(3,39),-0.0209732 # DEPENDENCYPART_SIBL
(3,27),(3,30),0.00855469 # DEPENDENCYPART_SIBL
(3,27),(3,32),-0.0292232 # DEPENDENCYPART_SIBL
(3,27),(3,39),0.00261989 # DEPENDENCYPART_SIBL
(3,30),(3,32),-0.0493137 # DEPENDENCYPART_SIBL
(3,30),(3,39),0.0326957 # DEPENDENCYPART_SIBL
(3,32),(3,39),0.036233 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00260537 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.00829253 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00841787 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.00179492 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00320146 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00828794 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.00841328 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.00179034 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.00681936 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0238921 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0225854 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0211209 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0266723 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0252767 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0200773 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0081429 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0513474 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00840392 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00178098 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00157291 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0118406 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.147235 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.151903 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00562914 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0628607 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0630946 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0498879 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0266643 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0274534 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.022254 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0200962 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.117904 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.125229 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.000122584 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0163989 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.000619292 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0304349 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0861075 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0934308 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00343327 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00250579 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0201528 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0125285 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0366017 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00963479 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00544161 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0269478 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0403796 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00415845 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00689351 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0243691 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.036671 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.119316 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.103687 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0738919 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0336622 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0388297 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00797884 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00689276 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.170246 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.149104 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00173516 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0618995 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0800943 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.197871 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.17003 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.13987 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00985511 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0596794 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0710756 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.191641 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0732436 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0698363 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.000376777 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0300182 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0932047 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0222534 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.018004 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0113555 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00131254 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0930168 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0421055 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0796829 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.010366 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0317247 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0415438 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0111784 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.145086 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0109323 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0391057 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0902003 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0989523 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.248435 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.246985 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.144871 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0126168 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0472202 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0879748 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0899279 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.242199 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.24075 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.017148 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0608488 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00353876 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0291479 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.100518 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.10752 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0482632 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0880388 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0910995 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.241329 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.23988 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.113008 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0500911 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0834297 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0876539 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.010366 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0321178 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0317168 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0403491 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0411944 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0147976 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0182206 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.108859 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0648269 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.279781 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.295677 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.261683 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.102266 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.077829 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.12608 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.19255 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.19675 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.198369 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0943598 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0976017 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.296814 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.287161 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.289459 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0202281 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.056561 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0599428 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0573468 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00137144 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0317208 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0266137 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00179963 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0290613 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.00660665 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00396391 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0214778 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.151029 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0192523 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0238004 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0266059 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.038279 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0412252 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0139184 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0881391 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.137732 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.128774 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.132944 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0481056 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0576589 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0985723 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.17007 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.170601 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.176642 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.235922 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0634904 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.235347 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0885609 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0833718 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0449513 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0509284 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00640918 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0874113 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.052553 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0517163 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00735078 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0453559 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0555056 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00987446 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00778403 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00966469 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0677528 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0354905 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00216959 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.069657 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0486752 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0158355 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0425868 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.101371 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00502846 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.174973 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0350102 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0223737 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0414448 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00488843 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0956666 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0202346 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0253381 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0377855 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00347369 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0087367 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0130513 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0442294 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.035814 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0296692 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.015475 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00591907 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0743663 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0228273 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00872508 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0401 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0240954 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00719588 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00995052 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0558638 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0326679 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.10473 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0144743 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00822697 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0773998 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0167472 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00170535 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0436891 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0151466 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0171907 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0144268 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0482716 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.00709434 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00462217 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0288635 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00621162 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00832589 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0370636 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0935967 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0265482 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0349824 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00547852 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00780297 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00509757 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0259712 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00936128 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0571474 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0247251 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0477994 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0242262 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0619647 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0422485 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0288771 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.096937 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0448068 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0445754 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0135774 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.0136207 # DEPENDENCYPART_SIBL
(15,7),(15,27),-0.0170983 # DEPENDENCYPART_SIBL
(15,7),(15,29),0.00335763 # DEPENDENCYPART_SIBL
(15,7),(15,30),0.0403997 # DEPENDENCYPART_SIBL
(15,7),(15,31),-0.00283021 # DEPENDENCYPART_SIBL
(15,7),(15,32),-0.0029187 # DEPENDENCYPART_SIBL
(15,7),(15,36),0.0403997 # DEPENDENCYPART_SIBL
(15,7),(15,39),-0.0225809 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0312754 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.00429727 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0659692 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.030174 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0566212 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0229649 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0703069 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0441617 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0363649 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.10696 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0318418 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0502361 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0236 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.0236433 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.0206585 # DEPENDENCYPART_SIBL
(15,8),(15,29),0.0133802 # DEPENDENCYPART_SIBL
(15,8),(15,30),0.0478858 # DEPENDENCYPART_SIBL
(15,8),(15,31),0.00965291 # DEPENDENCYPART_SIBL
(15,8),(15,32),0.00906139 # DEPENDENCYPART_SIBL
(15,8),(15,36),0.0478858 # DEPENDENCYPART_SIBL
(15,8),(15,39),-0.0153345 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.00121562 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.015576 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0489847 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00838337 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0212563 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.022222 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0345571 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.06608 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0167734 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.035874 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0501279 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0167827 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.0148537 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.0891548 # DEPENDENCYPART_SIBL
(15,10),(15,29),0.0119451 # DEPENDENCYPART_SIBL
(15,10),(15,30),-0.0220388 # DEPENDENCYPART_SIBL
(15,10),(15,31),0.0059354 # DEPENDENCYPART_SIBL
(15,10),(15,32),-0.0498739 # DEPENDENCYPART_SIBL
(15,10),(15,36),-0.0220388 # DEPENDENCYPART_SIBL
(15,10),(15,39),0.048543 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0420454 # DEPENDENCYPART_SIBL
