# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(9,13),(13,19),-0.197871 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.614911 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0526279 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.482967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,12),-0.259189 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.35102 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.21989 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.415505 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.28935 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.310411 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.326889 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.537782 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.535176 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.437551 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.302607 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.314007 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.164948 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.126551 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.587233 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.58833 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.259969 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.794489 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.581806 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),0.0112736 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.472476 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.131079 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.168949 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.373627 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.351876 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.249182 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.777874 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.429771 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.29736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.29845 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.285879 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.245101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.385021 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.324711 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.185212 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.391705 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.87393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.508294 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.689379 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.614443 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.798043 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.812339 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.833725 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.03967 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.975079 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.387811 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.317266 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.569607 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.265618 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.722782 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.555726 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.247814 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.116363 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.515168 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.237017 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.668344 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.619993 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.385561 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.184764 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.635936 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0619329 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0848313 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.254175 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.789112 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-1.13164 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.527118 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.294359 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.222669 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.559443 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.141599 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0471855 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0788854 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.237036 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.712618 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.11996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.110417 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.204394 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.535684 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.372156 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.523377 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.847286 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.653736 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.13558 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.234161 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.50741 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0458998 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.000572035 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.371444 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.374739 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.00987019 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.21484 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.607232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.02539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.0392614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.115569 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.463804 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.299845 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.77656 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.202306 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.104969 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.302214 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.292905 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0508377 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.569114 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),0.00860286 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.0683993 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.596398 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.320612 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.237271 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.148504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.264828 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.320156 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.106609 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0836289 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.900977 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.06098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0524892 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.0837782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.477753 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.184247 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.485868 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.568018 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.11287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.12863 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.469968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.345209 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.298241 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.00653845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.408093 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.195418 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.154512 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0622894 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.465197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.342565 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.272148 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.0149208 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.357755 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.40549 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.152358 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0684354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0250304 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0415257 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.152034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.469967 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.345208 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.298241 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.502956 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.192254 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.135004 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0623246 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.173677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.135365 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0351567 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.209481 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0927023 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0383722 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.140016 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.106593 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.178589 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0373432 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.527826 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.469895 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.03374 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.917287 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.502169 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.194124 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0762239 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0242839 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.077291 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.137777 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.0355219 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.517079 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.218279 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0889274 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.039372 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.116686 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.287566 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0317592 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.961688 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.343573 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.554531 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.578839 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.143921 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0578321 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.232517 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0564065 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.900788 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.276075 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.298009 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.319571 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.339552 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.489992 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.274363 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.287671 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.344189 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.40711 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.383024 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.160666 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.39704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.55729 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.380186 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.667186 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.728594 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-1.03436 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-1.0127 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.917115 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.367794 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.364269 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.366733 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.387099 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.461444 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.162527 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.40303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.542023 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.385456 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.641665 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.04129 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.258949 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.312547 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.335259 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.323099 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.444984 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.322083 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.374144 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.508091 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.403165 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.126831 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.40371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.504365 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.386857 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.594727 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.758614 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.995707 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.939391 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.434719 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.861383 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.76348 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.917633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.85116 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.06985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.288821 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.361754 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.329948 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.131786 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.396554 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.525763 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.835761 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.732051 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.887233 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.04078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.182851 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.125165 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.150004 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.113738 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.123972 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.397658 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.166059 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0215809 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.325895 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.169832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.42134 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.285802 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.124844 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.313249 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.533004 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.455678 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.503074 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.129943 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.264582 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.246377 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.373712 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.132971 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.222308 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0105551 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.112446 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.353929 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.213513 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.342735 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.45887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.335757 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.547787 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.592973 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-1.22477 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.743878 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.18578 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.599475 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.460009 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.229996 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.391006 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.562524 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.400543 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.406411 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.41478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.313232 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.443246 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-1.2034 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.087966 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.254454 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.237735 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.315734 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.562437 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.306017 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.410655 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.288543 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.403443 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.249545 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.411909 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.46393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.402249 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.534873 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.680348 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.787551 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.26504 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.374288 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.430336 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.391573 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.495147 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.450601 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.46015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.344915 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.538298 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.584139 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.922356 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.752999 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.893742 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.984244 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.930742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.339612 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.218152 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.410292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.664453 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.362279 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.16245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.097486 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.218858 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.463457 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.719421 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.24154 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.181645 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.680547 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.891384 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.347437 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.940779 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.984244 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.930204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.378464 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.044988 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0717971 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.6665 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.362279 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.984895 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.979137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.293591 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0588532 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0318177 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.370809 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.351442 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.095 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.835849 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.988148 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-1.09264 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.161243 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.129954 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.502837 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.622816 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.910579 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.426714 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.459411 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.465721 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.668845 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.418187 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.419215 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.43949 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.588442 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.667276 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.398959 # DEPENDENCYPART_GRANDPAR
