# _root_ Investors have complained for some time about program trading , particularly index arbitrage , to little avail .
#goldHeads=2,0,2,3,6,4,3,9,7,9,9,13,9,9,3,17,15,2,
#predictedHeads=2,0,2,3,6,4,6,9,7,9,13,13,9,13,13,17,15,2,
(6,7),(6,15),0.00384342 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0340952 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00287349 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0288157 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00955463 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0323792 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00814539 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0051836 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0126626 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0323792 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00659628 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0427939 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0128642 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.044762 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0155848 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00787591 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0147536 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0222326 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0155848 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00717827 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0412319 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0224342 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0355362 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00399397 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0185373 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.034802 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00411886 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0557021 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0471089 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.034902 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0148937 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0386548 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0469084 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0136617 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.00386035 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0292206 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0470782 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.00918364 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00889881 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0237494 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00679822 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0419507 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.00917375 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.018789 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0139023 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0061474 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0412998 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0101726 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.032342 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0557021 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0471089 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.034902 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0148937 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0122651 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00668476 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0644468 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.00678874 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.00359644 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.033959 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0604545 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0288862 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0458335 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0574183 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0890716 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0312894 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0501093 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0499061 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00506961 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0500493 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0227955 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0427249 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0519579 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.116544 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.032683 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0422442 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0379397 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0758357 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0377559 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00241737 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00800825 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.077732 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0441908 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0164854 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00837725 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00126439 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0092932 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0810067 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.012528 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0448025 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0840463 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0835321 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0157371 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0833467 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0300762 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0529238 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0796442 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0791299 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0205656 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0789446 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0230845 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0296316 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0245133 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0340935 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0244694 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0331779 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0322232 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0153378 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0320696 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0866413 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0151841 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0863826 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0161416 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0860232 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0285776 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00751532 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00874782 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0796378 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00978193 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0533263 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0298545 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0530467 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00308884 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0156481 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0037139 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00636738 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00397092 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0346595 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0171288 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0438728 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0508984 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00566669 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0348769 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0263896 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0508984 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0321527 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0602989 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0287018 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0577398 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00827236 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0879725 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0476026 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0900098 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0373277 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00533673 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0487893 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0432832 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0373277 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0425583 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.064456 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0435627 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00848539 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.134906 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.078024 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0953319 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0615678 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00328387 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0767958 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.063893 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0615678 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0178418 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0545336 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0638449 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0346236 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0408561 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0368032 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0386116 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0427863 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0587547 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0442493 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0386116 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.114757 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0673035 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0452834 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0290839 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0880964 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0712771 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0536077 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0389472 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0444534 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0712771 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0197427 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.019179 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0441738 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0278107 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0571304 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0637885 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0686388 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0541335 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0571304 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.121927 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0847746 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0551676 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0645346 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0243115 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0138751 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0301398 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.031604 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.039964 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0401039 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0302397 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00982974 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0164716 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0247252 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0085403 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00130485 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0108814 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.024895 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00687119 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.024385 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0174616 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00620626 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00783229 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.02411 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00462865 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00761455 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00685708 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00718141 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0231112 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00892433 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.039964 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0401039 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0302397 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00982974 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00105636 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00973538 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0539025 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0231953 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0140513 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0105413 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0201461 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0336729 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0409199 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0876347 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.179587 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.188648 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.10997 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00746893 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0567643 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.187713 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0358598 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0175832 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00487886 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0586412 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0590642 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0931087 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00370814 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0265231 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0589043 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0513021 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.122026 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.1571 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.165601 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.092449 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.000935592 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0457083 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.164593 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0828859 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.156554 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.165432 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0790346 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.000993429 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0505087 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.164425 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.224766 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.229662 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.539899 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0871798 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0747926 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.233067 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0226693 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0161438 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0365018 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0525217 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0223423 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00960371 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0373438 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0533637 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0201833 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00805607 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.054311 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00171107 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0467317 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0395385 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0145154 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0496095 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0276353 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0148451 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0918029 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0158792 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.10095 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0257264 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0345338 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.022366 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0105319 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00381715 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0104861 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0141716 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0348656 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0118363 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.100757 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0477596 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0335263 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0190886 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00817112 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0340906 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0173963 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0415664 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0175064 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0516439 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0541465 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0273453 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00771834 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0688918 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0669781 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0562615 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00888858 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0278516 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00468232 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0914933 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0376243 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00845956 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.00376251 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0440458 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0239492 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0100524 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0062774 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0250865 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.100198 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0302622 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00543411 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0646039 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0478007 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0206492 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0395327 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0084664 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0151839 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00596841 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.092547 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0488085 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0121094 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.025569 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0254057 # DEPENDENCYPART_SIBL
(13,9),(13,11),-4.61505e-07 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00606078 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0120914 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.084511 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0239548 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.000137733 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00937558 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.101474 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0236406 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.133826 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0345126 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0801497 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0147977 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0274552 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0246157 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0568123 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00525884 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.037802 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00438093 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0220946 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0560172 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0580255 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0333718 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00633142 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0162177 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0418486 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0396685 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0415425 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0062814 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00120811 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.000728545 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0615553 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0151032 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00731377 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0201582 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00725242 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0951871 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0933376 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0221944 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00925164 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00188459 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0534251 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0101203 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.201775 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0290988 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0237378 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.10365 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00421226 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.208189 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0252041 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0321284 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0107078 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.00652836 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.00077756 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0128045 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0173698 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0188923 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0435324 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0363088 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.10609 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0156747 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.00214574 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0728476 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.090643 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0469045 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0234119 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.00897427 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.031789 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.00109472 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.00520227 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00732964 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0770715 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.00278994 # DEPENDENCYPART_SIBL
