# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(6,1),(6,3),0.0846151 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.16662 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0382026 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0375821 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0210313 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0219247 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0219596 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0219596 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0156382 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0043986 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.130647 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0775455 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0674925 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.058172 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0277963 # DEPENDENCYPART_SIBL
(6,1),(6,28),0.0156382 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.132569 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.154317 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0223288 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0424148 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0151728 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0160662 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.016101 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.016101 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0015983 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00274011 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0689095 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0371872 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0725438 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0523106 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0219394 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.0015983 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0262421 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0169232 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00615007 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00342171 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0029536 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0029535 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0029535 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.077323 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0131803 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00627477 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0159249 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0341232 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0301671 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.00848763 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.077323 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.226077 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0122986 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0446594 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0432038 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0432037 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0432037 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.164999 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0502338 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.207765 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.12232 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0861783 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00240175 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0473724 # DEPENDENCYPART_SIBL
(6,4),(6,28),-0.164999 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0950136 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0355147 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0358059 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0358061 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0358061 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00740286 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0405626 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.13907 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.161086 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0551239 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0830424 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0306453 # DEPENDENCYPART_SIBL
(6,5),(6,28),-0.00740286 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0586548 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0588 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0588 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0588 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00100429 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.156534 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.031587 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0306843 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0054876 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.073668 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0542964 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.00100429 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00880503 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00880503 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00880503 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0165828 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0260008 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0373288 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0191532 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0308117 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0130176 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.00857989 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.0165828 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00871087 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00871087 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0166502 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.026095 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0369681 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0187925 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.030552 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0131118 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00848574 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.0166502 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00871075 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0167218 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0260951 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.036968 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0187924 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0305519 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0131119 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.00848562 # DEPENDENCYPART_SIBL
(6,10),(6,28),0.0167218 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0167218 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0260951 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.036968 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0187924 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0305519 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0131119 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.00848562 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.0167218 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0366215 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0253324 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0119251 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0207484 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.083788 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0725238 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.107672 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0561848 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0435872 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0583019 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0157246 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0331509 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0146133 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0371369 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0411468 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0205536 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0318971 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.0323663 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.00897575 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0021959 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.00913921 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.00050254 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0243992 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0121722 # DEPENDENCYPART_SIBL
(6,17),(6,28),0.062113 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.00657973 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.0199806 # DEPENDENCYPART_SIBL
(6,23),(6,28),0.00165601 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0191881 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0340676 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00540747 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00540731 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00540731 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.112262 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00295683 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.217293 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.1338 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.026448 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.037012 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.02617 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0262049 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0262049 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0328093 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0154216 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0999023 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0481471 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0837345 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0156392 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0156391 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0156391 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.027459 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0161295 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00306795 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00749054 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0274412 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0114948 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0114948 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0201273 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.028778 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0305437 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0124721 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0239731 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0114947 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0201988 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0287781 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0305436 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.012472 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.023973 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0201988 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0287781 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0305436 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.012472 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.023973 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0366251 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0217365 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00843314 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.016851 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0525908 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0400972 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0544064 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0338156 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0390521 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00758406 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.063535 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00443474 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.045978 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00961623 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0115154 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00961623 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.116465 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00716042 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.21312 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.129626 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0222634 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0311857 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0167528 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0267394 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0226647 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0483517 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0226647 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0492708 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00676699 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0261172 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0488668 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0200939 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0245716 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00106029 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0240826 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0209311 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0240826 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0306977 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.01331 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0978124 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0460571 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0816425 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.060295 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0205219 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0268805 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0205219 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0100428 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00736175 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00681564 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0237732 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0938613 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0567343 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00402838 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.011512 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0201924 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0287716 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0305431 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0124715 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0239743 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0103106 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00742939 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0146231 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0785745 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0235458 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0111282 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00793382 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00208315 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0201924 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0287716 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0305431 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0124715 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0239743 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0103106 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0366251 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0217295 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00842614 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0168458 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0778595 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0525838 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0400902 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0544013 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.021655 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0338086 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.039047 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0278371 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00757891 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0057897 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00651863 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.063535 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00443474 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.026318 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.045978 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0465981 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0115154 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00961088 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.116465 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00716042 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.21312 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.129626 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0222634 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.031191 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.267873 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.116465 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0167528 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.142268 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0267394 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0325633 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0483517 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0226593 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0492708 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00676699 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0261172 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0488668 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0200939 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.024577 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0740055 # DEPENDENCYPART_SIBL
(10,5),(10,28),-0.0492708 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0355849 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00106029 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00087787 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0209248 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0240996 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.030704 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0133163 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0978187 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0460635 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0816488 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.060312 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0299478 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.030704 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0225657 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0230086 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0673598 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0156391 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.027459 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0161295 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00304734 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00751114 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0274243 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0174817 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.147431 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.027459 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0151417 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0268679 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0205506 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0100555 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00737439 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00682828 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0237605 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.093874 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.056763 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0411043 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0100555 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0268646 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0205813 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0100961 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00737768 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00766597 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0229228 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.094724 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0567937 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0415649 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0100961 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00742295 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0146231 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0785745 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0235458 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0111282 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00793382 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00208959 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00904145 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.0146231 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0201988 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0287781 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0305366 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.012465 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0239678 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0103281 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00858164 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.0201988 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0366251 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0217295 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00842614 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0168458 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0778659 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00841207 # DEPENDENCYPART_SIBL
(10,13),(10,28),-0.106896 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0525838 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0400902 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0544013 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0216486 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0445018 # DEPENDENCYPART_SIBL
(10,14),(10,28),-0.0138387 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0338086 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.039047 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0278307 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0182794 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.0313736 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00757891 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00578326 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0158605 # DEPENDENCYPART_SIBL
(10,16),(10,28),-0.00219727 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.00652507 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0320666 # DEPENDENCYPART_SIBL
(10,17),(10,28),0.052676 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.00850569 # DEPENDENCYPART_SIBL
(10,19),(10,28),0.0234577 # DEPENDENCYPART_SIBL
(10,20),(10,28),-0.0112069 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.063535 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00443474 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.026318 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.045978 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0465981 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0465597 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.00388692 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.116465 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00716042 # DEPENDENCYPART_SIBL
