# _root_ `` Psyllium 's not a good crop , '' complains Sooraji Jath , a 26-year-old farmer from the village of Lakshmipura . ``
#goldHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
#predictedHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
(7,8),(7,13),0.0070188 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0319608 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.017894 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0389121 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0150349 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00615375 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0414762 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0414762 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00595164 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0414382 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0491124 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.04223 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0251762 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0193349 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0193349 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00101701 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0193728 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00323235 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0205351 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.00372728 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0113911 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0045909 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0115377 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0108745 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0106372 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0201924 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0045909 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0115377 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0108745 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0106372 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0201924 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0319608 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.017894 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0389121 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0150349 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0108024 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0106704 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0201576 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0240519 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.103603 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0201914 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0217361 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0428852 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0265276 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00646751 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.03083 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0173498 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0579949 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.327912 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0145908 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0145908 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0553559 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00513014 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0145908 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0480277 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0159102 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.013774 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00362228 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0797204 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00464878 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00292912 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0622485 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.023655 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0892106 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0261978 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0504146 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0229792 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0229792 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00564842 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0047409 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0233332 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00546897 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0263308 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0095682 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0174577 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.000294522 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0216411 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0216743 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0331409 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.019977 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00643589 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0064454 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00525325 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00525325 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0343972 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0131321 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00525325 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00939535 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.00393382 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0448026 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0377801 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0552241 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0200995 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0209865 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00792977 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0490985 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0301681 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00123363 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00123363 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0393503 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.016509 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00175003 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0432716 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00255306 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.046976 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0102166 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.103782 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0299039 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0419308 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0985367 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0964053 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0772253 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0772253 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00383319 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0193178 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0776379 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0464052 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.080623 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.168807 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0543008 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.037552 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0107497 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00576399 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0390422 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00505524 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00505524 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00650481 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.107302 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00511636 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0139341 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0063775 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00569332 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0084914 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.00233199 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0305704 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0507689 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0334842 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0334842 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0091618 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0114579 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0338382 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0193021 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0368358 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00427326 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0146341 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0112176 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0185773 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0544606 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0544606 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.123475 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.053947 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0545162 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0743334 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0557801 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.144543 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.009447 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0737982 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.017098 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.017098 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0425831 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0152278 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.017098 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.000224919 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0184174 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.031832 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0228227 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.00176113 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0225699 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0111618 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0281331 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.022896 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.02836 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0242592 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00292768 # DEPENDENCYPART_SIBL
(10,11),(10,22),9.40373e-05 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0101749 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0111618 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0281331 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.022896 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.02836 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0242592 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00292768 # DEPENDENCYPART_SIBL
(10,12),(10,22),9.40373e-05 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0101749 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0125025 # DEPENDENCYPART_SIBL
(10,13),(10,16),5.65702e-05 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0147894 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00110427 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0613443 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.00813344 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0365809 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0207399 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0141429 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0223206 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0111819 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.00831875 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.000254961 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0282376 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0243011 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00305013 # DEPENDENCYPART_SIBL
(10,16),(10,22),5.13811e-05 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0101341 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0176538 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0510623 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0165646 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0129704 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.00294077 # DEPENDENCYPART_SIBL
(10,19),(10,22),9.36471e-05 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0101749 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0376096 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.063921 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.00408869 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.286872 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0156391 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.140625 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0163995 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.115467 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0166654 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0617088 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.007775 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0159617 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00842424 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0523226 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0088013 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0284455 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0155455 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0116412 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0108883 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0107407 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0281562 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0418734 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00545498 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0488247 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0262899 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0108162 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0107738 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0281251 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0272367 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0848793 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.028156 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0557471 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.034629 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.112322 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.295263 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0380864 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0629704 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.021821 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0292233 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.047337 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0329044 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.205985 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0277489 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0355171 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0864701 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0655357 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.110729 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.285373 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0650036 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0977649 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0044049 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0654388 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0444761 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0656965 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.035989 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0646674 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.118673 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0533655 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0389291 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.254396 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.020308 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0478819 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00911394 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0165299 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0709286 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0148326 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0384615 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0178873 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00354792 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00594056 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.286872 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.023047 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.140625 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0808101 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0163995 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.115467 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0166654 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.147431 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0156391 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.027459 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0617088 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00190141 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0159617 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00920379 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00842424 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0523226 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0088013 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0199968 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.007775 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0369687 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0284455 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0529988 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00707426 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0193348 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0677347 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0176374 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0416675 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0206921 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0102006 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0039013 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0443375 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0418734 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00545498 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0488247 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0346147 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0419113 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.00261008 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0262899 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0106429 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0106932 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00985109 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00828197 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0106049 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00131145 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0115688 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0108162 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0107738 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0086537 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0115277 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.020164 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0281251 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0272367 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0637832 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0295417 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.105807 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0848793 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00859492 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0114947 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0201979 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.028156 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.00422187 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0112069 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.00802003 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0201988 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0281562 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0582867 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0007046 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0405276 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.114566 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0160808 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00271662 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0345377 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0174646 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.212612 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0215101 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0434653 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0172918 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00910648 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.215111 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0215101 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0425918 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0180501 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00822541 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0174188 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0322845 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0218807 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.112278 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.112499 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00593526 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.244519 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0308905 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00774301 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00723508 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0519912 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0327794 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.108281 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0362367 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0362367 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.108281 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.213206 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0387163 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0189835 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0877049 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0467899 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.177631 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0416344 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0463496 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.074969 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0564066 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.104134 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0558744 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0558744 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.104134 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.071043 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0130771 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0703623 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.114139 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0755194 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0618752 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0744902 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.126443 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0614183 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0383973 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0208391 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0208391 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0383973 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0539958 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.020645 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0876038 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.120773 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00632363 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0217862 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00937835 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.00119401 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0110065 # DEPENDENCYPART_SIBL
