# _root_ In fact , without Wall Street firms trading for their own accounts , the stock-index arbitrage trading opportunities for the big funds may be all the more abundant .
#goldHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,27,27,24,27,23,
#predictedHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,26,28,28,24,23,
(7,8),(7,9),0.0294785 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0123409 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00696804 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.040096 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0141136 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0120071 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.011324 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0160211 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.00290245 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.0250856 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0201676 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0249777 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0300783 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0224703 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0314177 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0261868 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0263891 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0483837 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0334374 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0153059 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0122661 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00660762 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00939762 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.00489156 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0134779 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0254064 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.0182552 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00144008 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0204774 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0164681 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0222557 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0242556 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0222639 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.00553351 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0341976 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.045803 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0451168 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0561129 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0115581 # DEPENDENCYPART_SIBL
(7,13),(7,29),0.00212551 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.00715258 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.00136495 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.00854627 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.00649613 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.0499504 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0188206 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0208524 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.0188702 # DEPENDENCYPART_SIBL
(7,18),(7,29),0.0164161 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.0270126 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0235682 # DEPENDENCYPART_SIBL
(7,22),(7,29),0.0134476 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.0343663 # DEPENDENCYPART_SIBL
(7,23),(7,29),-0.00852872 # DEPENDENCYPART_SIBL
(7,26),(7,29),-0.0145204 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0167274 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0347094 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00188542 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0304967 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00419478 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0488474 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.013802 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0667659 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0271156 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.00419478 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0679678 # DEPENDENCYPART_SIBL
(8,1),(8,29),-0.0218556 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0167695 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0642559 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0787659 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0514993 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0347286 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0343766 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0295366 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0464974 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0514993 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0438424 # DEPENDENCYPART_SIBL
(8,2),(8,29),-0.0305617 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0209058 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0449544 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0328562 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0597556 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0271212 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.107208 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0404418 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0328562 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0871571 # DEPENDENCYPART_SIBL
(8,4),(8,29),-0.0634717 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0778743 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0605784 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0481197 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0471011 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.043079 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0586654 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0605784 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0513675 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.0239798 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0306976 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00538719 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0156869 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00513283 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0278031 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0306976 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.001758 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.021953 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0104292 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0116582 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0410428 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0174325 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00942476 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.00254871 # DEPENDENCYPART_SIBL
(8,9),(8,29),-0.00251908 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0417245 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0409138 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0347922 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00903453 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0255656 # DEPENDENCYPART_SIBL
(8,11),(8,29),-0.0450941 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0163513 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0394508 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00104226 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0293399 # DEPENDENCYPART_SIBL
(8,12),(8,29),-0.0270677 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0148211 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0378276 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.117494 # DEPENDENCYPART_SIBL
(8,13),(8,29),0.0118056 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.00944622 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0156205 # DEPENDENCYPART_SIBL
(8,18),(8,29),-0.0122694 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.00254871 # DEPENDENCYPART_SIBL
(8,19),(8,29),-0.00251908 # DEPENDENCYPART_SIBL
(8,24),(8,29),0.0230434 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0309998 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0750524 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00846063 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0144485 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0199421 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0605048 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.180876 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0656084 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0752928 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0642929 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0697873 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0100516 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0419647 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00339902 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0214214 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0337485 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0722325 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.143442 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0772833 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0848696 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0760243 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0167278 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0165353 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0175329 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0247946 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0331764 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0155586 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.145786 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.025491 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0273996 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0186266 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0668933 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0211597 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0117275 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0328237 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.112223 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.141544 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.111936 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.128623 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.112249 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00982263 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00672823 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0198891 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0549416 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0178994 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0545338 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0528052 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0537091 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00440348 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0141043 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0725913 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.019296 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0706076 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0646049 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0697225 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00835883 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0164157 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0202071 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.102431 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.10352 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.101768 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0563814 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.033487 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0311278 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0449503 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0338837 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.081426 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0586494 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.109075 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.107178 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0549642 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0353141 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.105777 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0455675 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0435505 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0583007 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0331806 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0107222 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0112438 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00842239 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0119564 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00516617 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0325473 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.000138494 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.00235197 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00463563 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0164985 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0189757 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0205536 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0018159 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0327464 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0632501 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0306897 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0251985 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.039605 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0308161 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0126245 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0414567 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.041116 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0287736 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0366595 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.0632501 # DEPENDENCYPART_SIBL
(12,1),(12,29),-0.00118392 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0564247 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0119174 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00722358 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0079883 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0720118 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0994718 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0640246 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0646952 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.102516 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.116783 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0223677 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0194239 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.028833 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0224881 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.1598 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0532611 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0276052 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.00998869 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0546482 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.116783 # DEPENDENCYPART_SIBL
(12,3),(12,29),0.0365399 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.00253359 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00477377 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00211609 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00825825 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0134608 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00596359 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0064724 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0404654 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0485152 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0134515 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00790489 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0202368 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.013579 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.00209187 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0271391 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0238404 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.00638061 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0169989 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0485152 # DEPENDENCYPART_SIBL
(12,4),(12,29),0.000964737 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0994283 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0759803 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0483859 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0970651 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0135257 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.062366 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0250903 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.116821 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0154289 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0182384 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00691271 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0147854 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0593822 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0110188 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.016653 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.00777655 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.00222314 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.116821 # DEPENDENCYPART_SIBL
(12,5),(12,29),0.00310326 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0571464 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0428665 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0918753 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0086167 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0737871 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00900648 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.126224 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0235915 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.026401 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0150759 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.022948 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0750225 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0248214 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0248156 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0191829 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0257938 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.126224 # DEPENDENCYPART_SIBL
(12,6),(12,29),0.00220152 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0303008 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0837602 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.000208358 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0416765 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0202331 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.106374 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00156068 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0018199 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00943174 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00220274 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0453806 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.000476016 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00033838 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00175857 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.00458615 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.106374 # DEPENDENCYPART_SIBL
(12,7),(12,29),-0.0023898 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.000878476 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00111233 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0136228 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0656816 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0903524 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0244715 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.017884 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0383419 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0245873 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.019351 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0298498 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0324577 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.00492641 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0093175 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.0903524 # DEPENDENCYPART_SIBL
(12,8),(12,29),0.00996202 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0191772 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00566292 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.043396 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0503622 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0154746 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00992792 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0227824 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0156023 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0111057 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0408106 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0258664 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00700209 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0368205 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.0503622 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.00547697 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0566221 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.159907 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0534965 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0426795 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0464769 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0373053 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0436687 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.000788013 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.03881 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0357759 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0145054 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.11345 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0534965 # DEPENDENCYPART_SIBL
(12,10),(12,29),0.0145888 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0728861 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.108905 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00943946 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00165179 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0180267 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00973591 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0574382 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0126645 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0209414 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0156364 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0165863 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.108905 # DEPENDENCYPART_SIBL
(12,11),(12,29),-0.0804062 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0207642 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0380139 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0447009 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0209943 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0325988 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.007875 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0335812 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0319126 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0459045 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0643034 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0207642 # DEPENDENCYPART_SIBL
(12,13),(12,29),-0.000314235 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0225344 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0187672 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0253898 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0237409 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0348033 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0152096 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0267541 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0136743 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0333882 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0293136 # DEPENDENCYPART_SIBL
