# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,7,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(3,10),(3,35),-0.025492 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0585545 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.154562 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0554123 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0331774 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0428831 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.0267196 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0554123 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0623608 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.10839 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0619477 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.14139 # DEPENDENCYPART_SIBL
(3,11),(3,32),-0.106146 # DEPENDENCYPART_SIBL
(3,11),(3,35),-0.0510241 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.327058 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0714251 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0917205 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.206358 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0961398 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0714251 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.248152 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0276853 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.248187 # DEPENDENCYPART_SIBL
(3,12),(3,29),0.0243063 # DEPENDENCYPART_SIBL
(3,12),(3,32),-0.106829 # DEPENDENCYPART_SIBL
(3,12),(3,35),-0.085253 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0694514 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0740145 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.110025 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0680969 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0694514 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.144734 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.144763 # DEPENDENCYPART_SIBL
(3,13),(3,28),-0.145105 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0936582 # DEPENDENCYPART_SIBL
(3,13),(3,32),-0.0291155 # DEPENDENCYPART_SIBL
(3,13),(3,35),-0.0430195 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0478597 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0261996 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.224094 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0498592 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.107729 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.0947763 # DEPENDENCYPART_SIBL
(3,14),(3,28),0.0756408 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.131871 # DEPENDENCYPART_SIBL
(3,14),(3,32),0.462173 # DEPENDENCYPART_SIBL
(3,14),(3,35),0.0182149 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.148066 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.0453414 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.200661 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0244082 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.00613829 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.023932 # DEPENDENCYPART_SIBL
(3,15),(3,29),0.0768081 # DEPENDENCYPART_SIBL
(3,15),(3,32),0.0476349 # DEPENDENCYPART_SIBL
(3,15),(3,35),-0.183299 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.105062 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.00629243 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.228239 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.108352 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.228268 # DEPENDENCYPART_SIBL
(3,16),(3,29),-0.0975037 # DEPENDENCYPART_SIBL
(3,16),(3,32),-0.116204 # DEPENDENCYPART_SIBL
(3,16),(3,35),0.135362 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.0254845 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.147267 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.0333005 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.155094 # DEPENDENCYPART_SIBL
(3,18),(3,29),0.0318955 # DEPENDENCYPART_SIBL
(3,18),(3,32),-0.0987986 # DEPENDENCYPART_SIBL
(3,18),(3,35),0.0131742 # DEPENDENCYPART_SIBL
(3,19),(3,22),0.107729 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.0947763 # DEPENDENCYPART_SIBL
(3,19),(3,28),0.0756408 # DEPENDENCYPART_SIBL
(3,19),(3,29),0.131871 # DEPENDENCYPART_SIBL
(3,19),(3,32),0.462173 # DEPENDENCYPART_SIBL
(3,19),(3,35),0.0182149 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0951041 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.228435 # DEPENDENCYPART_SIBL
(3,22),(3,29),0.153155 # DEPENDENCYPART_SIBL
(3,22),(3,32),-0.0855307 # DEPENDENCYPART_SIBL
(3,22),(3,35),-0.0250861 # DEPENDENCYPART_SIBL
(3,23),(3,28),-0.0619477 # DEPENDENCYPART_SIBL
(3,23),(3,29),0.14139 # DEPENDENCYPART_SIBL
(3,23),(3,32),-0.106146 # DEPENDENCYPART_SIBL
(3,23),(3,35),-0.0510241 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.141759 # DEPENDENCYPART_SIBL
(3,28),(3,32),-0.0905316 # DEPENDENCYPART_SIBL
(3,28),(3,35),-0.0464537 # DEPENDENCYPART_SIBL
(3,29),(3,32),-0.00485596 # DEPENDENCYPART_SIBL
(3,29),(3,35),-0.014122 # DEPENDENCYPART_SIBL
(3,32),(3,35),-0.129393 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0550154 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0717811 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0213496 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0150477 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0577283 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.00878318 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.22149 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.207778 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0267067 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0780994 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0143254 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0110148 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0220982 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0238884 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0365555 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0154603 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0416041 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.711761 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0867929 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0642238 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0416041 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0365555 # DEPENDENCYPART_SIBL
(5,1),(5,35),0.0353367 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0659831 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.1737 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.162582 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.041631 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0844403 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.113136 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.111352 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.242046 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.109181 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0756887 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0709862 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0444173 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0464786 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0756887 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.242046 # DEPENDENCYPART_SIBL
(5,2),(5,35),0.0286849 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.158284 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.141883 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0530043 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0176222 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0190751 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0208585 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0629012 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00592186 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0702426 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.036587 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0443001 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0621484 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0702426 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0629012 # DEPENDENCYPART_SIBL
(5,3),(5,35),0.0728534 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0273284 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0307665 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0654278 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0871933 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0832957 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.032761 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0711215 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.112861 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.154468 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0947772 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0910813 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.112861 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.032761 # DEPENDENCYPART_SIBL
(5,4),(5,35),-0.0441948 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0427234 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0381722 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0278132 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0288664 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0555767 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0974812 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0178576 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0409891 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0445465 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0012667 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0178576 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0555767 # DEPENDENCYPART_SIBL
(5,6),(5,35),0.0836815 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0400757 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0910976 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0892188 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0385257 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00910701 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.127647 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0503955 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0503408 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0613488 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.127647 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0385257 # DEPENDENCYPART_SIBL
(5,7),(5,35),0.0613545 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.014689 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0157209 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0921485 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0533188 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0129619 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0544542 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0406494 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.00234312 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0129619 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0921485 # DEPENDENCYPART_SIBL
(5,8),(5,35),-0.0741327 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.123868 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0799571 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.128438 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.027284 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.040017 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.111106 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0797534 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.027284 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0799571 # DEPENDENCYPART_SIBL
(5,9),(5,35),0.0259772 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0753197 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.128413 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0180249 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0564473 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.1111 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0797472 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0180249 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0753197 # DEPENDENCYPART_SIBL
(5,10),(5,35),0.0316839 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0422219 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0293836 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0183819 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0167486 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00732448 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0293836 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0519742 # DEPENDENCYPART_SIBL
(5,11),(5,35),0.00559481 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.019262 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0640886 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.111925 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0824945 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.019262 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0367867 # DEPENDENCYPART_SIBL
(5,13),(5,35),-0.00348634 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.382928 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.343974 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.568355 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.157119 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.247135 # DEPENDENCYPART_SIBL
(5,14),(5,35),0.0861914 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.105965 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.18129 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0338051 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.287949 # DEPENDENCYPART_SIBL
(5,15),(5,35),0.00539727 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0193327 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.340819 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0306143 # DEPENDENCYPART_SIBL
(5,16),(5,35),0.104159 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0271903 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0559895 # DEPENDENCYPART_SIBL
(5,18),(5,35),0.024683 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.247135 # DEPENDENCYPART_SIBL
(5,19),(5,35),0.0861914 # DEPENDENCYPART_SIBL
(5,23),(5,35),0.00559481 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0643539 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.10972 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0628138 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0288797 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0988275 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.04515 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0456844 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0660302 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0122801 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0833904 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00983857 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0153922 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.064373 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0300212 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0695079 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0689802 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.167537 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0845847 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0170922 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00843578 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0453474 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0589736 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0614021 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0619296 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0536563 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0194883 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0258247 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0863574 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00237695 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0578132 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0551715 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0096747 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0601604 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0421385 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.100145 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.063989 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0637162 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0538695 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0533239 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0278773 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.719381 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.718534 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0672538 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.696341 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.153765 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.74723 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0688429 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.745761 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0283415 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0641749 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.745663 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0375653 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.369776 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0948739 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.018357 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0705976 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0734426 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0221494 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.000523344 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0381224 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0411299 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0099576 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.000684363 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0241289 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00953883 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.690496 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0438492 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.043446 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.00953883 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.00221186 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0471116 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0099576 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.0362883 # DEPENDENCYPART_SIBL
(7,1),(7,29),0.0457434 # DEPENDENCYPART_SIBL
(7,1),(7,35),0.106889 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0429581 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.16342 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.087562 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0984907 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0933759 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0676282 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.114582 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.106253 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0923876 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0928567 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0893145 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.122716 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0923876 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.114865 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0999671 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0676282 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0977803 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0137569 # DEPENDENCYPART_SIBL
(7,4),(7,35),0.0082574 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0380612 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0546457 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0783129 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0755668 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.125359 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.072347 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0643323 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0341165 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0286904 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0345056 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0446515 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0341165 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0724854 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0763287 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.125359 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0790271 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.0605994 # DEPENDENCYPART_SIBL
(7,5),(7,35),0.0938219 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0104179 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0345994 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0381298 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.073405 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0202421 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0101262 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.124623 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00385434 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0666049 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0268577 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.124623 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.020606 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0340581 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.073405 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0345848 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.0380343 # DEPENDENCYPART_SIBL
(7,6),(7,35),-0.0397235 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.116407 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.114788 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.102551 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0845711 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.167336 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0820243 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0332633 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.133661 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0942827 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0820243 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0845908 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.119089 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.102551 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.118594 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0387078 # DEPENDENCYPART_SIBL
(7,8),(7,35),-0.120589 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.255995 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0286897 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0321733 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.397007 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00190765 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0305052 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.18988 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0978489 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00190765 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0371081 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.268198 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0286897 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.262344 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.13949 # DEPENDENCYPART_SIBL
(7,9),(7,35),-0.0712669 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0273512 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0420723 # DEPENDENCYPART_SIBL
