# _root_ The marriage of news and theater , if not exactly inevitable , has been consummated nonetheless .
#goldHeads=2,13,2,5,3,5,13,11,11,11,13,13,0,13,14,15,13,
#predictedHeads=2,13,2,5,3,5,2,11,11,11,2,2,0,13,14,15,13,
(6,1),(6,14),0.18866 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.00310416 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.114097 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.194203 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0186122 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0667953 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00214947 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0243362 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0184724 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0186122 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0362968 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0118322 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0218995 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0058098 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00889922 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0505469 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.000603848 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00555031 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0140209 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00889922 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0420317 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.042517 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00405972 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0093743 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00457869 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0177679 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00391935 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.037442 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0302005 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0188303 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.00142512 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0039115 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00939115 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0181249 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00455642 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0152413 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00991287 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0322927 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0160997 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00807323 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0351395 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00927052 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0278427 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0149847 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0211501 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00124341 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0144409 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.00601788 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0103043 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00201708 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0261269 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00624873 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0135503 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00909117 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0163469 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00790928 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.000141849 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.012407 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00133875 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0188303 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00142512 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0039115 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00939115 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0208301 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.014111 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0107767 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0126266 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00825347 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.00019379 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0185896 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0266404 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0310797 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0288056 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0408775 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0270453 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0577702 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0444038 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0381724 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0133972 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0468261 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0442557 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00471234 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00484631 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.027967 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.156824 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0169685 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00633078 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0532915 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0189351 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0369265 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0326486 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0156193 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.09476 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0137089 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0316171 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0156538 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0877285 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0613072 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0696882 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.798688 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0917283 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0548167 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.132851 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0255028 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0372608 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0288884 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0191283 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0203324 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.018471 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0138338 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00241875 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0268959 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0192145 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00118484 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0092443 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00541956 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0142977 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.013101 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.013178 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0317243 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0053052 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.000392683 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0578462 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00710593 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0863652 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0455072 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.010933 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.226657 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.153175 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0163364 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.108457 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.196973 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.11834 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0173702 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0234509 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0399372 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0441106 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00398901 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0148308 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0550598 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.108388 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0376827 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0121227 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0366888 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.1375 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0249881 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0374421 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0433379 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.152043 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0553082 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0389243 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.223607 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.150318 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0146673 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.105469 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.194239 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.116048 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0157011 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.139221 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.065732 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.11088 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.620768 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.131182 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0592438 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00397673 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0874528 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.213459 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0882273 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00635954 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0925376 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0281058 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0509453 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0150397 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0052849 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0605586 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00520063 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0688282 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0058705 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.000674529 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0266787 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0870419 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0641084 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.103088 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0530145 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.107763 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0712641 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00588738 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00427505 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0266792 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0625139 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0495019 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0795974 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0373502 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00565133 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.108747 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.198456 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.085308 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.570375 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.117047 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0583977 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.11396 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0753169 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.17141 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0793702 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0227584 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0845635 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.157009 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.135139 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0309549 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.000539187 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0365447 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00655047 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0439558 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0103435 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00908105 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0189268 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.032506 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0146837 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.214141 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0599803 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0961735 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0573546 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0669807 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0108673 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00898943 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00292755 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0253993 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0236834 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0287472 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.00862854 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.217538 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0592088 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.096329 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0575101 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0679094 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0162126 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00418545 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00241779 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.010733 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0147965 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00137738 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.168761 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0409817 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0616041 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0382556 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.142949 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0646547 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0630644 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0788069 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0189329 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.077317 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.214205 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0597934 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0961705 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0573519 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0659349 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0102445 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00961023 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00354835 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0253995 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0251483 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.10862 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.160557 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0802707 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.411147 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0286599 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0495425 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.050999 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0264811 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0321404 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.131524 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0793306 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.142357 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0424061 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0395525 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0445706 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.000601021 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.10083 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0650657 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.124379 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0307353 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0198274 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0259151 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00697998 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00441303 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0723777 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0410402 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0306925 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0356165 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0158703 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.000148129 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.022133 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.020355 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0300829 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0143346 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0131469 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00869044 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00876787 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0085277 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.031283 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00739667 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0106736 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0290207 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00966163 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0308792 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0132613 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0483236 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0610059 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0329169 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.048909 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0470698 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0737421 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0726331 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.084878 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0665703 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0331415 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0737421 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0199123 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0296719 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.108486 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.067437 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0228394 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.120894 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0657671 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.139489 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00289724 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0361906 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0069786 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00304454 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0370505 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00289724 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00837161 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00440746 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0507009 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00628776 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0637153 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0467719 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0752503 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0836947 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.118036 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0447253 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0416781 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0210533 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0836947 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00766657 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00269386 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0860951 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0358727 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0628754 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.138894 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0101707 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0303754 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.000861768 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00479583 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0302138 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0101707 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0495607 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0378644 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00727247 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0567043 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0460088 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0140878 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0594375 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0505645 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0364607 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0350638 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0140878 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0413301 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0295601 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0775685 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00330652 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00282814 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0363756 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00697911 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00304488 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0367905 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00282814 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00615666 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0066224 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0517943 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00215698 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0043954 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0183125 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.000517237 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0235518 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0081338 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0187106 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00549276 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.126005 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0343022 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0343944 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0301919 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0162222 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0610576 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0597738 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0438044 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0462336 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.14192 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0485478 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0483172 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.13732 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0103962 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0037318 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0392121 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0443955 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0226123 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0879122 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0131154 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00413278 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0489986 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0573098 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0365715 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00673096 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0218645 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0260951 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0298367 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0187106 # DEPENDENCYPART_SIBL
