# _root_ The Pentagon 's recently issued `` Soviet Military Power , '' though in general adopting a softer line , repeated the Sverdlovsk assessment .
#goldHeads=2,9,2,5,9,9,9,9,20,20,20,15,15,13,20,18,18,15,20,0,23,23,20,20,
#predictedHeads=2,9,2,5,20,9,9,9,5,9,9,15,15,13,9,18,18,15,20,0,23,23,20,20,
(5,14),(5,24),-0.0175207 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0102468 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0035157 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0193172 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0185465 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.00916538 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0761466 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.055434 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.00682696 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0679668 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0732855 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.00457914 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.0268795 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0175 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.00254494 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0203834 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0281226 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0333634 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00298414 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0949397 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0771695 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0326917 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.03727 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0334625 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0656033 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.019296 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0622131 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.000777915 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0199953 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0118753 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0535739 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.13407 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.608014 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0990118 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.131766 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0119334 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0314286 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0373553 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0304993 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0543783 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0138836 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0196727 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0305983 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00169381 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00166826 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0113782 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0129482 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0192583 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0234102 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0192378 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0195696 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.00651448 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00936579 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00587922 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0251027 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00735771 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.016126 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00346538 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00865244 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.00338058 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.00679761 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0100057 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0212187 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.012774 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00436714 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0369722 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0232366 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.105321 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0430682 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.104754 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0488759 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0430726 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0448869 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00648612 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0185362 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0627667 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0174801 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0627668 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0155445 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00884942 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.00128401 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0137835 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0448751 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0168891 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0473125 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.032234 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.013111 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00860732 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0323029 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0117129 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.034751 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.00211502 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0199495 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0199256 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.019929 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.016085 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0116577 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0663497 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.00816595 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0620486 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0714223 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00890485 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.00869724 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.00396085 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0641852 # DEPENDENCYPART_SIBL
(7,20),(7,24),0.0704098 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0162497 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0282348 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.044416 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0951513 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0771693 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0322455 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0368261 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0331652 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0255985 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.134283 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.608017 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0985685 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.131325 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0116344 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.108313 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0395801 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00108125 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.01596 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0490822 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0215473 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0116481 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00549261 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0379626 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0435134 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0453273 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00714794 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0092895 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00194568 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0124498 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0352515 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0146319 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0961259 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.051808 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0665272 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0412253 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.121798 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0830042 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0534819 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0315597 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.029029 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.247861 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0656962 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.121798 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.245417 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.083001 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0138471 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0082786 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0380654 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.02455 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0119553 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00242109 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0936822 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0605605 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0507268 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0278258 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0226415 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0297057 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.036274 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0936822 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0204219 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0537252 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0522589 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.000873872 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0134213 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0171098 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0189177 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.014989 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0185443 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0586253 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00409934 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00731406 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0170941 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00190391 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.014989 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0114355 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.00336516 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.054969 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0322559 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0118214 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0086641 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0258765 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00593464 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0349304 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0191513 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0179488 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0234715 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0152524 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0258765 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0347017 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0240261 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0345183 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0427057 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0446237 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.122959 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.823534 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00581471 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.051205 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0334655 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00745163 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0886777 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.122959 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0033247 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.103976 # DEPENDENCYPART_SIBL
(9,6),(9,24),-8.91505e-06 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0248844 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0550073 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.000569439 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.115172 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0970236 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00319888 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00232845 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0220692 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0550073 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00484195 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0135033 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0965344 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00517463 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0408088 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.000553211 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0520276 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0489247 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0383247 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00843795 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00517463 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0358112 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0170039 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0573506 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0850144 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.019955 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00735844 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0447083 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.026934 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0665803 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0371237 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0865038 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0651605 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.00732324 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0305565 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.025352 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0191181 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0178449 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0413142 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0286522 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0343797 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0410324 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.000438657 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00494215 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0115059 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00268451 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00521954 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0147514 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0275974 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.00737613 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0322388 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0245673 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0215416 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0267673 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0384551 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0464545 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0289347 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0115753 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00471328 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00341087 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0212725 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0233199 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.000711558 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.00339909 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0115662 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0364824 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0174238 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.00698429 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.00734322 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0247345 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0178739 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0141993 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0303357 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0865038 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0651605 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.00732324 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0250625 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.027529 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0203993 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00384751 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00417789 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0658922 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0217973 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0155645 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0150876 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0121234 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.120361 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0210283 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.00400213 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0064166 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.067569 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.125983 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.167991 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.127891 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.1386 # DEPENDENCYPART_SIBL
(12,10),(12,19),1.02531 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.159291 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.159641 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00199733 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0253913 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0121237 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0257535 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00366424 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.187682 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0120208 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0658531 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.02503 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0226534 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0237016 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0347906 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0208019 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0195118 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0308738 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0081747 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0244404 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0466832 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0390217 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.00817205 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0117063 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00731782 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0230707 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.108194 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0216573 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0704165 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0398466 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0369744 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00881689 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.00515188 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0361183 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00925843 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.00306414 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0332999 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.00229482 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.0694006 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00985306 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0459458 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0316976 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0298911 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0249426 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0225257 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.154387 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.027588 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0327836 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0158759 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00150413 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.016282 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0022059 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.22891 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.00117669 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0142394 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00263444 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.013405 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0433894 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.145492 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.047165 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0159579 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0388768 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0827588 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00696652 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0854637 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0220663 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0587739 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0724881 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0619394 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0755017 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.00858828 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0782066 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0202316 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.126365 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0623487 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.208746 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0389324 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0331147 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0186505 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0503951 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.000809838 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0240298 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0209173 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0673508 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0514018 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0164333 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0518878 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.012855 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00782491 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.000467619 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0129306 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0271517 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0210505 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0364066 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0263328 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0251366 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00776244 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0518827 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0622082 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00860848 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0509286 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00786898 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0652734 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0116453 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0609723 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.025313 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0166117 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0214724 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0062633 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0089302 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0631089 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.00864032 # DEPENDENCYPART_SIBL
