# _root_ A new specialty court was sought by patent experts , who believed that the generalists had botched too many important , multimillion-dollar cases .
#goldHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,19,23,23,23,23,17,5,
#predictedHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,20,20,23,23,23,17,5,
(6,17),(6,18),0.0244077 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0293062 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0157298 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.00872002 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0694775 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0220116 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0416044 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.00868689 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0667943 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0164255 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0134528 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00976945 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0870303 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0229577 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0271399 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0156297 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.120886 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00720441 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0216654 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.000221713 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.119957 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.010941 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0234884 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00204473 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.121141 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0215876 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0534382 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0478994 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0149021 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0594021 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0587498 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0194965 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0156763 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0106343 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0164187 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0399228 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00558279 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.045892 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0568072 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.119477 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.186334 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.201006 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0243229 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0442739 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.113589 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.250349 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.02471 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.306807 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.265542 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0195276 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0182217 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0742302 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.113589 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0247701 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.020103 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0575337 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0650799 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0191058 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0347013 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0232478 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0475996 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0385445 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0147991 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00232059 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0725235 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0319312 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0255053 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0192045 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0471363 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0385445 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.000615229 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0610817 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0717915 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0379054 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0445836 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.033565 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0311613 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.065794 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0424862 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0273776 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0276055 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0284302 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.00662907 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00354069 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.00424729 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.065794 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0256267 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0244016 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0171123 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0237905 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0206095 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00451938 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00599036 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0213232 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00359945 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00644274 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00726728 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0139319 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0108435 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00655117 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00599036 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.00172725 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.00349836 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00758841 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0144921 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.000463687 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00206867 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0847274 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0138365 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0907465 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0736126 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0378925 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0423847 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0350364 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00206867 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0139891 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0517709 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0056025 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0080468 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.000234411 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0613846 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00525413 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.072824 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0507525 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0184716 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0229638 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0312937 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.000234411 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.00510152 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0320282 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0196165 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.05222 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0492662 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0321763 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0503143 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.045879 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0304127 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0242173 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0308567 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.05222 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0345854 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0200716 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0397089 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0366949 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0133061 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0218143 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.022639 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0117345 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00864615 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00921448 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0397089 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0115552 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0192146 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00730449 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0408332 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0308087 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0132085 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00635295 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00377613 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0248299 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0257068 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0407045 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.00168507 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0162777 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0116993 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0212846 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0169518 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0165409 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.00292088 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00204816 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0163573 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.000169863 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0133237 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0203332 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0169044 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0030802 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.000847072 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00810847 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0133908 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0261868 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.000199132 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00322384 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00273174 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0133777 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0431359 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0065933 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0258026 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0131264 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0127155 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.000906313 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0133754 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0125314 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.000463003 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0255287 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0161038 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0183417 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0146936 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0246354 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0336154 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.00716884 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0139484 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.00463814 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0208689 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.00702051 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0097126 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0407045 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.00168507 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.029819 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0151105 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0234076 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0697922 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0742234 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0558173 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0731452 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.109083 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0453749 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0262265 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0434207 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0408638 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0094622 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0216333 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0430704 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0212331 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.050392 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0489567 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0236407 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00484043 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0587075 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0510153 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0496448 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0676438 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0135881 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0207214 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0033811 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0325525 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0236299 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0111629 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0143818 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.00497176 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0157729 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0367565 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.00723326 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0499346 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0818287 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0594106 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0753562 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.067501 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0154893 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0100784 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00829737 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0516859 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0334995 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.110971 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0312525 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0739228 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.00262654 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0429085 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.070934 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0761112 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.105815 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0395443 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00154039 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0187342 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0409477 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00937833 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0151652 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0105949 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.014765 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0444401 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0102505 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0523657 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0430973 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.107842 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0211515 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.074848 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0479772 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0151214 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0343748 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00313776 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.204445 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0171473 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.025965 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0288304 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0627508 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0491715 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00999141 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0165431 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0148511 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0853621 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0423138 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0236511 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.150147 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0252619 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.00798422 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.194677 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0690557 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0467235 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0670825 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0559115 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00561149 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.043976 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0595576 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.063055 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0609102 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0480772 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0521799 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0352387 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0278699 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0287757 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0221446 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0220955 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0339314 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.017303 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0353266 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0354079 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0528837 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0122669 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0141896 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0851598 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0126829 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0359178 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00612097 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0342 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.040266 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0255806 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00606187 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0237258 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0299051 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0412083 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0315366 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0426056 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0163516 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.00953775 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0341288 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0195851 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0356333 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0219956 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0370306 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0113107 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.00903979 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.067755 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0438353 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.014645 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0563568 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0568569 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0417732 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00735729 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0160535 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0198789 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0467591 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.066963 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0685009 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0480486 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0277389 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0111042 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00328627 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.00317719 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.00924015 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0345206 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0251876 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0175147 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0148908 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0505482 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0474816 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0298297 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0303778 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0014045 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00503818 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00320897 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0646737 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00496778 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0127987 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0381057 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.040418 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0108021 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0254463 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0206481 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00344233 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0637709 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0414759 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0159236 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0204158 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0296724 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.00630399 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0399633 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0287417 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0292127 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0490607 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0382326 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0581006 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0636308 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.212066 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.13842 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.010296 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0147209 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0530024 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.000468619 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00652252 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00114801 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.000655913 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0158629 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.00867384 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0110512 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0106403 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00339094 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0104515 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.025349 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.016693 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0148779 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0342046 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0141327 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.00325231 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0323688 # DEPENDENCYPART_SIBL
