# _root_ In composite trading on the New York Stock Exchange , Black & Decker closed at $ 19.75 yesterday , down 25 cents .
#goldHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
#predictedHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
(6,5),(6,7),-0.0279319 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0510186 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0659216 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0145527 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0180433 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0182931 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0416876 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0343334 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0115314 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0051257 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0491413 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0198855 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0662815 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.020797 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0292622 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00739225 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0939286 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0864474 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0409017 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0495591 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.059115 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0906831 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0363878 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0157687 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0127868 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0949675 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0938504 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0731045 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0118966 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0259844 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00091924 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0161652 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.137966 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0551657 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0872415 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.126478 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0522695 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0391793 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0255576 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0361692 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.026427 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0761301 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00822532 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0522695 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0284594 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.126904 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0171457 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0855623 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.10818 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0280861 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0406572 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.113855 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0362712 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0889605 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0722557 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0208672 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0280861 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0235193 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.269459 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.263206 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.362284 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0494113 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.059675 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.105288 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0593782 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0101805 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0195642 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00556362 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0494113 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.147249 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0921718 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0976993 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0262184 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0575599 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.14518 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0531738 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0802349 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0147115 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0413409 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0262184 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0477085 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.161208 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0795832 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.111696 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.147504 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.10731 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.134361 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00306345 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0950179 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0795832 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0564065 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0936453 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0809823 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.161209 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0765962 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.184734 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0156976 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0594539 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0936453 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0707054 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.017449 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0421725 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0237 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00840297 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0210839 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00270652 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0204178 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0186661 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.029497 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00148845 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0169702 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0183796 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0128028 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0275182 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.028391 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0308407 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0272151 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0196302 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0382133 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00638165 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0308508 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0165536 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0184003 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0120359 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0210891 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0292262 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0199295 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0242795 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0318249 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.00170647 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0106556 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0151059 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0446766 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0121925 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.034958 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0186661 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0239798 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0175886 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.106143 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0191155 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0135405 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00964574 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.092373 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0222465 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0165923 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.141094 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0352773 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0298106 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0299049 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0542019 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00646457 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00259015 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0282047 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0357956 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0780546 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0878944 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0870236 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.039784 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0462105 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0557905 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0469055 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0517909 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0891173 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0395841 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0319366 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0120936 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.104198 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0324666 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0655123 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0967693 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0471655 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00876139 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0482346 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0622013 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0469869 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0882135 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0204184 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00401283 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0274355 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0859668 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.113464 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0185183 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.024043 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0047639 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0119564 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0074559 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0118201 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0252363 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.010372 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0299047 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0400302 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0355386 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0313339 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0436109 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0427495 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.00706715 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0450328 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0316612 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0359802 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0599339 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0335568 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.135499 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0322444 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.132042 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0227214 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.019447 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.148696 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0827786 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.087763 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.114505 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0281271 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0437696 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00132583 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0524521 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.080952 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.058936 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0735551 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0717285 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0734021 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.062926 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00169 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0351538 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00921676 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0655552 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0379513 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.000352418 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0387262 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0291371 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.035289 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0569631 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0142776 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0836879 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0108004 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00425818 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00376663 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0132443 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0153919 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00329411 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0723073 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0229876 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0100124 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00356772 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0176374 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0558183 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0422649 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0108628 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0769734 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.034929 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0502133 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0399641 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0776588 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0661094 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.069746 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0160079 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0676358 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.12873 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.042147 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.159967 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0302601 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00279874 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.142286 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0949203 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.00307034 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.104006 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0333801 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.13593 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0658596 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.123229 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0707676 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0046522 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0857621 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0754657 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.043907 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0286994 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0479838 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00116949 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0883613 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0366665 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0617553 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0888253 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.159781 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0187017 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0275615 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0390277 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00949758 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0271768 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0915161 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0145053 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0340757 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0101949 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00569134 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0732416 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.000549983 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0295448 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0954895 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0136204 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.025528 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.036548 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0123809 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0236887 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0322967 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.033891 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0435001 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0127106 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0238345 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0142515 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0705327 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.00631069 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0366584 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0336406 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0227129 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00616512 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.00975867 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.115193 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0315729 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00680285 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0103396 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00707697 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.100491 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0317084 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0238279 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.118255 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.00756595 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0217105 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0111614 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0805177 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00513922 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0173771 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00659721 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00610287 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0639662 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0525218 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0251521 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0847956 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00871858 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0307002 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0536131 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00328585 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.128495 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0560402 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.083554 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0706017 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0866282 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0220555 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00739113 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0396715 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0997183 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00395471 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00271153 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0123037 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00125702 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0741702 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.01107 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0290132 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0956677 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.00228859 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0133124 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00806474 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0386785 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0117389 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0182943 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0326328 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0188306 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0370569 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.00499353 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0216746 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0179061 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00189156 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00752745 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0773793 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0225211 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0116779 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0304041 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00808046 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00594134 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00321965 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0247857 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00577481 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0131304 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0149339 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0122286 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00549059 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0242216 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00924784 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.00494484 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0176246 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0268246 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00618371 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00932022 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0239821 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0419126 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0251049 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.023218 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0394686 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0068833 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0850212 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0401036 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0219242 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0184011 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0396486 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0363229 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0550576 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.137221 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.026318 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0600515 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.349283 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0924057 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0222634 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0165795 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.141081 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0553549 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0168964 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0391005 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0558175 # DEPENDENCYPART_SIBL
