# _root_ But Mr. Schulte , the bondholders ' adviser , said Revco was dragging its feet in responding to the proposal .
#goldHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
#predictedHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
(8,9),(8,15),0.094469 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0527028 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0577484 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.000181464 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0267964 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00122496 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0201654 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0255746 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00795014 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0207502 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0204361 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00128485 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00506669 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0160121 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0204804 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00150251 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00702951 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0100302 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0101015 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00699969 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.010615 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0112642 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0062578 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00679499 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0112631 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0104527 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0187791 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.000897027 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00898588 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0282556 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0576668 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0104779 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00568786 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00101621 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0114215 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0222181 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00128597 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.000530418 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0114215 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0506872 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0273415 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00344771 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0540228 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0266574 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.00283051 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0124349 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.106729 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.129742 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0298742 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.108941 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.124787 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.131707 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0298742 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.124472 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00226345 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0442463 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.133519 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.138361 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0442897 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0680937 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00184634 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0275409 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.107211 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.1017 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.10862 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0275409 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.113451 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0427737 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00268067 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.122498 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0630163 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00272411 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0560008 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.00444862 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0307517 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0149145 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.000805694 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0768988 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0218048 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00129675 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00820339 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0161764 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0183225 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0088206 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0329579 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0157948 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0352483 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0462398 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.154275 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0729091 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0712606 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0684799 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0780983 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0569666 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0692715 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0624082 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.119995 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.107467 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0270474 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.109243 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0445623 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.000892071 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.11829 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0602164 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.000935506 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0532008 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0198411 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0283338 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.103214 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0383261 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00704556 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.112261 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0605147 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00708899 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0561293 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0179253 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0218048 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00129675 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00820339 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0161764 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0183225 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0088206 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0329579 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0157948 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.138745 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.107871 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0772138 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0537659 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.104713 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0729642 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0828237 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0414634 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00176868 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0244283 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0424312 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0471717 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0390675 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0366621 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0370856 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0893525 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0792098 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0022679 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0478106 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.101357 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0673115 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0923113 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0368857 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0566229 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0697032 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0804789 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00847167 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0592024 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.125235 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0155204 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0114474 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0412178 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0211622 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0230532 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0167744 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.016528 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00303763 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0556748 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.04596 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0263178 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0972802 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.120372 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.132546 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0127581 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.005066 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0116277 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.040871 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0205783 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0227865 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0170411 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0176084 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00303444 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0400398 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.020424 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0197812 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0199876 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0207286 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00353463 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0444942 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0227253 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0100831 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0169166 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0175352 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0362545 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0370387 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0235585 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0253989 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00772426 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0196478 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0103647 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0158061 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00342802 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0352188 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0631437 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0575972 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0323438 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0564461 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0572428 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0323438 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0194011 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0562178 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0402185 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0571706 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.105732 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0408357 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0419125 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.072142 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0526215 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.169239 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0207423 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.165652 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.171541 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0207423 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0376905 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.16747 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0473272 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0607635 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.135096 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0473707 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0651058 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0707203 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0140371 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0184109 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.142569 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.148458 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0184109 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0346342 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.144387 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0054078 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0489053 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.058916 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00545124 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.052177 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0588622 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00477563 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0181928 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0319104 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0373024 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0503452 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0214019 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00673783 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00465912 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0865557 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00612062 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0485084 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0301568 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0398334 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.147305 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0179174 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0342485 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.143234 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00408322 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0456462 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0570644 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00412665 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0503253 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.055603 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.00743844 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0192975 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0345965 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.14441 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00112843 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0300122 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0487807 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00108499 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0446718 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0399691 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0159014 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0503452 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0214019 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00673783 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00465912 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0865557 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.00612062 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0485084 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0301568 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0398334 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0621227 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0693509 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0116715 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0465622 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0715428 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0979022 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0204937 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0105012 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00285898 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0571876 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0602206 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00290241 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0523253 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0671444 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0117923 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0417021 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0367642 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0204246 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0703823 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0389537 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00494972 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0532751 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0280194 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0452135 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0628809 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0119011 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00507641 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0568975 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0140785 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.00883482 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0716514 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0402038 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.00125405 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.070419 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0345292 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.00166897 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00515789 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0036591 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0931685 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0150872 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00826127 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00515851 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00483248 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00593528 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.019865 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0235049 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0166191 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00312013 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00270126 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00619884 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0283336 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00507206 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00980263 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0330653 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0519199 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0155355 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.064352 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0215747 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00774292 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0365527 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0599174 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0317707 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0530056 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0118618 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0302058 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0123898 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00677159 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00249041 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0418095 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0241633 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0276749 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0288597 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00695702 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00523533 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.017479 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0706909 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0462947 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00282564 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0225135 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0194932 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00777425 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00929804 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0370955 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0128665 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0229987 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0420199 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0242693 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.000162212 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0214947 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00657564 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.00044245 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0192865 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0105362 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0334226 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.015751 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00452128 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0117604 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.072034 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0125033 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0261167 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0158867 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0120836 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0269667 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0287269 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0350856 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0315555 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0371215 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0148409 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.000502672 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0134424 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0780003 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00800822 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00423917 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0353824 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0106113 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0261168 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0216255 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.120408 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0544981 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0951905 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0215687 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0197974 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0397612 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0275325 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0089778 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0157786 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00315829 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0230752 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0530002 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0152334 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00811103 # DEPENDENCYPART_SIBL
