# _root_ When the plant was destroyed , `` I think everyone got concerned that the same thing would happen at our plant , '' a KerrMcGee spokeswoman said .
#goldHeads=5,3,4,9,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
#predictedHeads=5,3,4,27,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
(9,1),(9,3),0.0179975 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00640375 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0196259 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0524531 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0932162 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00632223 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0153517 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.144715 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0115468 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0275816 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0427785 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0104066 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.223602 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0186039 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0350252 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.179229 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0301148 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.214607 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.25286 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0124822 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0254224 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0672291 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.053941 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0139093 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.069037 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.115471 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0249185 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0540614 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0186566 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0123493 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0256105 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0392794 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0367433 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0098166 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0583609 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0265085 # DEPENDENCYPART_SIBL
(9,3),(9,28),0.0388196 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0429265 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0537768 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0175534 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00446522 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0282471 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0747781 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0103123 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0389243 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00175979 # DEPENDENCYPART_SIBL
(9,4),(9,17),5.83249e-05 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00997503 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0168427 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0101521 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0342316 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0367173 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0263927 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.0722405 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.043749 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0201252 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0162517 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0580798 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.078177 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0297163 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0692668 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0315925 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0403934 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00657613 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0469312 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0399848 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0785881 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0132821 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0161574 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.0248429 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0898334 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0887705 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0524029 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.152314 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0296717 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.04972 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0235487 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0420291 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0270698 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0183112 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.00694473 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.154726 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0587447 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0507594 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.101113 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.119017 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0571637 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0998405 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0125495 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0472727 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0164215 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00859804 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00630384 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0266362 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0372606 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0404258 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.497078 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.000461198 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.041404 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.126935 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.123146 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00374741 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0846403 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.111679 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.169768 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0389862 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0419983 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.111269 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0364562 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.104108 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0356716 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.112912 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0869051 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0727621 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0927124 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0714377 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.105737 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0822434 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0310121 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0757216 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0607439 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0682207 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.100159 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0738743 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0101336 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00872551 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00886252 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00825155 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00947365 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0120219 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.00623908 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0498331 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0874874 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0272602 # DEPENDENCYPART_SIBL
(9,11),(9,28),0.0620692 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0231633 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0420604 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0638671 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0406612 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0368044 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0431223 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0467673 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0402928 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0302195 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0526653 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0702714 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0766349 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.102702 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0498478 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0713611 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.106855 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.091931 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.127249 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.109202 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0740529 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0315032 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0150549 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0433686 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0182397 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0256972 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.0494121 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.0104046 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0492458 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0659615 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0634745 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0287236 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0819613 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.0539005 # DEPENDENCYPART_SIBL
(9,17),(9,28),-0.0110424 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00693071 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0128437 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.00478224 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0316076 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.0446841 # DEPENDENCYPART_SIBL
(9,18),(9,28),0.0372548 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0151027 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0563604 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0575896 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.0462243 # DEPENDENCYPART_SIBL
(9,19),(9,28),-0.0559254 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0347593 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0435876 # DEPENDENCYPART_SIBL
(9,21),(9,27),-0.0763924 # DEPENDENCYPART_SIBL
(9,21),(9,28),-0.0384974 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0215196 # DEPENDENCYPART_SIBL
(9,22),(9,27),-0.0494357 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.0235816 # DEPENDENCYPART_SIBL
(9,23),(9,27),-0.0254961 # DEPENDENCYPART_SIBL
(9,23),(9,28),-0.0791678 # DEPENDENCYPART_SIBL
(9,27),(9,28),0.0538748 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0307731 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.090868 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.101879 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0119811 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0849309 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0625542 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.101705 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.109905 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.090496 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.144906 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00971348 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0257343 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0305069 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0369457 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.038354 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0558373 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00790854 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.03957 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0244884 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0152452 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0858507 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0200124 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.021477 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0200176 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.107396 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0498255 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0148258 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0211396 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0459317 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0574081 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0491594 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0216586 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.027389 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.10278 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0543489 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0114919 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0312339 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0237705 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0491506 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0457703 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0155224 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0126126 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0617777 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0631032 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0666031 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0203166 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0804632 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.113576 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.024603 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0407069 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0853537 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0968119 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0128769 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0476971 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0057575 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0522775 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0775911 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0292662 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0255548 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0294948 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0441769 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.015514 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0945342 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0242871 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0496364 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0506083 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0137524 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0148616 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00374043 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00325988 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0199893 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.000672446 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00340804 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00941493 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0177477 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0178833 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0054198 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0239662 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0229733 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00280918 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0104129 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00472712 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.064392 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0257284 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00307013 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0260019 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.038286 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00948404 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0544872 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0910969 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00597541 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.208141 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0183451 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0803858 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.143449 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0562764 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.198314 # DEPENDENCYPART_SIBL
(11,1),(11,28),-0.257652 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0144539 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00151369 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0113629 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00560363 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.068068 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00509528 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.104625 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0252366 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0578392 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0127095 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0130918 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00255974 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00326586 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0353877 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00849601 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0072159 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.00576503 # DEPENDENCYPART_SIBL
(11,3),(11,27),0.00500019 # DEPENDENCYPART_SIBL
(11,3),(11,28),-0.00744484 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0399545 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0162358 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00037249 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0140462 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0465505 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.000457744 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00256259 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0303958 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0182929 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0383434 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00402749 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0175977 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00843075 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0265638 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0175678 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00362071 # DEPENDENCYPART_SIBL
(11,4),(11,27),-0.0331838 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.0598582 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00620806 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00219931 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0258327 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0441932 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0241579 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0168415 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0607383 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00111055 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00851073 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0364243 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0141988 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0385192 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00326888 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0619244 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.027056 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.0229485 # DEPENDENCYPART_SIBL
(11,5),(11,28),0.0124605 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0173925 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0046908 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00860833 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0232956 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0409709 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0715734 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0225273 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0125712 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0659303 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00422083 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0402811 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00025666 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.143325 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0289292 # DEPENDENCYPART_SIBL
(11,6),(11,27),0.0203015 # DEPENDENCYPART_SIBL
(11,6),(11,28),0.0426425 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0152015 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0146485 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0353259 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0128015 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0508268 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0128918 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0136656 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0141815 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0178053 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0302306 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0105381 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0400281 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.431493 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.023709 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.00598525 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0490813 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0255372 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0188917 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0594256 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.032153 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0475285 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.154507 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0293949 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0671741 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.05048 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.053123 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0567325 # DEPENDENCYPART_SIBL
(11,8),(11,27),0.0277053 # DEPENDENCYPART_SIBL
(11,8),(11,28),0.0990871 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0358159 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0214166 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0729053 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00568574 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00862822 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0363875 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0162643 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0508535 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00315139 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0432683 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0317451 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.0252263 # DEPENDENCYPART_SIBL
(11,9),(11,28),0.00152784 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0169575 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00917869 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.054906 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0676083 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0636847 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0618021 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0840477 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0460235 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0707138 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0635944 # DEPENDENCYPART_SIBL
(11,10),(11,27),0.0635366 # DEPENDENCYPART_SIBL
(11,10),(11,28),0.0647446 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0258021 # DEPENDENCYPART_SIBL
