# _root_ Ms. Malcolm , for example , wrote that Mr. Masson described himself as `` the greatest analyst who ever lived . ''
#goldHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
#predictedHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
(7,3),(7,22),-0.0372933 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0354272 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0647516 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.031662 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.016326 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0205397 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0233788 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00339486 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00355002 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00333217 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0434827 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00123868 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0477993 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0132959 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0350247 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0736963 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0489659 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0267373 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0180445 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0277503 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0261405 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0337288 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0009148 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.00331933 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0125601 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0225555 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0575751 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0145732 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0099077 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00670414 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0370129 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.063801 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0653299 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0326875 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00894186 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0606611 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0372933 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0485193 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0482173 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0619085 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0888235 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0229687 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0532288 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.045295 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0454313 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0407489 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0436078 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0297017 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00134454 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00817452 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0171671 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0383844 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0100121 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0196976 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.00749872 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0128269 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00138691 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00671341 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0161593 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0338677 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.00950433 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0169661 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00271259 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.00399205 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0365914 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0268457 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0227027 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0250671 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0106625 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.011775 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.012376 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00820308 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0305205 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.035087 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0130099 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.00282348 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.00803866 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00961246 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.00796266 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0348404 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.00556676 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.141027 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0129006 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0242567 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0162821 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0155031 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.0180616 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0154117 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.00983446 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.006818 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0165234 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.111557 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0300162 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.032369 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0627433 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.060988 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0397598 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00456108 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0188528 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00317453 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0304982 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.105706 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.107377 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.114561 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0955523 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0344807 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0344663 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0199713 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00200483 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0232317 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0066122 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0257814 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0231157 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0120389 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0442985 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0650032 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0188456 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0172301 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0675681 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0208083 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0556959 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.030571 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.015382 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00664913 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0246654 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0383842 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0106839 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0207317 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0115233 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00244668 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0611 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00231129 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00788882 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0136913 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0195896 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00183923 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.000929957 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0302191 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00305255 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00927208 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0597062 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0260557 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00985217 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0287241 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0399853 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0181899 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.154475 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00287781 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0474328 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0732167 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0300242 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0427054 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0264256 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0708428 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.065161 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0621358 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0360176 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0227927 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0866813 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0704088 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0296321 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.00692887 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0200595 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.040525 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0213303 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00661444 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.025774 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0242649 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0158369 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0423971 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.105174 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0169422 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0172271 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0675591 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0219567 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0518972 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0286676 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.104485 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0192682 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.246117 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.12367 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0202245 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.132009 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0116296 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00258042 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0612141 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0021692 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00813981 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0137158 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0195972 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0018758 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00129262 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0303287 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00291252 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00953269 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0585881 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0233788 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00777064 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.113094 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.00775693 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00262254 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.113471 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00775693 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00722965 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0823221 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.178654 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.105741 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00262978 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0216882 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0132849 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.108998 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0251858 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0118178 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0251744 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.00993468 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.00263346 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00162182 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00480742 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0990707 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00162182 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00945676 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0801375 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.164253 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0913403 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00217762 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.010889 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00682714 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.102695 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0215615 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0189737 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.00130746 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0138871 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.00600371 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0496959 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00984149 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0170067 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00766007 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0343976 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0384087 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0134319 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0163691 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0353841 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0563643 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.123667 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.078397 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0255106 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0206326 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0471052 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0192026 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0246486 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.078568 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0402109 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0539855 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0188203 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.041644 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0199678 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00831971 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00602924 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0358669 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00631303 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0335826 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.00920801 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0377562 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0238393 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0179964 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00861463 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0808263 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.169225 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0963121 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00297088 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00810907 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0076264 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.103512 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0268393 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0179322 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0111307 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0117464 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.00505421 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00766007 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0343976 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0384087 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0134319 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0163691 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0353841 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0563643 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.123667 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.078397 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0255106 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0206326 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0471052 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0192026 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0328743 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0191477 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.000506207 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.000317926 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0363445 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0186869 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0649533 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00852905 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0150821 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.00116407 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0551341 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00936991 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00538593 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0178537 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0303206 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0523513 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00241649 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0723356 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0637644 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0213688 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0191337 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.097212 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0386035 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.122613 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00272993 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.079402 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0399142 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.113983 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0280047 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00802438 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0512149 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0286638 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00798862 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0167573 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0260224 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0202465 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0919483 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0128761 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0292456 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.01238 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0197149 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0237142 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0327464 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00778282 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0138614 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.018345 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0047064 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0101632 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0662642 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0667189 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0154218 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0477395 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0116836 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0270496 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0302097 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00523576 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0184219 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0460414 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00230071 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.00523972 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00626601 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0121774 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.114509 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0340946 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0184377 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.037874 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0441672 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.047347 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00633459 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0176957 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.00561976 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0175344 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.000400833 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0154867 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0193577 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.00685863 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.00636491 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.107193 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00965353 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0139218 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0294048 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.000997127 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0350139 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.096531 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0383103 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.057894 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00912231 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0244055 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.039085 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0296439 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0560287 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.180833 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0453186 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0461948 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.107713 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.087857 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0339864 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0591875 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0352647 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.000107986 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0536954 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.163179 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.407282 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0255372 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0457989 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0695307 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.051475 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0298266 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0196665 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0515867 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0726999 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0251464 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.029842 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.033717 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0636711 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0448313 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.031257 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0297163 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.00333406 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0114563 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0728552 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0396572 # DEPENDENCYPART_SIBL
