# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(5,11),(5,24),0.0139788 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.0240628 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.258 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.192667 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0615445 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.211641 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.405995 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.267278 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.192667 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.0196124 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.170862 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.115809 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0224229 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.048968 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.11009 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.170862 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0598997 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.103288 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.159602 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.00261633 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0685936 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.468989 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0458347 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0936401 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.104222 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.229192 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.152887 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0266248 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0510836 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.113077 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0139782 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.0244939 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.267278 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.192667 # DEPENDENCYPART_SIBL
(5,21),(5,26),0.0196124 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0956733 # DEPENDENCYPART_SIBL
(5,23),(5,26),0.00501255 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0458347 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00288441 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0638159 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00134452 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0623064 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.128372 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0292918 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0200024 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0398222 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0395132 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0381024 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0144993 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00561916 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0569517 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0147519 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00569307 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0142062 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0475055 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0529842 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.324836 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.19331 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0971072 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0442833 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00471089 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0446922 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0590845 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.476654 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.510223 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0723564 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.389865 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0343353 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0401575 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0056383 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00629619 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0506473 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0569597 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0678952 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0746053 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.21955 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.180132 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.399547 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0589944 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0967027 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0484064 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0953462 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0524666 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00210543 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.025133 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00168692 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0653357 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.139558 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0311567 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0198402 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0521582 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0444224 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0376026 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0216122 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00560579 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0589934 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0296928 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0502599 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0742504 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0539092 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00957793 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.327597 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.199037 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0978394 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0440349 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0107465 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0440223 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0593343 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.499467 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.530399 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0732828 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.13361 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.115242 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.125258 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00987385 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.300279 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.101498 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0485277 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00809835 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0225888 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.02299 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0135426 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0763751 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0237074 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.00981833 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0269315 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0270416 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0129625 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0226627 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.131103 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0407672 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0156461 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0232253 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0801403 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00949456 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0495772 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0103955 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.00860912 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0149704 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.115198 # DEPENDENCYPART_SIBL
(8,6),(8,10),3.99886e-05 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0872346 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0245243 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.111385 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.103878 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0362847 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0998446 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0692672 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.108461 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.115219 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.111443 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0239837 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0954646 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0289846 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.108142 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0994465 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0397887 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0960529 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0533726 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.104663 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.111464 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.148947 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.382443 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.213603 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.290217 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.28762 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0244397 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.280656 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0781736 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.280943 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.288126 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0990312 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.325681 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.140751 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.142016 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.659713 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.142561 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.816092 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.143639 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.149551 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.295456 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.316572 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.312881 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0629187 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.312651 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0744328 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.312661 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.312652 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.107019 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.104801 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.183329 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.103927 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.18252 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.104744 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.10379 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.280396 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0103472 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.288778 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0804099 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.290176 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.295335 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0945113 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.284159 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0734255 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.284442 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.291631 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0557515 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0950292 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0670155 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0584168 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0557592 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.284647 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.291633 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0578806 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0578545 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.290288 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0180789 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0574852 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.047923 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.503876 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.055235 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.061729 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0664093 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0490484 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0318697 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.206461 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.135165 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0312052 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0219185 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.194811 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.861309 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0367887 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0266965 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0137703 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.898589 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0431705 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.01197 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0250881 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00696605 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0375536 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0273173 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.490721 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.52428 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0723558 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.191195 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.194822 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00278637 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.188105 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.473089 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.01322 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0290886 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0862086 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.112707 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.297303 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0874968 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.00882843 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0253739 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0216478 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0742896 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.322569 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.085535 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0210667 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.000380089 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00333749 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0826676 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0939272 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.132493 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0255482 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.021469 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0554506 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0191822 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0040099 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00748076 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0756389 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0366899 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.057734 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.177139 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.044519 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0318641 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00629721 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0194772 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.478168 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0538179 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0505083 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0507154 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0424804 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0121432 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0544312 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.478168 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0674975 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.087805 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0893584 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0473475 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0960246 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0555522 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.165141 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0945131 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0897957 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0636352 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.099565 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0473475 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.0852752 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.026837 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0117506 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.368907 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.197515 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.260988 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.270615 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.202535 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.27376 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0117506 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.361553 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0405392 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0369095 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.131247 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0377167 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0182502 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00890829 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.011702 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0104379 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0113167 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0248303 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.131247 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0396875 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0118042 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0306359 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00725435 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0208777 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0305052 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00153083 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0263533 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00752634 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0547554 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0611687 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.126773 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0699588 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0602801 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0103848 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.125263 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00493732 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.000805158 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0514737 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.123782 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0699588 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0623006 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.0457228 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.139625 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.196296 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.196587 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.192138 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.206442 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0475422 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.42658 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0178827 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0347004 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0537599 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0106168 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0454824 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0371323 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0252409 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0356187 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0314951 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0198595 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0537599 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.00240482 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.017131 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0729495 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0733868 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0794239 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0747021 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.274946 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0107 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0778725 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0845009 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0381925 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0782789 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.055017 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0971208 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.010878 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0138928 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0724445 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.084513 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0381925 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0802322 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.0298117 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.11986 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.224778 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.146475 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0817385 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0651583 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0814044 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0937765 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0909201 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0800179 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0591669 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0120106 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0562973 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0552278 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0733177 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0795021 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0909201 # DEPENDENCYPART_SIBL
(12,6),(12,25),-0.0812541 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.0892563 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.237459 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.160999 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0822194 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0703386 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.080631 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0937718 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0919641 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0794997 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0586681 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0255 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0620673 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0609977 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.075318 # DEPENDENCYPART_SIBL
