# _root_ The contract was first proposed more than two years ago , but shortly afterward , the colony 's markets were hit hard by the October 1987 global stock crash .
#goldHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,29,29,29,23,12,
#predictedHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,25,29,29,23,12,
(5,3),(5,12),0.0375092 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0178452 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0150747 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0291472 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0188703 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0216854 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0187338 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.0976795 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.019023 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0618724 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.036754 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00742858 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0417155 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0350685 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.050182 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0230971 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.024601 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0350685 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0705203 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0524045 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.162449 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.0943266 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.112541 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0344159 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0661135 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.032893 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0211874 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.052178 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.013355 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0220726 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0211874 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0197626 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0157827 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0469823 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0176767 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0687713 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0340044 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0187776 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0496316 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0803427 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0377892 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0387549 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0496316 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0786168 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0596132 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0626942 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.121043 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0535324 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0120904 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0148328 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0333279 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.00182026 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00069647 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0148328 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0382535 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0294412 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0331792 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.0352197 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0433241 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0110591 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0506948 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0213361 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0199731 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0110591 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0369151 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0123049 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0162411 # DEPENDENCYPART_SIBL
(5,9),(5,30),-0.0412357 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.026173 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0365974 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00862265 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.020486 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.026173 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0258441 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.00614755 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0311128 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.0360649 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0013746 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0419319 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0440398 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0222374 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.00965296 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0404876 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0050277 # DEPENDENCYPART_SIBL
(5,11),(5,30),-0.00460417 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.00107064 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.000169656 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00236461 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0382563 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0244224 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0113136 # DEPENDENCYPART_SIBL
(5,12),(5,30),0.018026 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0307809 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0116252 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0438709 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0239441 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.00490248 # DEPENDENCYPART_SIBL
(5,13),(5,30),-0.0446633 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.000690929 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0299506 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0100238 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0123832 # DEPENDENCYPART_SIBL
(5,14),(5,30),-0.0255229 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.00965296 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0404876 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0050277 # DEPENDENCYPART_SIBL
(5,15),(5,30),-0.00460417 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0569713 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0275743 # DEPENDENCYPART_SIBL
(5,20),(5,30),-0.0164011 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.0201084 # DEPENDENCYPART_SIBL
(5,21),(5,30),-0.00737105 # DEPENDENCYPART_SIBL
(5,23),(5,30),-0.0804868 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0112527 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0160741 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0258874 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0797432 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0186541 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.203758 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0308888 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0795787 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00473472 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00392868 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0346741 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0101042 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00111401 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.010531 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.115788 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0273307 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0246302 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0966445 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0732312 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0568258 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.149934 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0138966 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0527593 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.046211 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0406441 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0399315 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0527644 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.123219 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0865361 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.313472 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00448693 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00539677 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.185306 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0421422 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00774244 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00677309 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0331238 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0627781 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.00650896 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.124496 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.833364 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0280123 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.116896 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.300392 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.210854 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.136708 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.136712 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0581771 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.188134 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.135285 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.315488 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0954941 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0330293 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00763766 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0502274 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0372224 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0326869 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0822495 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0318855 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0283355 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0653579 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0738177 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00119343 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.096814 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0469181 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.045147 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0865018 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0117033 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0411822 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0249707 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0324565 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.060741 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0375806 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0457529 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0437903 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0282102 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0343737 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0013717 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00910573 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0189526 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0228941 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0442913 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.00403918 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.022727 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0125376 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0155036 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0149435 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0395672 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00776825 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0149784 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0383253 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.045013 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0444459 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0301597 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0336337 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.012514 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0443158 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0281159 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0336345 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.00877011 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0162367 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0319324 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.00202747 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0205556 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.016487 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.00166736 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0262634 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0167783 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.031563 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.019537 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.061009 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0477095 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0759747 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.137945 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0704252 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0344023 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00391526 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00126083 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.066728 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0177354 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0178321 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0133797 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.066728 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0442691 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0247052 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0100319 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.0451915 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00357984 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0749852 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00176914 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00724081 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.038654 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0430747 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0191404 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0568006 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0571951 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0430747 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0448442 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0504651 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0215873 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0445108 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0289823 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.000697546 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00664335 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00918548 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0298505 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0162639 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00069565 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.000824944 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0298505 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0120327 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0128688 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.046045 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0115699 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00768471 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0575042 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0684017 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.183274 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0748974 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0467169 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0453473 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.183274 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0943616 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0936824 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0607038 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0946491 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0345957 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00559732 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0203165 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00845326 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0043156 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.000616418 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0203165 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0293003 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0294323 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0197822 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0284528 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.149643 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0188193 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.182368 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.139111 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.140482 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0188193 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00871119 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00841581 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0488923 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.00895836 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0360723 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0214781 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0127209 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0208874 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0360723 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00563846 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.000514848 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0135334 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.00549601 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00274977 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0254195 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0214656 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0277103 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00327717 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0210587 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00547846 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.00112725 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00972565 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00915981 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0261787 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0258998 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0323609 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00626429 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.0260422 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0194598 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0192671 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0071814 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00102809 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0131281 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.00703894 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.018442 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0075388 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00138549 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0108616 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.00739634 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00327717 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0210587 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.00547846 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.00112725 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0197207 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0124173 # DEPENDENCYPART_SIBL
(9,17),(9,29),-0.0223362 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0145519 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.0269712 # DEPENDENCYPART_SIBL
(9,20),(9,29),-0.0304769 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.014412 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0599923 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.121019 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0640881 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00762586 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00122579 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.189826 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.183233 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0348293 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0334266 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0924336 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0482081 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.000507021 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00291277 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0985554 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0980065 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.058929 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0804238 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0480046 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0467225 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0403225 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.157239 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.150647 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.018388 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0517645 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00205009 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00399003 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00951738 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0131239 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0780337 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0279514 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0332724 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0288328 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0291193 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0252912 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0215293 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0133414 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.013269 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0849206 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0133822 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0133098 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0868851 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0340617 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0151897 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0149665 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0166865 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00912504 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00569023 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0665008 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0467969 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0744369 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0438776 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0299686 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0184749 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0623107 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0666472 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0384002 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0703569 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0425856 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0344018 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0216432 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.000761157 # DEPENDENCYPART_SIBL
(12,2),(12,30),0.0115548 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0405145 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0662283 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0758373 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0657892 # DEPENDENCYPART_SIBL
