# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(5,8),(5,17),0.0434801 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.00520578 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0861966 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0495516 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0825349 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0389602 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0432258 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00214626 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0223812 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.045113 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0151327 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.27826 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.113851 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0177329 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.00945694 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.24514 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0160752 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.041969 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0819901 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.295121 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.121689 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.301471 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0996677 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0942238 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.185733 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.311153 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0455283 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.305346 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.0843745 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.109689 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0194326 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.108276 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0613711 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0016149 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0846527 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0316382 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0453412 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.00439871 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0502869 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.119161 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.239177 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0693798 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0393848 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00567228 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0950121 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.125313 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.100972 # DEPENDENCYPART_SIBL
(5,12),(5,27),-0.047446 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.127089 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0912388 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.272313 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.326761 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.157979 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0176148 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.156841 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.0421962 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.00950905 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.01457 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0309242 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0850532 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.116549 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0910146 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.00333773 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.53332 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.191619 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.662035 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.466113 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.685534 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.00351166 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.096279 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0595113 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0466507 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0622843 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0421311 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0435619 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0589228 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0396261 # DEPENDENCYPART_SIBL
(5,18),(5,27),0.0921941 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0751343 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.123785 # DEPENDENCYPART_SIBL
(5,21),(5,27),-0.0242227 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0203659 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.0457497 # DEPENDENCYPART_SIBL
(5,24),(5,27),-0.0392008 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0552038 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0184912 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0305887 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.118574 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0850768 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0800841 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0733877 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0744999 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0181668 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.111708 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00214265 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0786956 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0195076 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0548983 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0510127 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0687634 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0926825 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0197544 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.117981 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.239421 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0303118 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0261789 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0180452 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.013172 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0428301 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.242171 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.098779 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0646766 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.303922 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.125119 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00445472 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0264188 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0402328 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.312937 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.245799 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.208994 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0632572 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0834657 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0483766 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0179935 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0899516 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.163154 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0231166 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0316239 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0876131 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0622752 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0259163 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0763974 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00352109 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0173424 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0981525 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.19377 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0375454 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00623934 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0275444 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0586139 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0109141 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0226351 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0330423 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.170052 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.107239 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0469358 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.089898 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00607622 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.049576 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0665661 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.143215 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0513918 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0927024 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0248456 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0106979 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.116442 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0408542 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0287295 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.020236 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.110878 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0126089 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0243282 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.00570668 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0281075 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0100823 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.364071 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0210427 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0296871 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00832113 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.307338 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0370567 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0647604 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0184403 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0438365 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0892354 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.079753 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0406666 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0340997 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00938199 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00939225 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0385509 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.042975 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00975652 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00629231 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0774455 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0733049 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0532002 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.165677 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00560075 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.406693 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.202862 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0404942 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0389943 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00539013 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0130018 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0643363 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0233468 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0246728 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.100617 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0845183 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0346735 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.101319 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0194358 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0827179 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0373236 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0524087 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.101956 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.335981 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0474274 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0423436 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0671084 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0261196 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.070016 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0728408 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0146078 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0378303 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0248406 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0153061 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0662572 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0142606 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0165886 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0409465 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0187389 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0613967 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.431248 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.367135 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0475103 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0599299 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00416946 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.052909 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0713519 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0179686 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00840893 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00880888 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0211719 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0593967 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00876107 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00500045 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.00118577 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.00535729 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0860851 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0265435 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0904611 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.102327 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00232614 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0490454 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.122037 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0194439 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0336148 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0944001 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0184192 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.101474 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0297957 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0611942 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0620894 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0477832 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.222761 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.177336 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.181834 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.105541 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0884874 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.215586 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.113562 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.152903 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.13593 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.150458 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.177341 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.17973 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0031809 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.155014 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.187161 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0239642 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0307848 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.111233 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00330198 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0318208 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.000864586 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.044114 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0147388 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00692707 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0210739 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.000117802 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0244939 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.00304237 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.000416189 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0703951 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0232772 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.101485 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0729633 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0437682 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0231821 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00687278 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0848989 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0703186 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0423478 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0218093 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0426806 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0304987 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.301924 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0523508 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0966395 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.285951 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0601405 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0594124 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.179362 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.125632 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.160393 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0219457 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.174983 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0184332 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.137794 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0722344 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.307289 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00756114 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00517302 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0549688 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0694303 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.149829 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.043578 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.14928 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0195875 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0914673 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.071336 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0207529 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0346211 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00838042 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0899328 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0401888 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0271553 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0397372 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0215208 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.333312 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.000763879 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0239028 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.223043 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.175241 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.217349 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0990025 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.231939 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.129086 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.102236 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0438267 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.000688318 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.056502 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.129735 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0327628 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.129188 # DEPENDENCYPART_SIBL
(9,15),(9,27),0.0729889 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.524482 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.00320802 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0110431 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0451559 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.310167 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0735395 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0515379 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.187447 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.21157 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.141519 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.113708 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.138901 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.0393291 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0946902 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.00830882 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0216542 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0106161 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.039105 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.164139 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0186617 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.178729 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.0176684 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0474341 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.207343 # DEPENDENCYPART_SIBL
(9,21),(9,27),0.0178723 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.244484 # DEPENDENCYPART_SIBL
(9,22),(9,27),0.0353992 # DEPENDENCYPART_SIBL
(9,24),(9,27),0.0313949 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.059728 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0160487 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0126719 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0583034 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0305336 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0651 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0235063 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0766576 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0349266 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0424237 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.113046 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0933952 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0830137 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0313445 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00842551 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0322614 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0131176 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0374553 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0422535 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0162042 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0293215 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.18372 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00744124 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.187181 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0175178 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0216818 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.173284 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.282449 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0205134 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0754275 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0410996 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.042353 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0185023 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.029859 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0575057 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.294575 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.124089 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.13053 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0155987 # DEPENDENCYPART_SIBL
