# _root_ In a statement , Chairman Frank Shrontz asserted that the company `` faces significant challenges and risks , '' on both its commercial and government contracts .
#goldHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,16,16,13,16,13,13,13,26,26,24,26,24,20,8,
#predictedHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,15,16,13,16,13,13,13,24,26,24,26,24,20,8,
(3,20),(3,24),-0.00131819 # DEPENDENCYPART_SIBL
(3,20),(3,27),0.0880129 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.0290615 # DEPENDENCYPART_SIBL
(3,21),(3,27),-0.00871409 # DEPENDENCYPART_SIBL
(3,24),(3,27),0.00407227 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0114871 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0193104 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00323644 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00316989 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.299804 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.326643 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0303523 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0490839 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0528382 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.017306 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.035379 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0130687 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0130682 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0341759 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0537798 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00401226 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00773764 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00830631 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00671767 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00728634 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.00447378 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0363699 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0472465 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0870954 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0170683 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.28893 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0744578 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00318209 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.315769 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0961025 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0442995 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0966225 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0170051 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0254865 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.126611 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0225955 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00741351 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0157231 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0496611 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0220987 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0166753 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.147282 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.02861 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0362792 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0522555 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00859835 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0481974 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.155714 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0142576 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0301244 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0107124 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0211628 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0272474 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0291056 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0205941 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0409339 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00559473 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0370034 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0085725 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0250203 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0519963 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.032368 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0325655 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0211692 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0354587 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0250278 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0416451 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0473669 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0923706 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0511226 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.310065 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.074454 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00323964 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.336904 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.096103 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0604598 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.173883 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0211746 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.0123854 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0397522 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0921281 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0406141 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0290602 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.104179 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0451492 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0471332 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0381518 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.126268 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0584898 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0298041 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0348661 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0036726 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0475338 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0988913 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.106491 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0122114 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.118495 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0114677 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.229263 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.00153029 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0126881 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0736614 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0376329 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00634931 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.133283 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0368112 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0244223 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0117164 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0960226 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0329728 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0213973 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.00563994 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0325281 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.109162 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0243328 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0506012 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0558064 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.134505 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0575679 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.00872004 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.033527 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00456358 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0267038 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00343707 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0148433 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0749535 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0864245 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.00204939 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.0116236 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0518396 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0304741 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0325434 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.000605473 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0149121 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0264564 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0167861 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0163389 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0332498 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0536684 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0282557 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.00318079 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0101932 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0148508 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0749516 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.086417 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.00202172 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.0131654 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0401511 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0463711 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0403011 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.00447609 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0823377 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0369622 # DEPENDENCYPART_SIBL
(7,18),(7,27),0.00481658 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.032196 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.00025402 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0211926 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0100534 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.038313 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0598321 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0198333 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0372952 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.028189 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0384252 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0503721 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0304968 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0454619 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00873348 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0156178 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.000877623 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.00642361 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0186719 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0385631 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0287177 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.022709 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.00642361 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.0486569 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0279039 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.119916 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0155644 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0304301 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0400356 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0442779 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0656956 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0451109 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0129008 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00579661 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00268878 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0490828 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0104692 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0255084 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0509527 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0429828 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0930303 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0104692 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.018512 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00275765 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0870362 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0937183 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.107517 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0533679 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.100009 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0499293 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00403747 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.000919008 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00697477 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0057555 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0119047 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0365046 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00529481 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.013918 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0563683 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0119047 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.037093 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0738078 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00653174 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0418159 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0506601 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.117119 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0525724 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0497534 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0129844 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0223663 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0139308 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.000304282 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.016136 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.185913 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00713849 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0107837 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.000304282 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0657551 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.101791 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.11559 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0680861 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.110303 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0463769 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0136686 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0152838 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00290245 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00254618 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00732981 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.039714 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0016621 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0077064 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.040313 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.00732981 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.00577808 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.114606 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0688966 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.104657 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0730756 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00866973 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00542892 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00871009 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0294355 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0152247 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0128246 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00442112 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00762264 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0408802 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0152247 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0241104 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0723856 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.112998 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0736037 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.01701 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00885563 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0179086 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0299636 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00100155 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0122966 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0403336 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.00469719 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0373826 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.00100155 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.025605 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0703591 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0710265 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0342028 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0581151 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0612985 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0496419 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0558498 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0491763 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0668341 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.046953 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.032969 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0558498 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0366426 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0470613 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0253645 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0301019 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0319623 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0362487 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.036376 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.035783 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0205722 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0390324 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0188903 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.036376 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0364759 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0105051 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0337837 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0317905 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0279156 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0420545 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.023768 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0101294 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0185914 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00683883 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0420545 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0454275 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0152692 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0034208 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.000610683 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0107943 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00114623 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0260117 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.124527 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0283861 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0107943 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.00320975 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0384552 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0161772 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0600083 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0111865 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00960995 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0197275 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00955919 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0600083 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.019055 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0326085 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0264017 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0331868 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.025913 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0170883 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.000344836 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0264017 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.000327408 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.04801 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0424254 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.00939547 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0235519 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0137233 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.04801 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.0113852 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0226215 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.000521408 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0178684 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0441702 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0498582 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.00923908 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00338083 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0155208 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0105864 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0403593 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.000947073 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0285269 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0619237 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.00967716 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.00751228 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.00475612 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.00521905 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.0425621 # DEPENDENCYPART_SIBL
(8,20),(8,24),-0.0270307 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.00789505 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.00923908 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0554111 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0247497 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0106748 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0286523 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0139451 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0187287 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.162218 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0330647 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0155817 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0834926 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.122305 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.340381 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0794997 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.24773 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.225863 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.351076 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0881377 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.108914 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0673566 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.160944 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.179234 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.027003 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.108914 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0121528 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0125491 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.109197 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0061397 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.186165 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0276001 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0439249 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0122603 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0224977 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0129955 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0229049 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0180367 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0894613 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0224977 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0132257 # DEPENDENCYPART_SIBL
(11,7),(11,27),0.0121886 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0239028 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0263643 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00920279 # DEPENDENCYPART_SIBL
