# _root_ It 's that last set of numbers , as much as anything else , that gives the Giants hope in the Series games to come .
#goldHeads=5,5,5,5,0,5,6,9,5,9,9,11,12,9,16,5,18,16,16,19,23,23,20,23,24,5,
#predictedHeads=2,3,5,5,24,5,6,10,10,5,10,11,12,16,16,0,19,19,16,19,23,23,20,19,24,16,
(2,4),(4,1),-0.601331 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.52965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0217282 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.826342 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.651868 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.30851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0180362 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.471501 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.745946 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.575764 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.457856 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.617066 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.857744 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.647378 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.580329 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.613846 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.468556 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.484742 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.625428 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.935955 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-1.05172 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-1.34039 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.63572 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.47329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.13215 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.687923 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.621524 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.617008 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.796053 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.786166 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.712854 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.287008 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.30786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),0.126061 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.786145 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.600314 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.357867 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.35118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.393013 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.089176 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.863265 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.815987 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.702907 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.1422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.466867 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.838108 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.709938 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.30378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,7),0.227416 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.286198 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.345275 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.121907 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.526921 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.403055 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.864128 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.737396 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.800171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),0.867318 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.224972 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.141035 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.0241137 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.0559813 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.155029 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.135412 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.183745 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.0848022 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.298833 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.362885 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.284766 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.033419 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.0555195 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.371095 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.257453 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.323117 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),0.291456 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.987626 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.901956 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.565019 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.515867 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.804558 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.00822 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.581982 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.47735 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.85865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.551776 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.880456 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.704703 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.808343 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.86497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.894172 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.01472 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.26639 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.04663 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.2278 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.8972 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0803608 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.459465 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.555412 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.370707 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.600741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.690726 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.186021 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.568229 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.977162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.423152 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.529085 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.125989 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.627513 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.398093 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.01836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.50441 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.474878 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.393369 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.339372 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.599356 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.616347 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.422395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.466175 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.67678 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-1.02539 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.545191 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.861309 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.812781 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.14931 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.327814 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.105984 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.156191 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.164064 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.184537 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0605423 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.878647 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.84667 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.43781 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.967176 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.20027 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0564792 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.103267 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0738392 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0616166 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.193387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.147065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.236639 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.0497822 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.178182 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.149299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-1.08277 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.394018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.211029 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.161565 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.155729 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0898752 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0419559 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0315694 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0962446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.313623 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.0395975 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.375551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.000461319 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-1.18875 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.876593 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.843615 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.34415 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.894392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.243678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.467733 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.335219 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.190011 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.335675 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0977712 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.024778 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.015005 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0991839 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.738226 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.252494 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.0384173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.360165 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.187555 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),0.0452831 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-1.10975 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.516443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,8),0.198839 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0877232 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0783786 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0480747 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.134297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.121386 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.945387 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.244238 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0162451 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.240772 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.178137 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0798202 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.201844 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0657614 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.833008 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.212747 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.118036 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.464339 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.278592 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.148826 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-1.11577 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.81033 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.2741 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.363693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,9),0.272979 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.170036 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0337643 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0604134 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0457903 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.885885 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.201381 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.272481 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.121729 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.8786 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.841021 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-1.2341 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.391739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.227377 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0551508 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.196976 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.0506256 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.072953 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0772188 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.178863 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.00194566 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.317827 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.27509 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.233981 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0193683 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.306125 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.285572 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.122996 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.0227073 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.449674 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-1.20853 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.219076 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.190136 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.0514177 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.00785015 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.00961613 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0435346 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.371769 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0144724 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.282808 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.473601 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.43689 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.285334 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.139436 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-1.1035 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.00301334 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.396871 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.135672 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.0891707 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.19463 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.514782 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-1.20442 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.655044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,19),-0.331895 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.574799 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.575693 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.647704 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.5123 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.245049 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.584217 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.807645 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.25118 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.71974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.665979 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.477355 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.765351 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.59954 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.439694 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.7955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.744752 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.943852 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.550195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.81644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.678728 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.480394 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.22769 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.23742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.47485 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.23915 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.198793 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.518394 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.036374 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.41048 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.677344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.464486 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.055736 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0736755 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.79315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.46055 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.688502 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-1.63389 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.17372 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.29906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.114038 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.251955 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0583293 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.727561 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.5209 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.126492 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.044833 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.855197 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.463749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.721078 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-1.79845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.12562 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.13089 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.254 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.04858 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.04898 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.986807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.823348 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0413979 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.2138 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.114183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.496907 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.22853 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.183933 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-1.11569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.117031 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.635835 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.632441 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.357011 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.587014 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.56404 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.15164 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.149038 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.500031 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.190904 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.677706 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.482812 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.155344 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-1.43721 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.031914 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.000818463 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.295875 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.132798 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.00453635 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.351021 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0788996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-1.05228 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0651768 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.678769 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.587607 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.480888 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.549828 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-1.52035 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0684664 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.284218 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.515856 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.506162 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.633815 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.340466 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.241684 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.695628 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.659338 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.565624 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.543606 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.34004 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.596545 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.468335 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.643626 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.709392 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.483551 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.499867 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.643343 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.450263 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.05707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.10275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.0171184 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0505655 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0480078 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.152201 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.21128 # DEPENDENCYPART_GRANDPAR
