# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(2,17),(2,19),0.263756 # DEPENDENCYPART_SIBL
(2,17),(2,22),0.114077 # DEPENDENCYPART_SIBL
(2,17),(2,24),0.229682 # DEPENDENCYPART_SIBL
(2,17),(2,25),0.114077 # DEPENDENCYPART_SIBL
(2,17),(2,30),0.607085 # DEPENDENCYPART_SIBL
(2,17),(2,33),-0.115383 # DEPENDENCYPART_SIBL
(2,18),(2,19),-0.0608225 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.134252 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.101339 # DEPENDENCYPART_SIBL
(2,18),(2,25),-0.134252 # DEPENDENCYPART_SIBL
(2,18),(2,30),-0.0298823 # DEPENDENCYPART_SIBL
(2,18),(2,33),-0.150507 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.0987866 # DEPENDENCYPART_SIBL
(2,19),(2,24),-0.0728259 # DEPENDENCYPART_SIBL
(2,19),(2,25),-0.0987866 # DEPENDENCYPART_SIBL
(2,19),(2,30),0.00851132 # DEPENDENCYPART_SIBL
(2,19),(2,33),0.0057772 # DEPENDENCYPART_SIBL
(2,22),(2,24),-0.107429 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.457845 # DEPENDENCYPART_SIBL
(2,22),(2,30),0.0173594 # DEPENDENCYPART_SIBL
(2,22),(2,33),-0.0364935 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.229595 # DEPENDENCYPART_SIBL
(2,24),(2,30),-0.00507185 # DEPENDENCYPART_SIBL
(2,24),(2,33),-0.0304901 # DEPENDENCYPART_SIBL
(2,25),(2,30),0.0173594 # DEPENDENCYPART_SIBL
(2,25),(2,33),-0.0364935 # DEPENDENCYPART_SIBL
(2,30),(2,33),0.0387643 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0605299 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.099688 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0173137 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.123165 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0997002 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0181371 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0191703 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0399803 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0673944 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0215816 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0525261 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0594273 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0399803 # DEPENDENCYPART_SIBL
(3,1),(3,30),-0.0525261 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0951781 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.38389 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0556657 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0951781 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.390325 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.386524 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.020072 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0317778 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.383873 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.00541082 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.317981 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.020072 # DEPENDENCYPART_SIBL
(3,4),(3,30),0.00541082 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.45677 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0439908 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.284754 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.462091 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.45825 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0527309 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.04565 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.455599 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0386262 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.459066 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0527309 # DEPENDENCYPART_SIBL
(3,5),(3,30),-0.0386262 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.150108 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.303128 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.766541 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.748874 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0615184 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.144093 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.746223 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0151768 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.752388 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.0615184 # DEPENDENCYPART_SIBL
(3,6),(3,30),-0.0151768 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.126052 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.22278 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.224182 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0115957 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0125277 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.220137 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0286348 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.273006 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0115957 # DEPENDENCYPART_SIBL
(3,7),(3,30),0.0286348 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.464285 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.460444 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0487661 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0488447 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.457794 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0328755 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.460556 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0487661 # DEPENDENCYPART_SIBL
(3,8),(3,30),-0.0328755 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.753065 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0843136 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.148665 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.750415 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0174456 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.740152 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0843136 # DEPENDENCYPART_SIBL
(3,9),(3,30),-0.0174456 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.039513 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.14317 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.742833 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0201631 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.752384 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.039513 # DEPENDENCYPART_SIBL
(3,10),(3,30),-0.0201631 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.564923 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0643017 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.816092 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0437746 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.00139793 # DEPENDENCYPART_SIBL
(3,11),(3,30),0.816092 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.243139 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0654304 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.227401 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.00749908 # DEPENDENCYPART_SIBL
(3,12),(3,30),0.0654304 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0183975 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.752378 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.037564 # DEPENDENCYPART_SIBL
(3,13),(3,30),-0.0183975 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.122831 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0249544 # DEPENDENCYPART_SIBL
(3,14),(3,30),-0.676731 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0234185 # DEPENDENCYPART_SIBL
(3,16),(3,30),-0.00687611 # DEPENDENCYPART_SIBL
(3,17),(3,30),0.816092 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.457176 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.131574 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.136301 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.135453 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.207616 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.206142 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0555616 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0287223 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0963251 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0997768 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0691988 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0296254 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0950153 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0873291 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0120426 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0691988 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0178127 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0851191 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0555616 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.015713 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0555616 # DEPENDENCYPART_SIBL
(6,1),(6,33),0.189524 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.31073 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0888914 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.113291 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0314671 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0506499 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0467735 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0912902 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00466159 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0524143 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.127159 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0133247 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0912902 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.022912 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.055281 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.113291 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0451964 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.113291 # DEPENDENCYPART_SIBL
(6,3),(6,33),0.0557176 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.191883 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.555755 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00553849 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0139441 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0483585 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.137861 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0608082 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0214719 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0469449 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0213862 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.137861 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.277461 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0152384 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.555755 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0161143 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.555755 # DEPENDENCYPART_SIBL
(6,4),(6,33),-0.0472588 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0209606 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0416887 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0358364 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0481449 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0347666 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0150228 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0513427 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0858985 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0253695 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0347666 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00881218 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0578494 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0209606 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0599839 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0209606 # DEPENDENCYPART_SIBL
(6,5),(6,33),-0.0241164 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00586974 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00818349 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0128013 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.041284 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00848312 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0163633 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0252485 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0347134 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.041284 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.138107 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0200145 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.401797 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.101434 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.401797 # DEPENDENCYPART_SIBL
(6,7),(6,33),-0.0538579 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0587689 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0512682 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0162793 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0425863 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0504674 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0307891 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0521057 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0162793 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0322364 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0456404 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0410595 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0271679 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0410595 # DEPENDENCYPART_SIBL
(6,8),(6,33),-0.0368789 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.116921 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0600945 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0408868 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.116121 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0320732 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.129214 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0600945 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0507708 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.127029 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0965114 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.089051 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0965114 # DEPENDENCYPART_SIBL
(6,9),(6,33),-0.0487346 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0348656 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0517918 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.126188 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.052624 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.157923 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0348656 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0512884 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.137097 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.064552 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0710264 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.064552 # DEPENDENCYPART_SIBL
(6,10),(6,33),-0.011985 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.410383 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.67563 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.519236 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.627378 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.064105 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.514126 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.657908 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.323234 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.418875 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.323234 # DEPENDENCYPART_SIBL
(6,11),(6,33),-0.010659 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0873987 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0259459 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.136214 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0647928 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0263393 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0861235 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0804406 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0672242 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0804406 # DEPENDENCYPART_SIBL
(6,12),(6,33),-0.0401205 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0509068 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.157956 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0329555 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0514461 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.135406 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0695611 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0752646 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0695611 # DEPENDENCYPART_SIBL
(6,13),(6,33),-0.0108826 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0299916 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0526384 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0266834 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.10395 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.160301 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.051934 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.160301 # DEPENDENCYPART_SIBL
(6,14),(6,33),-0.0654327 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0462611 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0743096 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.103619 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.00563641 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0984223 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00563641 # DEPENDENCYPART_SIBL
(6,16),(6,33),-0.0037507 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.514126 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.657908 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.323234 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.418875 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.323234 # DEPENDENCYPART_SIBL
(6,17),(6,33),-0.010659 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0215562 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.100792 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0856629 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.100792 # DEPENDENCYPART_SIBL
(6,19),(6,33),0.0971118 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0494516 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0643061 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0494516 # DEPENDENCYPART_SIBL
(6,21),(6,33),-0.0239219 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.101434 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.401797 # DEPENDENCYPART_SIBL
(6,22),(6,33),-0.0538579 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.0505791 # DEPENDENCYPART_SIBL
(6,24),(6,33),0.139438 # DEPENDENCYPART_SIBL
(6,25),(6,33),-0.0538579 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.614803 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.627077 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0142686 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0622886 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.627077 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.101144 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.562745 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.31172 # DEPENDENCYPART_SIBL
(7,9),(7,10),-1.15539 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0432365 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.239652 # DEPENDENCYPART_SIBL
(7,9),(7,13),-1.15539 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.144839 # DEPENDENCYPART_SIBL
(7,9),(7,16),-1.14161 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.64654 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00203987 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.224374 # DEPENDENCYPART_SIBL
(7,10),(7,13),-1.14689 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.172876 # DEPENDENCYPART_SIBL
(7,10),(7,16),-1.15175 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.63866 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.703656 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0122948 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.636202 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0435555 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0523757 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.443864 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0112638 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.391262 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.229913 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.171121 # DEPENDENCYPART_SIBL
(7,13),(7,16),-1.15174 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.638656 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.177921 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.113881 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.576596 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0268091 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.150063 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.459982 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.184574 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.149434 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.187041 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.175242 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0212826 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0381421 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0535475 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0499531 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0753073 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0520723 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.053712 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00833648 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.01441 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0752863 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.122089 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0272346 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0222086 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.056002 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.080967 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0871939 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.108216 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0415658 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0289518 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0241187 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0561596 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0970266 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0117463 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.599673 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.159376 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.212731 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0875503 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.150055 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.133113 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0864691 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0357379 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00498886 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0666749 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0072128 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0821511 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0864691 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.20388 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0112223 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.377179 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0225141 # DEPENDENCYPART_SIBL
(10,4),(10,33),-0.111603 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.139878 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0601571 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0534859 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0878781 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.052448 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00368767 # DEPENDENCYPART_SIBL
