# _root_ Because we refuse to face the tough answers , the questions continue as fodder for the commissions and committees , for the media and politicians .
#goldHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,15,15,24,24,21,24,12,
#predictedHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,18,18,24,24,21,24,12,
(5,4),(5,13),-0.0264943 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.131381 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.109444 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0799463 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0499431 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.109444 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0799463 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.217966 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.046492 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0447727 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.025625 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0226859 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0423875 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0503175 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.036383 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0423825 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0242019 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0426365 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.025625 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0242019 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0426365 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0336425 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0155101 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0564841 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.000608065 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.013119 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00989406 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0048505 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.013114 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0461281 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0105678 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0564841 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.0461281 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0105678 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.00322009 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0291505 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0147035 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0267446 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0311565 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.00172539 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0267259 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.013735 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0366393 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0291505 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.013735 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0366393 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0279361 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.024406 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00410979 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0325838 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0121817 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00411888 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0380028 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.00472539 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0526302 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0380028 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.00472539 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.00178989 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0423875 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0503175 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.036383 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0423825 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0242019 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0426365 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.025625 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0242019 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0426365 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.0336425 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0146153 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0157378 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00622515 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.000277495 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0226392 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0567812 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.000277495 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0226392 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.00769389 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0131786 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0125672 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0125497 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0489023 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0356449 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0125497 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0489023 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.0231018 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0250459 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.061598 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0347324 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0141378 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.061598 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0347324 # DEPENDENCYPART_SIBL
(5,13),(5,26),-0.0130462 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.011486 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0344121 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0314614 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.011486 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0344121 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.024712 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0387151 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0283609 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0395645 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0387151 # DEPENDENCYPART_SIBL
(5,15),(5,26),-0.0336834 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0196425 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0552714 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0387377 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.00944324 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0380028 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.00472539 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.00178989 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0387151 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.0336834 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.00944324 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00334527 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0551527 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0908465 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0297297 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00874598 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0247406 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0561942 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00646011 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0372237 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.101363 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00107433 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0878272 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0386273 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0168287 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.126734 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00393009 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0167563 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0123583 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0499587 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0609595 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0619508 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.220208 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.108985 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.167005 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0849043 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0264416 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00186009 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0492946 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0170799 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0109475 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0200497 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0196672 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0372694 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0210207 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0454959 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0328926 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0208081 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0154626 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0372694 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.000166782 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0196672 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0154626 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0372694 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.000166782 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0075654 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00741158 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0363285 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0152541 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.03386 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00826356 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.21253 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0319525 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0360539 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.201847 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0069869 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00826356 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0707375 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.03386 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0069869 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00826356 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0707375 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0726225 # DEPENDENCYPART_SIBL
(8,5),(8,6),8.87254e-05 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0011426 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00793375 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0827761 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.000281416 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0289633 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0471778 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00101365 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0181662 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0827761 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00521772 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.00793375 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0181662 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0827761 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.00521772 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0616936 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.025869 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0138366 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.143305 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00111515 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.100396 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.19252 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00100207 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00730344 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.143305 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00893627 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0138366 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.00730344 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.143305 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.00893627 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.107193 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0176821 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0665131 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0015991 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00212715 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0366948 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0016034 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0340852 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0665131 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0728578 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0176821 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0340852 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0665131 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0728578 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.0173102 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0044783 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0590259 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0247257 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.064226 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.059037 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0127485 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0044783 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0248558 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0474742 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0127485 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0044783 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.0248558 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0133958 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00594704 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0289649 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0147789 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00594422 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0292986 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0205212 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0117382 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0196494 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0292986 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0205212 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0117382 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0231233 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0131687 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0102419 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00424189 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0195211 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00856925 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0318485 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0344953 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0195211 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00856925 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0318485 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0385729 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00646564 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0148551 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00186517 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0208963 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0311239 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0130565 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00186517 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0208963 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0311239 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0153198 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00589451 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00187628 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0353955 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00924027 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0351697 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00187628 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0353955 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.00924027 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.0880053 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0193558 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00856925 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0316883 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0278821 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0193558 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.00856925 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0316883 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0361105 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0281664 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00486304 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0291167 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0610979 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0281664 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.00486304 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0880403 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0117382 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0196494 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0292986 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0205212 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0117382 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0231233 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0270342 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0115734 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0275515 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0451209 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0106682 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0127485 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0044783 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0248558 # DEPENDENCYPART_SIBL
(8,20),(8,26),0.0133958 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0281664 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.00486304 # DEPENDENCYPART_SIBL
(8,21),(8,26),0.0880403 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.0117382 # DEPENDENCYPART_SIBL
(8,22),(8,26),0.0231233 # DEPENDENCYPART_SIBL
(8,24),(8,26),0.0106682 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0095752 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0551568 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0440821 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0246489 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.332534 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0987717 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.188346 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.012584 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00312988 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0712388 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.13631 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.107905 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00366777 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0524584 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00299519 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0183216 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0405856 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.126424 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0346528 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0498647 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0181517 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0425811 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.059046 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.000671536 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0720313 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0156398 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.104436 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0987717 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.188346 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.012584 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00312988 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0045418 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0214466 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00378902 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0110151 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.011614 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0257985 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0357844 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0398272 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0360225 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0233957 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0430644 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0599134 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0342425 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0233957 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0542354 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0510359 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0210031 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0506065 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0296259 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0221862 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.00430548 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0199917 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0506065 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.00430548 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.0622051 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0121422 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0386041 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0308208 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0265948 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0133857 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0152673 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0308208 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0156629 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0569506 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.00252054 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0381573 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0629771 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00258176 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0372435 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0293242 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0381573 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0372435 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.0141734 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0154487 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00996647 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.000223094 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0153989 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0730282 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00996647 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0175221 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0707281 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0587225 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0690051 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0233072 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0590421 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0264562 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0540244 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0690051 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0264562 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.250271 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.030884 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0266389 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0179714 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0163859 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.030884 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0202486 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0578584 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0019929 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0399149 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0612874 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00193167 # DEPENDENCYPART_SIBL
