# _root_ Echoing a phrase from Mr. de Klerk , Mr. Sisulu said , `` Let all of us who love this country engage in the task of building a new South Africa .
#goldHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,22,15,16,19,15,21,19,14,22,25,23,25,26,31,31,31,27,11,
#predictedHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,14,15,16,19,17,21,22,19,22,25,23,25,26,31,31,31,27,11,
(3,13),(3,19),0.0143168 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.014317 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.00484769 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0140769 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.00922446 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0092243 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.00675453 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0226027 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0226028 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0461326 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0461376 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0105097 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0485674 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0322638 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0837254 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0827756 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0823698 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0746063 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0837254 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0823698 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0331652 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0177493 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0423697 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0216972 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0470382 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0911722 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0929167 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0896444 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0535553 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0911722 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0896444 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0219984 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.00959281 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.185777 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.0271301 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0250904 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0207006 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00439667 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0730442 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0250904 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.00439667 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0234611 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0204016 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0289474 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.0680225 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0633989 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0569142 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0406914 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0570116 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0569142 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0379916 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0236551 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0463114 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0010632 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.055584 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0412153 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0556747 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.055584 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0394373 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0209357 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0449099 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.00249275 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.033397 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0534917 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.053401 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0364202 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0209339 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0480952 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.000693759 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0244017 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0209238 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0119808 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0197478 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.103412 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.0206819 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0569142 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0379916 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0236551 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0463114 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0010632 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0364202 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0209339 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.048095 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.000693527 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0176899 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0952858 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0528924 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0576655 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.0258216 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.0307062 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0547806 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0330559 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0310996 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0330559 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0300588 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0310996 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0322988 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0340414 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0185112 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0340414 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0398929 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0185112 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00973384 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0138793 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0130036 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0169562 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0138793 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0266472 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0414925 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00344941 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0364779 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0258739 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0169562 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0138793 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0266472 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0213739 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0386051 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0258739 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0377636 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00429477 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0402426 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0280872 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0280872 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.265046 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0629714 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00454519 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.1272 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.020645 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.020645 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.025634 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0526573 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0813554 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0323855 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0323855 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0284089 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0310935 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0159858 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0159858 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0976619 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0965902 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0115277 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0143453 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0155453 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0143453 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0155453 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0215247 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0377655 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0402408 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.141634 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0629704 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0292023 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0277489 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.265047 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0629704 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0864701 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.205985 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.266789 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0308562 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.0277493 # DEPENDENCYPART_SIBL
(7,2),(7,31),-0.0279119 # DEPENDENCYPART_SIBL
(7,2),(7,32),-0.0355171 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.127197 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.230691 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0529946 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00102152 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0216568 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0252968 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0529946 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00390555 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0413153 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0168004 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0167362 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.0216445 # DEPENDENCYPART_SIBL
(7,3),(7,31),0.0200444 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.00916829 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.181088 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0969284 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0359666 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0149721 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0973237 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0969284 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0736551 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0721173 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.100615 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0198927 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0149844 # DEPENDENCYPART_SIBL
(7,5),(7,31),-0.0165845 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.0364031 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0701601 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0134312 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0340666 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0137319 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0701601 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00526607 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0624842 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00523554 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0291459 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0340542 # DEPENDENCYPART_SIBL
(7,6),(7,31),0.0324541 # DEPENDENCYPART_SIBL
(7,6),(7,32),0.0387928 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0333211 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0419113 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00492229 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.036982 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0262899 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0346147 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0234086 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0439847 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0419111 # DEPENDENCYPART_SIBL
(7,8),(7,31),0.0570102 # DEPENDENCYPART_SIBL
(7,8),(7,32),-0.00261008 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0146807 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0165501 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00472076 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0248069 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0109137 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0151388 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.00790204 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0146886 # DEPENDENCYPART_SIBL
(7,9),(7,31),-0.012098 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.0167616 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0143453 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0155455 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0281562 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00858187 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0129352 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.00471584 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0115024 # DEPENDENCYPART_SIBL
(7,10),(7,31),-0.00891182 # DEPENDENCYPART_SIBL
(7,10),(7,32),0.0201988 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0215248 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0386565 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00087132 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0176146 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0370726 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0360951 # DEPENDENCYPART_SIBL
(7,11),(7,31),-0.0332569 # DEPENDENCYPART_SIBL
(7,11),(7,32),0.00703489 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0262899 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0346147 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0234086 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0439847 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0419111 # DEPENDENCYPART_SIBL
(7,12),(7,31),0.0570102 # DEPENDENCYPART_SIBL
(7,12),(7,32),-0.00261008 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0285751 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0181309 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0563282 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.0571454 # DEPENDENCYPART_SIBL
(7,13),(7,31),0.0599837 # DEPENDENCYPART_SIBL
(7,13),(7,32),0.110815 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0364125 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.000565222 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.00422159 # DEPENDENCYPART_SIBL
(7,16),(7,31),0.00684965 # DEPENDENCYPART_SIBL
(7,16),(7,32),-0.0112069 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0180054 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.0170279 # DEPENDENCYPART_SIBL
(7,19),(7,31),-0.0141897 # DEPENDENCYPART_SIBL
(7,19),(7,32),-0.00460274 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0142057 # DEPENDENCYPART_SIBL
(7,21),(7,31),-0.0116151 # DEPENDENCYPART_SIBL
(7,21),(7,32),0.0186746 # DEPENDENCYPART_SIBL
(7,25),(7,31),-0.00891184 # DEPENDENCYPART_SIBL
(7,25),(7,32),0.0201387 # DEPENDENCYPART_SIBL
(7,31),(7,32),0.0232361 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0406078 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0518312 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0326375 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0157666 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00499268 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00902052 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0412104 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0192631 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0273273 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00417469 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0025401 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0178792 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0414154 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0629438 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0124008 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0169562 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0266472 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0180051 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0386051 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0179199 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0274397 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0377625 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0402468 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.141631 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0380834 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.112322 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0402468 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.265047 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0629704 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0864701 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.281824 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.205985 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.127203 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.230688 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.013107 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.041157 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.127203 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0252989 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0529925 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0039077 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.000512347 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0413132 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.181085 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0403419 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0192577 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.180657 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.097328 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0969241 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0736594 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.084329 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0721216 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0420409 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0518403 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0982694 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0137341 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.070158 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00526392 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0110525 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0624821 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0412196 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.126786 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0252947 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0529967 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00390346 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.000508103 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0416653 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00752398 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0455283 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.140625 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0617088 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0165129 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.147431 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.097328 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0969241 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0736594 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.084329 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0721216 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0215246 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0386563 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0172049 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.000871496 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0262899 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0122398 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0346147 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0281383 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0285751 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0140825 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.028346 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0116325 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0637916 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0170368 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0105992 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0131118 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0114372 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0170368 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0111247 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0311849 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0062487 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0067937 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00546341 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00114014 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00150012 # DEPENDENCYPART_SIBL
(11,1),(11,32),0.0266294 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0456333 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0936629 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0641911 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0367307 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0470325 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.127639 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0641911 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0467693 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0120084 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0348015 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0173496 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.172826 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.000893048 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.00174652 # DEPENDENCYPART_SIBL
(11,2),(11,32),-0.0501452 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0428995 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.15144 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0371001 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.103327 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0270927 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.15144 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.103064 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.00159956 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00680747 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0076322 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0494312 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.00144796 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.00211628 # DEPENDENCYPART_SIBL
(11,3),(11,32),0.0198022 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0368409 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0324211 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0320711 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0538782 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0368409 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0330784 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0884982 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0397947 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00596792 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0580145 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0207537 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0180926 # DEPENDENCYPART_SIBL
(11,4),(11,32),-0.0533819 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0584279 # DEPENDENCYPART_SIBL
