# _root_ The group 's bid for $ 34.2 million of wastewater treatment bonds , Series 1989 B , produced a 7.0808 % true interest cost .
#goldHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
#predictedHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
(4,21),(4,22),0.0148315 # DEPENDENCYPART_SIBL
(4,21),(4,25),0.0365422 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.00230225 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0123666 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0502734 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00532621 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00149358 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00313644 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0337316 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0341299 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0300644 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.103301 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0287925 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0586923 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00196041 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00594285 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0058893 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0224254 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0228235 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0191271 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.118894 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0332965 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0374616 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0435882 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0340789 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.074551 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0750432 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0770628 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0101265 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0682261 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0189241 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.061274 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0817868 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.082279 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0847379 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00747139 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0503443 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.119044 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0749346 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0754267 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0784628 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0124022 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0440944 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0442189 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0417429 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0374704 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.042155 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0194231 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0892162 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0902419 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0334757 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0270024 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0909725 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0333043 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0270138 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0321404 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0224208 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00597057 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0211517 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0173778 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.148562 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.150544 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.462811 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.170054 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.17124 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0561089 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.174138 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.169812 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0561089 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.160576 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0343285 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0264337 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0126139 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0108753 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0380717 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0588545 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0971012 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0967043 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.070849 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0963413 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0997138 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.070849 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.088848 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0445334 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0294565 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0115464 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0419155 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0536704 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.081571 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0809186 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0944623 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0791911 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0803848 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0944623 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0883346 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0927551 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0357039 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.553627 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.258946 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0804952 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0804953 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.127185 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.112 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0596372 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.127185 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.113695 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0400685 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0359092 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.363218 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.108499 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.108499 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.142428 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.144495 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0847242 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.142428 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.139887 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0412632 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0575423 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.108408 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.107407 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.140452 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.134366 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0880574 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.140452 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0805459 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0452025 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0540305 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00207835 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0576889 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0131217 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0147754 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0576889 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0139992 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00900063 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.014636 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0575287 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0123999 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0154972 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0575287 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0132775 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.00900031 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0146797 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0626839 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0259901 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0438588 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0311468 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00452071 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0438734 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0078774 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0740339 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0212922 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.000271556 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.00227911 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0314403 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0019212 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0211818 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.026429 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0311468 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.00452071 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0438734 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0130321 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0205055 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0818603 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0388844 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0527907 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0235775 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0803621 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.104068 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.103672 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0241582 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.102957 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00750583 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.106433 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0241582 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0425525 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0599077 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0152907 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0147868 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0141363 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.031722 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0122117 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0388605 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.013508 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.031722 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.10557 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.257539 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.257922 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.257923 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.115457 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.254297 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.154286 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.255465 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.115457 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0419776 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0139849 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0139847 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0156565 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00792567 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0337141 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0188838 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0156565 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.131895 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.130895 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.137153 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.131576 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0500019 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.126522 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.137153 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00473302 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0229882 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00820705 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0242497 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00543549 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0229882 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0228287 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00892862 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0242502 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00615704 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0228287 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0844761 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0918752 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0896313 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.151031 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0229898 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00708094 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0240747 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.011852 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00288561 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0158575 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0452511 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.261677 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.282325 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.282327 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.110433 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.278036 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.165123 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.279869 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.110433 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.16533 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0326103 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.217368 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.21737 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0189447 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.215539 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.111155 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.216639 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0189447 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.11807 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.13 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.129 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.126894 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.129007 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0490306 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.124627 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.126894 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0529 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0039761 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0184951 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00790224 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.025469 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00467856 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0184951 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0215248 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0183357 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00862373 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0254696 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00540003 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0183357 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0215253 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0725832 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0811921 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0784135 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.133222 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0666271 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0241639 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0063681 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0194944 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.020601 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0142112 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0107864 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0413504 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0113646 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0208347 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0666271 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0319558 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00824787 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00580569 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0581345 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0585326 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0550015 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0599603 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0617784 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0552781 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0551957 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0542343 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.106957 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.10761 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.10436 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.110172 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0940998 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.107745 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0463935 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0594649 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0594657 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0578019 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0610493 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.237344 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0597033 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0705332 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.070534 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0689843 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0721189 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.223094 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0707716 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.109592 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.1111 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.11728 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0262053 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.109307 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.111831 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.118011 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0262138 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.110038 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.112757 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0263754 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.10464 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0291938 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.114132 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0594798 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0185685 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0151591 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0189249 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0113542 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0167449 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0448481 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.00705926 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.133647 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0095102 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0211175 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.011973 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00263834 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0147582 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0192684 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00380569 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00852867 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0215781 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.132259 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0110105 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.022618 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0125068 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00450117 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0133869 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00903646 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0321371 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0442343 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0118268 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0533065 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.036566 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0449763 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0610859 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00323876 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00106652 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0153785 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00486921 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0488069 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0114462 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00495694 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0437549 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0214868 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0216765 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.033442 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0176966 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00967628 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00694714 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0353773 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00426136 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00456354 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0163306 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0431701 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.000209512 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00712489 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0303157 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0331435 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0197211 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0570294 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0232177 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0352321 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.02975 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0537972 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.096437 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00463476 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.019297 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00973299 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00500573 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0176008 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0161254 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00546575 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0207127 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00413605 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0235534 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00435506 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0561578 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.135905 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0393576 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0277357 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0464189 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.127099 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.137249 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0293357 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0227811 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0860339 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.018794 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0293357 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.066129 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0979142 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.110736 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0382704 # DEPENDENCYPART_SIBL
