# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,15,18,21,18,21,12,7,
(4,12),(12,14),-1.21822 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.648791 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.153618 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.998299 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-1.10971 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-2.1615 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.762481 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.680701 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.773341 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.818475 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-1.51963 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.941257 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.466499 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-1.11084 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-1.40462 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.975401 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.77803 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.471711 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.76004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.753033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.10102 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.923576 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.899991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.10063 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.11193 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.959725 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.81878 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.302524 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.563687 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.300501 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.906218 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.461364 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.322967 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.177027 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0141067 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.17039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.547962 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.401693 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.475277 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.99392 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.70645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.915481 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.859437 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.947359 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.12678 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.16977 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.773829 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.00095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.144116 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0310598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.1985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.551292 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.374465 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.439351 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.879576 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.670519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.899756 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.97384 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.320262 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.98949 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.843783 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.832687 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.957457 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.623665 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.593277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.299313 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.244048 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.349118 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.051469 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0197909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.300073 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.279359 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.135225 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.302558 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.369689 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.717036 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.174843 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.667106 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.900628 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.637308 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.516954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),0.27424 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.162146 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0756029 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0373084 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.429263 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.114767 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.115586 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.227032 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.521884 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.01058 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.868791 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.897794 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.993129 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.644754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.549515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.389505 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.127311 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0955718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0572582 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.376599 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.234439 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0947752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0807509 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.067678 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.328661 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.768676 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.218831 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.203122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.474622 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.01058 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.868804 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.897795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.993157 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.644754 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.555133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),0.374204 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.272923 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.226201 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0940816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.391603 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.259921 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.120257 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0966028 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.0585205 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.354143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.774482 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.21045 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.212257 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.483801 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.370179 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.331457 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.184004 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.202874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0269667 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.419291 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.00656512 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.412184 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.458418 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.267616 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.328688 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.555527 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.14968 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.477012 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.040122 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0617229 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.0631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.282063 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),0.0588647 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.447147 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.32 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.265728 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.663056 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.521985 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.94423 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.50237 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.752469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.22375 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.1134 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.125265 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.136066 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.17282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.200008 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.0128752 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.401246 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.391735 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.351518 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.24325 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.226454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.204812 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.113059 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0207004 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0317975 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.202722 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.12126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.120255 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0959766 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.533984 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.474841 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.380975 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.455231 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.672621 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.545309 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.580549 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.111024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0962784 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.204728 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.00125974 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.15484 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0361858 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.301827 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-1.01564 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.335434 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.554109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.516648 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.0792719 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.742968 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.592303 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.874852 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.102738 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.106183 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.214617 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.000752919 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.270246 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.144924 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.0278995 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0767825 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.417048 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-1.24839 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.179043 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.297882 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.01036 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.898281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.657573 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.266892 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.159978 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.00620304 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.199588 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0181505 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.33562 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.554308 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.516837 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.0795018 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.743154 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.592477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.920462 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.679743 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.298616 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.229098 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0436575 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.275211 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.149889 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.0494847 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0557289 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.422014 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.2206 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.156444 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.276804 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.989324 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.182345 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.321001 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.186373 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.248896 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.126344 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.461672 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.344384 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.19921 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0182349 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.471335 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-1.26011 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.309581 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-1.02208 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.335434 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.516648 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.742968 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.592287 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.921745 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.681037 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.27887 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.230353 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.313235 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.158039 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.0202429 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0897772 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.472169 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-1.26139 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.190502 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.310858 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-1.02335 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.667936 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.217252 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.17114 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.0388835 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.190703 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.203684 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.27664 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.202869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-1.0412 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.104138 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.453871 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.290629 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.30388 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.418433 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),0.118075 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.798803 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),0.6875 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.218943 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),0.312498 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.162993 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.0290763 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.0606068 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.320104 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.674483 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.104894 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.972969 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.444549 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.739056 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.441939 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.302564 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.328762 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.51938 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.196024 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.45182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.499267 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.09848 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.537058 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.52362 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.02889 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-1.28623 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.752978 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-1.33186 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.848178 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.54048 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.421049 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.829104 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.562528 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.455675 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.365343 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.612603 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.118604 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.53514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.575158 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.1385 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.612947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.594306 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.36069 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.11581 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.08224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.954363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.14419 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.21294 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.651916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.303419 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.102331 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.120095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.145238 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.36258 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.374337 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.491178 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.179175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0922895 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.983445 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.111983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.402348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.833701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.646658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.264799 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.595498 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0964193 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.143819 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.398033 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.495277 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.36069 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.11582 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.08225 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.954391 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.14419 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.21293 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.644292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.267163 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.598005 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.226609 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.147703 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.381744 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.393501 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.497886 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.176236 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.111454 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.983034 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.114148 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.405267 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.836663 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.245141 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.166306 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.166736 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.53024 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.182913 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.110343 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.337656 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.36069 # DEPENDENCYPART_GRANDPAR
