# _root_ Now , according to a Kidder World story about Mr. Megargel , all the firm has to do is `` position ourselves more in the deal flow . ''
#goldHeads=19,19,19,3,8,8,8,4,8,11,9,19,19,15,16,13,18,16,0,19,19,21,21,23,27,27,24,19,19,
#predictedHeads=19,19,19,3,8,8,8,4,8,11,9,19,15,15,19,15,18,16,0,19,19,21,24,21,27,27,24,19,19,
(8,2),(8,7),0.00739114 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0969377 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0309725 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0257499 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.11409 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.121713 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0280978 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0158609 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00573165 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0107647 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0117428 # DEPENDENCYPART_SIBL
(8,2),(8,28),0.031626 # DEPENDENCYPART_SIBL
(8,2),(8,29),-0.0436861 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0376856 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00486937 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0121268 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0276222 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0291332 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0107705 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0065398 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0154229 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0994254 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00975247 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0400728 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0832562 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0858298 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0651466 # DEPENDENCYPART_SIBL
(8,3),(8,28),0.0566956 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.00258645 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0455953 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00161338 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0161559 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0331495 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.214154 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.221569 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0490919 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00323893 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.21853 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0234505 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0186185 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0539783 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0237524 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.0657068 # DEPENDENCYPART_SIBL
(8,4),(8,29),0.0215281 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0359087 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0551354 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0345358 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0243325 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0180402 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0974376 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0648007 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0472867 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.376289 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.324716 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.248106 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.277898 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.00697694 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.180831 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0551548 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.106068 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.036226 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00784991 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00260405 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.135931 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0155994 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0304436 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0644536 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0111126 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0289962 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.0134565 # DEPENDENCYPART_SIBL
(8,6),(8,29),0.0121563 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.120303 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0342443 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00586829 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0223192 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.125565 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0177182 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0311719 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0603239 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0112476 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0292319 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.00968083 # DEPENDENCYPART_SIBL
(8,7),(8,29),0.0365945 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0262045 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0113553 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.021683 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0191104 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.061213 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0182151 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0322094 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0405989 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.00503341 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.00314975 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.00389189 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0218155 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00264777 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.013364 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.038182 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.025595 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0121136 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0275767 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0147225 # DEPENDENCYPART_SIBL
(8,10),(8,28),0.0178781 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.0162933 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00878974 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0116171 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0327754 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0224762 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00899648 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0244533 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0116055 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.0219153 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0184973 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0356979 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0354114 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0224029 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0400781 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0269382 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00704869 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.00346298 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0702484 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0588734 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0446861 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0354147 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0462607 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0380509 # DEPENDENCYPART_SIBL
(8,13),(8,28),0.0141978 # DEPENDENCYPART_SIBL
(8,13),(8,29),0.04054 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0257157 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0104038 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0256007 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0126245 # DEPENDENCYPART_SIBL
(8,15),(8,28),0.0213591 # DEPENDENCYPART_SIBL
(8,15),(8,29),0.0177092 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0175171 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0261175 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.017431 # DEPENDENCYPART_SIBL
(8,16),(8,28),0.0204608 # DEPENDENCYPART_SIBL
(8,16),(8,29),0.0735909 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0307884 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.021151 # DEPENDENCYPART_SIBL
(8,18),(8,28),-0.00631793 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.0868462 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0524288 # DEPENDENCYPART_SIBL
(8,19),(8,28),0.0297229 # DEPENDENCYPART_SIBL
(8,19),(8,29),0.0882635 # DEPENDENCYPART_SIBL
(8,21),(8,28),0.00621608 # DEPENDENCYPART_SIBL
(8,21),(8,29),0.0672158 # DEPENDENCYPART_SIBL
(8,28),(8,29),0.124283 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0288657 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0914598 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0905051 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.114174 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0796233 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0128659 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0215349 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00275033 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.104045 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.030148 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00768147 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0838093 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0147891 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0800432 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00871304 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00635324 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0754312 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00688211 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00507917 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0491488 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0146452 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0255819 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0398259 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.042315 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0317345 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0509612 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0313464 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.010215 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0360337 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.101056 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0433238 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.367954 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.316381 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.239777 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.213422 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.269564 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.0220779 # DEPENDENCYPART_SIBL
(11,5),(11,28),-0.0123854 # DEPENDENCYPART_SIBL
(11,5),(11,29),0.173883 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0461005 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0135979 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0267051 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.142562 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00866745 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0237274 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0316268 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0632703 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0123059 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0337987 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0278129 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.00220554 # DEPENDENCYPART_SIBL
(11,6),(11,28),0.0147898 # DEPENDENCYPART_SIBL
(11,6),(11,29),0.0147801 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0107963 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0259927 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.166957 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0283825 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0258462 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0323552 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0591406 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0124409 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0213968 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0280486 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.000223919 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.0110142 # DEPENDENCYPART_SIBL
(11,7),(11,29),0.0392183 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0203198 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.157388 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0543374 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0571616 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0459192 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0457414 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0222095 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.01714 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0146491 # DEPENDENCYPART_SIBL
(11,8),(11,27),0.0310915 # DEPENDENCYPART_SIBL
(11,8),(11,28),0.0278265 # DEPENDENCYPART_SIBL
(11,8),(11,29),0.047285 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0617534 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0937295 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0731266 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0317488 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0213931 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0133275 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0114813 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0228789 # DEPENDENCYPART_SIBL
(11,9),(11,27),0.0641304 # DEPENDENCYPART_SIBL
(11,9),(11,28),0.0214012 # DEPENDENCYPART_SIBL
(11,9),(11,29),0.0339889 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0890471 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0154773 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0628798 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.154099 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0842687 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.11665 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.123003 # DEPENDENCYPART_SIBL
(11,10),(11,27),-0.0101779 # DEPENDENCYPART_SIBL
(11,10),(11,28),-0.0764208 # DEPENDENCYPART_SIBL
(11,10),(11,29),-0.0151687 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0495145 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0302294 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0479046 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0347648 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.076721 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0148751 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.0335549 # DEPENDENCYPART_SIBL
(11,12),(11,28),0.0050613 # DEPENDENCYPART_SIBL
(11,12),(11,29),0.0825824 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0207431 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00543114 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0206279 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0447598 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.00765187 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.0124889 # DEPENDENCYPART_SIBL
(11,15),(11,28),0.0268197 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.0257902 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0166493 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0252496 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0625066 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0165632 # DEPENDENCYPART_SIBL
(11,16),(11,27),-0.0219036 # DEPENDENCYPART_SIBL
(11,16),(11,28),0.0220851 # DEPENDENCYPART_SIBL
(11,16),(11,29),0.0773421 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0299205 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0597464 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0202833 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.0188152 # DEPENDENCYPART_SIBL
(11,18),(11,28),-0.00469366 # DEPENDENCYPART_SIBL
(11,18),(11,29),0.0905973 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0416139 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.051561 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.0408042 # DEPENDENCYPART_SIBL
(11,19),(11,28),0.0313472 # DEPENDENCYPART_SIBL
(11,19),(11,29),0.0920146 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0265324 # DEPENDENCYPART_SIBL
(11,20),(11,27),0.0532191 # DEPENDENCYPART_SIBL
(11,20),(11,28),0.181693 # DEPENDENCYPART_SIBL
(11,20),(11,29),0.393303 # DEPENDENCYPART_SIBL
(11,21),(11,27),-0.0153434 # DEPENDENCYPART_SIBL
(11,21),(11,28),0.00784036 # DEPENDENCYPART_SIBL
(11,21),(11,29),0.070967 # DEPENDENCYPART_SIBL
(11,27),(11,28),0.0239881 # DEPENDENCYPART_SIBL
(11,27),(11,29),0.0243663 # DEPENDENCYPART_SIBL
(11,28),(11,29),0.127925 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0371596 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0246357 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00925368 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0195814 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.121074 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.127107 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.208651 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.425143 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.362297 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.284699 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.237096 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.316915 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.057788 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.157682 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.131787 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.192688 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0261037 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.127012 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0584881 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.108162 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0944804 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0737466 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.134526 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.109938 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.228711 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.135745 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.129611 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.066831 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.107977 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0304245 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.180704 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.33921 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.194714 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.203119 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0561187 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.149107 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0249365 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0744603 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00287897 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0123866 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0590306 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00279287 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00728699 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0133038 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0170449 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0562855 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00650034 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0073776 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.00608725 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.038153 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0377782 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0317608 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0587875 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0439161 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0141908 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.00608326 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0115532 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0153475 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.010716 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.113163 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0552453 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0244731 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.00831191 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0261366 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.113163 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0241301 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0365857 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0190671 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0462016 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0200315 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0224678 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0684987 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0105366 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0702723 # DEPENDENCYPART_SIBL
(16,1),(16,28),0.0813214 # DEPENDENCYPART_SIBL
(16,1),(16,29),0.0235504 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0605578 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.00571628 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0381904 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.00854415 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0201142 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0670432 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0717846 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0459043 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0654197 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0131333 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0375197 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0664992 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.010197 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0270855 # DEPENDENCYPART_SIBL
(16,2),(16,28),0.0591119 # DEPENDENCYPART_SIBL
(16,2),(16,29),-0.00884278 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.00269723 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0230859 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.000134833 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.11536 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.039783 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.04478 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.00935022 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0865989 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.013681 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.000546911 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0356997 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0153805 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.0316722 # DEPENDENCYPART_SIBL
(16,3),(16,28),0.11463 # DEPENDENCYPART_SIBL
(16,3),(16,29),0.0125516 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0328743 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.189415 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.007661 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.117859 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.166417 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.209415 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0733994 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00510738 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.028936 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0044998 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0131985 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0276161 # DEPENDENCYPART_SIBL
(16,8),(16,28),0.00939237 # DEPENDENCYPART_SIBL
(16,8),(16,29),0.00302798 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.107895 # DEPENDENCYPART_SIBL
