# _root_ The ordinance , in Moon Township , prohibits locating a group home for the handicapped within a mile of another such facility .
#goldHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,9,18,16,18,22,22,19,8,
#predictedHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,15,18,16,18,22,22,19,8,
(9,2),(9,19),0.0226343 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.00794566 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0209712 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0586241 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0287602 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0653778 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00543328 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0217032 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0466551 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.000153341 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00591896 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.000321187 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0311514 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0163164 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0418335 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0131243 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.139948 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0266927 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00547926 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.106288 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0119222 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0200105 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0123003 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0582946 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0098804 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0559137 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0912025 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.012356 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0140135 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00156232 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00400949 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00328059 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00362573 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00130121 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0110501 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0297535 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.044702 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0384127 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0489524 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0378871 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0420471 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0386266 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0562107 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0378808 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.049412 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0172367 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0108716 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0210522 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0356594 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0217917 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00239372 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0241317 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.00966395 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0115748 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0312611 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0198196 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0320007 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0127638 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0343406 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.00948221 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00386677 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0150354 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00460636 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0479987 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.00602922 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0134959 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0233828 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0371518 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00911252 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0394918 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00435588 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00936468 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0318803 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0107875 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0121826 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00886789 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0402922 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.00544476 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0340528 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.039461 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.00735747 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0120008 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0230564 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0144215 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.192191 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0128525 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.155359 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0114967 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.234811 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0157571 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0396284 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.10966 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0296354 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0109472 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0306573 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.157845 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.00501181 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0100464 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0141837 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0148392 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0141839 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00448675 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.022535 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0407533 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00819091 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0407531 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00212368 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0463142 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0122577 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0129477 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00181715 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0276955 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00731892 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0387348 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0208917 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0074932 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0311475 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0283043 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0321577 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00709911 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0246542 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.00709911 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.10345 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.103442 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.367277 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0193368 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0220276 # DEPENDENCYPART_SIBL
(12,1),(12,15),2.78805e-05 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0856613 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.00105187 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.363438 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0186143 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0723008 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0302667 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00191729 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0302667 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0214937 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0214852 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0630108 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00720478 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0147341 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00472636 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0654701 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00337122 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0150377 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0282625 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.00159595 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0433617 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.202527 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0651217 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0651137 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00310597 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.02425 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.139621 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0303827 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.115149 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0290269 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.186267 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0105532 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0296716 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00375505 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0326236 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0326333 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0267933 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00796496 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0408695 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0291907 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0290099 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0278836 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00902304 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0110512 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.00050225 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0651217 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0651137 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00310597 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.02425 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.139621 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0303827 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.115149 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0290269 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.186267 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0105532 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0296716 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0182413 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00959295 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0049787 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0413275 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0022021 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0278418 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.000852368 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00537552 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0113762 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0285208 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00847831 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00832154 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0413235 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00220611 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0278459 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00085638 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00537151 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0113722 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0285167 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0181537 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.153314 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.010558 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0344677 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00953606 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.194385 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00474238 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.000508273 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0507527 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0114242 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.02845 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0100691 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0596352 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0215646 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0491699 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0398243 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00726943 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0398241 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0018005 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0357503 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0519701 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0205972 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0214775 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00945874 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0238302 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0178788 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00854417 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.038929 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.012618 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0262484 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.000148389 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0200901 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0213309 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0196171 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0293617 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.020738 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0737291 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0176947 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0642906 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0449382 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.064339 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0871578 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0604057 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0489598 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.015096 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0362108 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0150966 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0473193 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00647949 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.074272 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0429601 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.074272 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0166584 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0742775 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00248469 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.101515 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0545875 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.103989 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0410278 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0370632 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0432019 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0569846 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.1037 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0615031 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0317127 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0296101 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0462677 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.070995 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.279754 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00431642 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0180413 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.164841 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.00376291 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.014463 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00685078 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0663577 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.144219 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0367172 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00877057 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0519448 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0404043 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0606169 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0816117 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.128681 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0312113 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0376379 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0490437 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0692716 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0490893 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00821777 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0667287 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00636259 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0554158 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0104832 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.00731449 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.111416 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00258274 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.33829 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0149796 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0821461 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0104048 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0433988 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0144786 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0224353 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00539058 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0114185 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0296619 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.017788 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0331566 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0290691 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0767746 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.022221 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0718207 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0801358 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0446265 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.034124 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0896337 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0301907 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0308576 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0433249 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0404105 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0145691 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00619539 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0576142 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0708521 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0662313 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0185704 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.049943 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0330613 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0304389 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0486989 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0229641 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0447521 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00326795 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0413782 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0196905 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0527698 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.375242 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0528873 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0568585 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00619957 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0540792 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0616109 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0626963 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0124312 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0112125 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.082894 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0112074 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0245601 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0481264 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0886475 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0109198 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0984611 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0123594 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.00565808 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00813004 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0210056 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0341526 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0128355 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0589616 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0157089 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0527084 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0218746 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00731061 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0458051 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0156698 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.358601 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.343209 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0513596 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0548451 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0496822 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0702333 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0299101 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0567783 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0090057 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0560445 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0132568 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0611212 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0156163 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0213699 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0360024 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0224994 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0476935 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0181376 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0044494 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.17184 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00545938 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0837265 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0480178 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00313509 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0725169 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00864661 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0168377 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0341144 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00392357 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0238784 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00511461 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0203358 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0207871 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0290647 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0413922 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0249516 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0144513 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0529723 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0798931 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0170842 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.112769 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00791384 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0362207 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.197838 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0476282 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0148922 # DEPENDENCYPART_SIBL
