# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(4,6),(4,8),0.151199 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0929206 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0466203 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0607367 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0474013 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.077473 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00372539 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0408291 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0549059 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0339069 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00195376 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0154422 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0296078 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.00195376 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0422815 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0174207 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.159333 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0113897 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0461121 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.130928 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0354708 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0490363 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0136782 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0548634 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.000624283 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0123434 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0548634 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0405158 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0479705 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0170446 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0234562 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0532457 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.028708 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0378797 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0443956 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0358872 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00523634 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.152708 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0358872 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0214999 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.159507 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0311067 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.128666 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0378203 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0850747 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0314171 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0254026 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.00982914 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0145504 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0254026 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0330409 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00126588 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0662433 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0812461 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.037032 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.139701 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0750553 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.072022 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.124028 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0750553 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0127967 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0879223 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0950095 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0293848 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00123477 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.183542 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0336865 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0318449 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.183542 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0309277 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.053601 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.10944 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0270912 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.207903 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0961531 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0440847 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.207903 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0769747 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.029243 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.131066 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0839505 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0209933 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.035255 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0839505 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.029808 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.00551085 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.168007 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0495059 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0478916 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.168007 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0428887 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0600342 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0414185 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0714478 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0600342 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0378325 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.573771 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.427765 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.179701 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.593324 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0363524 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.132703 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.00580305 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0476849 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0530087 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.593324 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.000632497 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0795158 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0026642 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.026406 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0604447 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0423452 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0506437 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0308799 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0666407 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0184977 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0904793 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00259612 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00148085 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0591271 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0842845 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0169112 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0539799 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0722456 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.027499 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0841587 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0207113 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0196438 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.021799 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0121535 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0404447 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0593317 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0366806 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.173888 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0575637 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00482982 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0315933 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0321756 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00927377 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.193989 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.132903 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0414977 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0375849 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.053637 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0204122 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.145631 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0355528 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.671864 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.650423 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.245209 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.25634 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.311372 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.376801 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00469982 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00588513 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.729326 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0213435 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0393261 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0278623 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00242894 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.816092 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0184705 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.103327 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0362159 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0328253 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.101362 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0859742 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0349172 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0677727 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0385741 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00965667 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.120735 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0751689 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0385741 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0218681 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0104199 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0232004 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.22681 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.098399 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00375392 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0425129 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0144287 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0193275 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0252046 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.031144 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0510313 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0289252 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0290835 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0127604 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0510313 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0608736 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.00184995 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.00452396 # DEPENDENCYPART_SIBL
(7,2),(7,28),0.0208716 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0051469 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0293468 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0154572 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0524176 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0200178 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0676042 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0762762 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0494643 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0520196 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.057569 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0762762 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0834531 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0414382 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0221518 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0793322 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0236726 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0611787 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0143624 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0336339 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00699645 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0299478 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.000244422 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0616601 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.020041 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0299478 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00403466 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0102453 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0322782 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.164447 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0668098 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0362168 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0059106 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0153172 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.119765 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0274099 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0359561 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0317265 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.119765 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0324344 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0546878 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.051851 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.0348233 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.195019 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0414095 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.270595 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0541151 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.1542 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0446653 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.216351 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0541151 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0889931 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0490876 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.101279 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0570691 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0360168 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.418255 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0234854 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0975727 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0456791 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.30375 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0234854 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0204409 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0108736 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.037502 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0720138 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.315828 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0797309 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.247452 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0217294 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.248909 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0797309 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.130551 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.124761 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.194344 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.110984 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00408195 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.126579 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.042146 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.250447 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00408195 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0260115 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0563357 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0265919 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.00569438 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.164895 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.474729 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.21994 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0305222 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.144249 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.355036 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0642292 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.00881333 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0176781 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.125695 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0540947 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0232023 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.010123 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0534885 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.0391166 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0372005 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.114443 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0450276 # DEPENDENCYPART_SIBL
(7,15),(7,25),0.00360095 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.140068 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.0865293 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0218339 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0223906 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.00683378 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.0363879 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0772718 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.144249 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.355036 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0642292 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.00881333 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.0107358 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0196387 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.00567521 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.040648 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.0133112 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.0958854 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.546836 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.110862 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.377358 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0541314 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.3606 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.136433 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.552176 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0541314 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.262159 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.109477 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.075296 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.909003 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0855973 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.486183 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0551364 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.926087 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0855973 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.335076 # DEPENDENCYPART_SIBL
(8,10),(8,28),0.00199604 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.25619 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0141164 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.177814 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00949505 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.221508 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0141164 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.064908 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.0933828 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0295774 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.41086 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0477016 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.704542 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0295774 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.288298 # DEPENDENCYPART_SIBL
(8,12),(8,28),0.0774082 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0834688 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.584992 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.010974 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0480974 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0556557 # DEPENDENCYPART_SIBL
(8,13),(8,28),0.152733 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0742344 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.806744 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.122578 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.355963 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.073128 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0635731 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0645063 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.00276671 # DEPENDENCYPART_SIBL
(8,15),(8,28),0.0555896 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0817803 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.332283 # DEPENDENCYPART_SIBL
(8,17),(8,28),0.00315261 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0556557 # DEPENDENCYPART_SIBL
(8,18),(8,28),0.152733 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0462739 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0653894 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.239491 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0987614 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0560912 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0299363 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0436544 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.120959 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.026643 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0299363 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00780109 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0695036 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.102516 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.149607 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0596544 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0318216 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.123123 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0180915 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0240186 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0885946 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.123123 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0353802 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.115318 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0140339 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.118545 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0717269 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0201038 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.116602 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0127425 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0267012 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0201038 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.439025 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.127815 # DEPENDENCYPART_SIBL
(10,9),(10,28),-0.119023 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0521499 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0714719 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0519344 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.224113 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.108713 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0714719 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.113361 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.114537 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.117284 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0486445 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0776909 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0221809 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0909935 # DEPENDENCYPART_SIBL
