# _root_ Ms. Johnson tells them that , if the appliances ca n't be salvaged , their policy covers the replacement cost .
#goldHeads=2,3,0,3,17,17,10,9,10,17,10,10,12,17,16,17,3,20,20,17,3,
#predictedHeads=2,3,0,3,10,10,10,9,10,3,10,10,12,17,16,17,13,20,20,17,3,
(9,8),(9,10),0.0474347 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0258429 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.132562 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.135191 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0113655 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0107667 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.138269 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00505166 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0173474 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00470564 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00398198 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0282726 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00270742 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00373635 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00539136 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00839203 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0174817 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0456815 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0141853 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0161138 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.022308 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0272799 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00349913 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0309538 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0270389 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0228363 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0188328 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0171014 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00813335 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00898381 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0418187 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0252126 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0498464 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0175311 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00652632 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00899722 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.133988 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0466902 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.109096 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00542815 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0757048 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.111853 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.120548 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0213934 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0729027 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00182623 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0156733 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.00370901 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0261797 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0427546 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.109096 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00498305 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0757051 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.111853 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.110529 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0222248 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.084192 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0131148 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0192714 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0181449 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0151619 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0755529 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0493173 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.063719 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0110748 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.015481 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0173444 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.122589 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0318644 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0452201 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0310036 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0304642 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0653944 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.164946 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0252728 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0169139 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00584123 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0918091 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0373376 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0526703 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0404838 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.153048 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0150451 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.000455959 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00482399 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0184304 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.182023 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0287794 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.174402 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0326586 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0758121 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00932297 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0169365 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0289131 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00020242 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.000449003 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0181048 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00269718 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.151404 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0325524 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0985342 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0055226 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.036129 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00909202 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0340679 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.125087 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0225722 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0802217 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00914458 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0214091 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0110274 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0160478 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0682383 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0425163 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0886366 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0409027 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0547429 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0838159 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.040337 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0838206 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0196332 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00817594 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0629685 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.00494947 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0166114 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0672689 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.000381 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0642184 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0184516 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0732636 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0627115 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.164747 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0677414 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0156022 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0596335 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.079595 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0988759 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.082741 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0695136 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0589616 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.16493 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0608442 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00337858 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00318506 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00337391 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00533004 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0109813 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00730343 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0147714 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0373242 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00509967 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0187747 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0826584 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0670441 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0188904 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0536845 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0671289 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0293182 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0228617 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0849852 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0139162 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0427482 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0121795 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0214503 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.037033 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0172025 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0039362 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0345297 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0176133 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.031423 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0260739 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.00870365 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0371002 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0124505 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0339154 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.173141 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.157644 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0159936 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.00949227 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0113398 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0113648 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00702563 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0596248 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0753617 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0205808 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0511322 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.116087 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0134045 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0338003 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0173188 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0597135 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0027288 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00418494 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.163736 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0355255 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0118061 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0270872 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.026524 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00218989 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0587163 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0191484 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.017163 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0177281 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0297851 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0362558 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0312832 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00573664 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.198205 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0165369 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0677008 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0505078 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0425184 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0370413 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0777733 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0331945 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0720741 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.102644 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0175952 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0561586 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0564796 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0201198 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0315806 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0680415 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.023875 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0337635 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0501372 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0673605 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.113151 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0569936 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0600977 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0471224 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0204765 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0282053 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0902583 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0873331 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0209432 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0849542 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0407184 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0168398 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0247987 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0153648 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0227752 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0122876 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00635901 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0359679 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.00830004 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.012131 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0462961 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0526327 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0434478 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0203612 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0241044 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0457836 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0465674 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.00469315 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0280627 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0833368 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.00199951 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0140467 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00589962 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0350731 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00304959 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0298518 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.202306 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.145303 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0122399 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0286394 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0596403 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0408237 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00231989 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0165906 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.10184 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0082612 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00457644 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00653397 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.158081 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00232694 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0216792 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.00611498 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0519199 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0687666 # DEPENDENCYPART_SIBL
(13,7),(13,11),-9.20741e-05 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0304357 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00609847 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0225793 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0244243 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.184503 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.000474512 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0048483 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0146185 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0181293 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00690929 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0208671 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.102994 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0630775 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0555174 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.060695 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0391493 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00479362 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0316192 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.00284856 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00522725 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0216049 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0261343 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.021139 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0198578 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0181828 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0225396 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.124939 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.128897 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0428139 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.047022 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.120955 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0122841 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.133082 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0205322 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0810335 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00391152 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0346941 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00446201 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0402535 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.100372 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00159786 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00661994 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00759108 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0580017 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0680657 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0188929 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00634646 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0270808 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0803431 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0671553 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0146814 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00658106 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.00200963 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0138334 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.124088 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.00621241 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0496043 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0050244 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0310997 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0990687 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.053963 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.00656408 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0111667 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00620432 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0050244 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.122217 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0907542 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0188798 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0150045 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.00244934 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.00180385 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0491579 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.00517058 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0306532 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0876673 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0535163 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.00756404 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.00675788 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00179576 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.00517058 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.110815 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0788712 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.00901573 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.012891 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0321043 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0201134 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.018886 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0450045 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0100269 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0541305 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0234091 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.042928 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0366331 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.018886 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0210064 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0585903 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.000288561 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.00541519 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0166679 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.190596 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.148535 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0061113 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.00853432 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0342661 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0156001 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0210266 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.190596 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.00589844 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0529873 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0373137 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0171048 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.112122 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.00250333 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.00531381 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0566857 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0153426 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.00983602 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.00582336 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.01274 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0375168 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.123464 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0129219 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.00272727 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0301294 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0626381 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.020788 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.00571874 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.000278543 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.00374979 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00954079 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0519981 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0449419 # DEPENDENCYPART_SIBL
