# _root_ `` The market was pretty dull '' for most of the day , said Robert H. Chandross , vice president at Lloyds Bank PLC .
#goldHeads=14,3,4,14,6,4,4,4,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
#predictedHeads=4,3,4,14,6,4,6,6,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
(8,6),(8,21),0.0216429 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0567809 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0542772 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.013511 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0118613 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0616056 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0183454 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0492288 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.042155 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0289826 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0442194 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0151539 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0276798 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0367523 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0871568 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00647146 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0257013 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0586272 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0144556 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0509328 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0343657 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0185461 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0760701 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.050522 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0107102 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0163401 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00779267 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0956673 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0833805 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0372948 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.106956 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.106956 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.106956 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.110526 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.000365401 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.127046 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0932779 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0400854 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.130119 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.130118 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.130119 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.126001 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0502459 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00306143 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0259747 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0481397 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0481439 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0481397 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0483564 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0155571 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0463756 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.107346 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.108282 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.107345 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.112716 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0208818 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0154191 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0154168 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0154022 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0331823 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0475907 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0475948 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0475906 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0497887 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.111246 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.11031 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.115681 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.109523 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.114893 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.11447 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0731188 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0744079 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0717398 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.031425 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0381854 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0479172 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.173667 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0181428 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0700606 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0669239 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0711231 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.173667 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.10868 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0847272 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0750363 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0166976 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00701003 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0142234 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0132745 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0112429 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.000525771 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0633374 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0148295 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0190115 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0148124 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.000525771 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0270855 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0186458 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.010952 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.00690994 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0051114 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0381946 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.131451 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0177657 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0213861 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0104666 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0146539 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0104569 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0177657 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0383041 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0649325 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.00784572 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0378213 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0566999 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00634651 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00425756 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0287946 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0213276 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0255162 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0213171 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00425756 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0160048 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00382797 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0188488 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0368979 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.124488 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00714197 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00224866 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0287314 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0329187 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0287216 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00714197 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0200275 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.026939 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0261105 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0282768 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0470463 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0435949 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0219701 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0261587 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0219597 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0470463 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0153636 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0156768 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.019493 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00186364 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.07637 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0254733 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0305696 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0254455 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00186364 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00116943 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0106172 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0191239 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00205995 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.054666 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0544091 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0547013 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0457804 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.184912 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00614298 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0693259 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0307209 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0309982 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0307101 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0287763 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00818246 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0258769 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0272025 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00654309 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00532285 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0201193 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0136977 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0273456 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00521917 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00653606 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.017212 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0124846 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0283261 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.00643237 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0233224 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0144393 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0270193 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.00447766 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.184912 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00614298 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0693259 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0350514 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0187288 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0164489 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0304564 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.00241505 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0148523 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0300681 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.381011 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0326447 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0272541 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0726622 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.00344301 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0396599 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0757526 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0103489 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00661369 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00590796 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.014937 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0145616 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0326495 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.00959228 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.033209 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0282547 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.011408 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.033846 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0377984 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0149524 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0387197 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0345804 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.110636 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.127475 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.036013 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.124733 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.123933 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.117874 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00610817 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0895565 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0254384 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.126534 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0138576 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00645172 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0408328 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.00371567 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0431885 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0379941 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0656864 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0349577 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0022035 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00236436 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0409462 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.042601 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0433067 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00144437 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0434332 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0163494 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.0395166 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.0648711 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0389666 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.044154 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0133532 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.038335 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0451467 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0325196 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0388683 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0607317 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0331718 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0315349 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0308292 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0648185 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0370193 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0432816 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0345136 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.00455277 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0290883 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0239856 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0276761 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0325911 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0999468 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0360167 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0430471 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.02989 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0282525 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0275478 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00869334 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.026916 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0160011 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.03341 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0228718 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00942501 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0163533 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0324539 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0306469 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0136802 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0382402 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0283748 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0324531 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0331588 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0764231 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0380613 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00403054 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0294745 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.0541183 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0390414 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0182484 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0126908 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0045035 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0027577 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00291408 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00455111 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00525652 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0154503 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00149919 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0212805 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.00114107 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0100272 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0451898 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.109643 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0374857 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0708335 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0222651 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0206276 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0199229 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0192159 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.019297 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0134702 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0257851 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.00886617 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0769627 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0862455 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0734473 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0379295 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0362925 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0355871 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.102931 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0423421 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0541777 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0419863 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0297516 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0569217 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.154275 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0752704 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0740793 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0729107 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0300624 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0835785 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0138656 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0754353 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.119995 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00825864 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.118563 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.117762 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.111704 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0245105 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0834053 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0317914 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.120363 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0112944 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0166857 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0210974 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.021803 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.236456 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0370453 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0312547 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0139399 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0157948 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0837239 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0802865 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0953465 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0923311 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.070284 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0836846 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0894173 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0789803 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0949621 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0910248 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0691969 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0823784 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0871722 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0892096 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0888873 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0676804 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0802409 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0828237 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.050817 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.00623621 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0157947 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0300065 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0581135 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0730039 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.100948 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.000752034 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0885004 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0881717 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.014779 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00663289 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00424306 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0264458 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0146753 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0127434 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00619777 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.025139 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0127206 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.171944 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00939227 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0563519 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0331707 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0269708 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.00496859 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0972802 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0607203 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0045995 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0499682 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.031216 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0222632 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0109211 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.041884 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00881597 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0079172 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0323986 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0280214 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0049569 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0814092 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.242179 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.211899 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.140553 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0848794 # DEPENDENCYPART_SIBL
