# _root_ Some lawyers say the slump , while more obvious in recent weeks , began earlier this year .
#goldHeads=2,3,0,5,14,14,9,9,14,9,12,10,14,3,17,17,14,3,
#predictedHeads=2,3,0,5,14,5,14,9,5,9,12,10,5,3,17,17,14,3,
(5,11),(5,14),-0.000787781 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0179282 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0119774 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00150622 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.00998694 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0205745 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.000372169 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0203112 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0135792 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0135696 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0019328 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0535745 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00273232 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.015563 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0305108 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00588776 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.00732267 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0113013 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0149453 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0196737 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0571022 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0130504 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0706099 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0131262 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0103236 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0836965 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.030975 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.043663 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0370053 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0459759 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0039782 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0437197 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0782096 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.743081 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0909921 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0219824 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00192517 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00514918 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00196359 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0507657 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0275461 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0112871 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0254717 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00244027 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0221771 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0409123 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.000612051 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00310101 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0192434 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0229039 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0146039 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.012119 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0247336 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0530562 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0410237 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.000495546 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0032641 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0193474 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0210237 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.039099 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0245413 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.00836079 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0268723 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00305368 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0958947 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.013929 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0434467 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.215028 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0478023 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0693491 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0618201 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0267852 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00878402 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0673709 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00522406 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.000493836 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0235861 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0586881 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.105415 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.045061 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0343898 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0199956 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.411147 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0553625 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0180802 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0321421 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0567899 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.021976 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0172988 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00277316 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0924431 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0444119 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00351638 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0666451 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0759359 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0583059 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0855448 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.019013 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00323769 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.100144 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0447881 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00108065 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0539157 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0258875 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0187285 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0438973 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.004282 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0260566 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0272106 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00424143 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0285453 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0290566 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0185881 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0003614 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0121466 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0169623 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.024345 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0991694 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0131631 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0394189 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0423097 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.00985708 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0456627 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0120496 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0101495 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.000519552 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.124459 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0279348 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0355967 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0024022 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0101112 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00208839 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0122453 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.014522 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.102339 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0036366 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0216101 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0198574 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0675622 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.067546 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0816329 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.11536 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0462308 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0322906 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0757101 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0291935 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0684098 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0192971 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0260291 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0243034 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0529705 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0435983 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0107881 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0557731 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0157164 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.100455 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0495602 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00609427 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0339682 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0272051 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0253447 # DEPENDENCYPART_SIBL
(10,14),(10,15),-8.50599e-05 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0410705 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0431832 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0563769 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.01259 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0348713 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.047795 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0568448 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00567583 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0309081 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0161844 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.043951 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00596679 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0304744 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0136503 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00865038 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.00631428 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.000757595 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0209941 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.120398 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0133295 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0450265 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.00413277 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00358785 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0871763 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0261326 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0574574 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.128711 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0343285 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0160616 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0719304 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.00181516 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00615632 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00528921 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0512067 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0332831 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00639298 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00994249 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.00852823 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0573753 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0438532 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0352955 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0681096 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0245934 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.140104 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.000950888 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0484289 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.000287187 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.026962 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0539833 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0272794 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0323011 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0398145 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0192848 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.000464976 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0153849 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0124969 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0447708 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0391036 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0333446 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.044449 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0768469 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0152422 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00681058 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0321855 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0276979 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0304081 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.000716502 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0307432 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00775878 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.00347039 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0222019 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0367359 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0463895 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0332349 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0480339 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0301273 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0335023 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0188205 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0342485 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.000637981 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0253786 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0378287 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.029769 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0110583 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.000686429 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0509775 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00449225 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0156471 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0311838 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00533885 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00820416 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.010553 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0136606 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.00457175 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0421755 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.160028 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00957569 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0837963 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0564316 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0264258 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0163741 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0365738 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0185342 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0105146 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0837963 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0363533 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00880201 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.016947 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0817546 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.00777743 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0827707 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0707155 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0330444 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0142065 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0542274 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0100404 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.00977384 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.00768616 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0757118 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0330444 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0110779 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0356641 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00674991 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.105369 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0349204 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.00200746 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0256546 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0450107 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0146209 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0274973 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0421657 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0282611 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00145847 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0256546 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0658172 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0751183 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0337329 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00971306 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0299319 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0976716 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0774431 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0759163 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0429877 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0585878 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0447986 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0290209 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0976716 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.123082 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0813598 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0277295 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0888396 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0308142 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0144275 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0511187 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0105783 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00985099 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00822401 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0752349 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0308142 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0013054 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0325097 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0114045 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0842121 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0612578 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0333591 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0273909 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0190193 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0291741 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0105523 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00950059 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0687944 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.121069 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0123693 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0669438 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0175064 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00419627 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0250497 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.00113061 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0473483 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0238511 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0534646 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0389626 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0145367 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.113916 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0408295 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0369273 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0399359 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0238632 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0439969 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0595095 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.055569 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0817894 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0117367 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.01134 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0218825 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00423216 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0166718 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0136687 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00965474 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00306924 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0267221 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00826492 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0198118 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0732182 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00463341 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.018569 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.020696 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0559565 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.000585223 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0255274 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0106173 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0105874 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00741583 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0220929 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0503196 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0161652 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0425256 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00707706 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.065664 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0687944 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.121069 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0123693 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0669438 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0240892 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0111419 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.027544 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0242091 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0341068 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00179983 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0326116 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0896514 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0233114 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0205888 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0225355 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0349748 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0896514 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00101968 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.141423 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0865891 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0236283 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0207159 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.023024 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0339293 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0865891 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0082153 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.115302 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.022482 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0248089 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0480709 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0175406 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0752868 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0397069 # DEPENDENCYPART_SIBL
