# _root_ Also , a cockpit warning system failed to alert the pilots the flaps and slats were not set for takeoff , the NTSB said .
#goldHeads=24,24,6,6,6,7,24,9,7,11,9,14,14,16,14,9,16,16,18,19,24,23,24,0,24,
#predictedHeads=24,7,6,6,6,7,24,9,7,11,9,14,14,16,14,24,16,16,18,19,24,23,24,0,24,
(7,6),(7,13),-0.0147185 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00478949 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00637633 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0132322 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.045642 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00706964 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0123067 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0407306 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0571025 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0257397 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0269249 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0268272 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0506112 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00387002 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0544911 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.028527 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0121706 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.000711203 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0213911 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0220575 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0168103 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0167024 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0502764 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0182816 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0605821 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0229032 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.000806196 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0174245 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0317712 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.00515347 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0206847 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0306835 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00885077 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0243784 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0198104 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.00453503 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.015392 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0244914 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0128137 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0350653 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0132091 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0288214 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0241684 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0178832 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.011842 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0288497 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0165638 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0279334 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0156563 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0270707 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0227196 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0194679 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0301188 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0404751 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0716222 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0403441 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00725803 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0156074 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0492204 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.00389085 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0428826 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.00342665 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0276029 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.0389652 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.00250792 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00227697 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0237112 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0287627 # DEPENDENCYPART_SIBL
(7,18),(7,25),-0.000572655 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0193356 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0447309 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.0219121 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.00305609 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.00741324 # DEPENDENCYPART_SIBL
(7,24),(7,25),0.0313129 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0285126 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0285025 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0638424 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0700217 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.087672 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0876718 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0292939 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0429337 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0228589 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0173112 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0680141 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00901672 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0680141 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00984142 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0284961 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0088671 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0194381 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0385361 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0320329 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0423055 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00904762 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0585973 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.025054 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.162042 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00316781 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.024194 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0702553 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.117369 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0028707 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.117369 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00430304 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00870537 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00332872 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00744684 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00306407 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00977383 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0604787 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.00289289 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.157674 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0265333 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0515341 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.089154 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00530319 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0879647 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00954927 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0879647 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0123639 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00910159 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00425906 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0258624 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.007325 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0137665 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0152701 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.011011 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.00684027 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.00615389 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0231804 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00101442 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0677847 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.000867122 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0677847 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00194751 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0348181 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00615736 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00280962 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0219556 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0447782 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0134906 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.000594569 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0283438 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0371639 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0711835 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0120359 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0693488 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0120359 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0621513 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.057903 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.067023 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0293254 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0110281 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0136275 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0952576 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0692008 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0688067 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0264501 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.235571 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0425072 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0226859 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0424095 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.042579 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0425009 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0417466 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0395247 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.043718 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0287218 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0424095 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0394818 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0331173 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0197933 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00846417 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.019848 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0303316 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.020119 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00393911 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0239935 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0148996 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00329157 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.019848 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0138306 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0195806 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.00252614 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0424095 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.042579 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0425009 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0417466 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0395247 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.043718 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0287218 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0424095 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0394818 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0331173 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0197933 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0347129 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0248595 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00829685 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.028436 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.019257 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0166392 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.024409 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0102811 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0239384 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.00627566 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0149329 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00402763 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00193129 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00316582 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0436921 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0148348 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.00128234 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.00621395 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.00499481 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00818669 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.028284 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0191469 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0173944 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0241104 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0104003 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0238282 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.00615642 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0783061 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.042701 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0147463 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0340705 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0020328 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0515773 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.00428334 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0474866 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00245703 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00544594 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0257697 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0435692 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.00753631 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00520362 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.024024 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0101407 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0311155 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.000960485 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0141496 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0189782 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0386243 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.00853878 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0104019 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.0238178 # DEPENDENCYPART_SIBL
(9,20),(9,25),-0.00615475 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.00303128 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.00522018 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0309204 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0189925 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.159007 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0317539 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.149642 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0327778 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.148325 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.205751 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0712799 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00928025 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0822051 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00963545 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.208361 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0318175 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.289841 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.14298 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.00930878 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0596738 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0301752 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0303828 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0130985 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0275613 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00504149 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0829319 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00784291 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00444647 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00784297 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00871647 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0134674 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00792727 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.015203 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.007843 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0162023 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.03459 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00681027 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.025595 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.119448 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.113235 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0251888 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0117868 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0323194 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0716423 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0104484 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0128954 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0295246 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0251316 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0568645 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0103886 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0330591 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00828292 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0815822 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0074733 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00358843 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00747342 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00315395 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0106411 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00236464 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.000886077 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0074734 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00666065 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.000226658 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0307408 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00821268 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.194081 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0716498 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.19603 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0433786 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0663624 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0549007 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0153843 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.196901 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0444637 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00689529 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0828306 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00654819 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00415088 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00654825 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0185175 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0133661 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0177283 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00342114 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.00654828 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0156146 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.127871 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0213986 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00730938 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0206882 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0522067 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0157284 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.172214 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.018627 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0213415 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0186195 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0117724 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.011641 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0117724 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.028123 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0106545 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0168778 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.029202 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0117724 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0229904 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0368831 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0117739 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0123954 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00963095 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00616822 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0245512 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0115943 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0155366 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0314915 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0166326 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00718729 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00257139 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0115739 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0314882 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.023596 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0124044 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00962692 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00617721 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0254256 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0115047 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0155366 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0262751 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0116419 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00364238 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0254057 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.00697477 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00335153 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0266668 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.00302239 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0138866 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.00818743 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0108985 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0403837 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0389529 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0171671 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0155366 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0560984 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.330875 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0103213 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0428767 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.128453 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0267639 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0732195 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0103213 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0428767 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.01078 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0827763 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0112053 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0113711 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0198232 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0195772 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0544295 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00234428 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0190757 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.039061 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.00474297 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.039061 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.000562211 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.013378 # DEPENDENCYPART_SIBL
