# _root_ `` We wo n't have any more of this wayward behavior , '' says Sir Peter Hordern , a backbench Tory member of Parliament .
#goldHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
#predictedHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
(8,10),(8,13),-0.00594185 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0173123 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0488869 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0521644 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00140793 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0121158 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0533015 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.114522 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.11156 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0364587 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0015157 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0231436 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0309677 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0546767 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0575453 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0588068 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.053787 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0561375 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.110102 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0345137 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0569433 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0875621 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0104898 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0155306 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0955048 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.114153 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.114554 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0863253 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0233735 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.05181 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00556818 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0397958 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0418126 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0148254 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0580001 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0299713 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0444514 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0145421 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0356969 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0392822 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.123411 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.119136 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0651549 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0338395 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0215778 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00540057 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0985525 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.017586 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0627676 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.060148 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0365762 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0181342 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00621447 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0140921 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0585443 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.102741 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.825656 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00660712 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0920604 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0920004 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0920608 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.102741 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0320662 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.103608 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.126939 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.109131 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0551984 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.25495 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0292885 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0774276 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0818024 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.173955 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0162034 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0162598 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0161995 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0774276 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.00859182 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.000266892 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.15132 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0669377 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.174278 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00301552 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0819553 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0910055 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0801149 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.039552 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0396611 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0395516 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0819553 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0575765 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0235075 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.157881 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0128501 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.000404878 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0665015 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0175628 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0257643 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.012935 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0129935 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0129312 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0665015 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0446462 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.00282934 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0505706 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00188466 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.166379 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00611111 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0112235 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.116283 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.11634 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.11628 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.166379 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.103603 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.100347 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0674815 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.000671952 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0437744 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0690334 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00517746 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00506835 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00517793 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.000671952 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0540296 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.021222 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00747161 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0751274 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0131481 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0322033 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0267127 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0322033 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0241782 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0244558 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0255988 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0139159 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.036174 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0309328 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0298255 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0309328 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0218806 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.015897 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.034317 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0959959 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00450057 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.00339326 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0045006 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0482863 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0290105 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0067965 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0252932 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0187315 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0176239 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00727911 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.000162378 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.00574064 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.00545943 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0158833 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00642978 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.000352315 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.00400003 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.00596877 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00815532 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.000162743 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.00348329 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00545211 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0244558 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0255988 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0139159 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.00524589 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.00976065 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.00343754 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0305334 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0132455 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0160749 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0270078 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0201302 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0206319 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0661363 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0814628 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0396342 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0305822 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0510204 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.523236 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0902324 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.090238 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0902215 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0796058 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0598642 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.098185 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.0123847 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0319068 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00946109 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0632915 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.020289 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0674472 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0459788 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0397363 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0470799 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0155443 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0278453 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0376956 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0903018 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.090329 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.090291 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.02568 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.019204 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0959448 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.147788 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.00658984 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0554124 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0164858 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0111843 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0472855 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0287521 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.00513787 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00670293 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0556173 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0643427 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.045835 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0458399 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0458242 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.151288 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0308455 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0514632 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0334384 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0267394 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.00134287 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0238748 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0315073 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.00351364 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0349511 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00363098 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.00557159 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0283224 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.123415 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.123419 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.123404 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.151561 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.071746 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.129469 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0775647 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0495269 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0209074 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0853373 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0753035 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0502655 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0210362 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0117213 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0219768 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0132134 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0132242 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0131996 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.101304 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.028975 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.020071 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0721108 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0460431 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0701533 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.182965 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0444114 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0500246 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.169977 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0697843 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0749352 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0749367 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0749209 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0722635 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0237833 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0790085 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0157248 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0585326 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.142483 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0681902 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0568566 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.136576 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0628909 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0895884 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0896179 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0895774 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0778353 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0459795 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0935944 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.108369 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0530745 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0659044 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.105672 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0636143 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0868418 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0751479 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0751504 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0751302 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.187755 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0429038 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0852919 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0228143 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0404272 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0757401 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.159602 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0665256 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0203291 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0203306 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0203147 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0500239 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0147777 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0244023 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0622592 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0145238 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0506535 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0175148 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0245844 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0246139 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0245734 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.018401 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0736186 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0285904 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.00271876 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0531189 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0593041 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.115283 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.109453 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.109416 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00835822 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00710689 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.103101 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.00690184 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0467284 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0411745 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0411678 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0411979 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.290888 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0184817 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0292141 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0111329 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0143472 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0143563 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0143364 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00786437 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0177781 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0200687 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0177224 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.083009 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0830087 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0261422 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.048382 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0862127 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0331332 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0807664 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0263823 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0483957 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0839704 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0335829 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0270201 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0483797 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0839535 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0331287 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0625905 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.101762 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0769349 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0701618 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0145043 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0460034 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0130338 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.014205 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0011505 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0159305 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.000633768 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0375991 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0250163 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0602099 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.061165 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0120154 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00216685 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0309936 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.00188476 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.109283 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0240577 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0956788 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.118014 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.159011 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.1036 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.114232 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0982991 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0687406 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.114338 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0869284 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0521517 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.078138 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0672887 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0415178 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0080435 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0540371 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.00722945 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0232736 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00872259 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.00716712 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.054235 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0422466 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0380202 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00557293 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0460003 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.000146414 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0157301 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0518788 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0127299 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.015955 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0146511 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0041172 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00729877 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.117856 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0578017 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0217641 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0123409 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.195671 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0270551 # DEPENDENCYPART_SIBL
