# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(5,10),(10,16),-0.353706 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.498878 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.0705 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.08626 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.00606 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.744317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.453943 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.302696 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0587095 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.245354 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.276662 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.585914 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.322175 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.161148 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.612168 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.336918 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.325309 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.476001 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.969412 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.25288 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.62921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),-0.20773 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.0512393 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.188747 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.255207 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0904257 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.240641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.63353 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.473481 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.562499 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.506875 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.421809 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.548528 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.0640219 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.28582 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.17311 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.675667 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.405954 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.0200118 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.455025 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.22903 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.168983 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.315406 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0995573 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.213358 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.53871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.418322 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.801899 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.802444 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.762037 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.657651 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.671061 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.884759 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0673579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.479217 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.124173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0933109 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.52996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.794396 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.874501 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.00051386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.221975 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.232579 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.336048 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.154823 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.56658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.48315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.76816 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.829183 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.748119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.643834 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.753997 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.680303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.741396 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.35494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.661349 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.727214 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.765605 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.683661 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.74808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.11395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.34054 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.436772 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.313091 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0967025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.130852 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.371985 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.65962 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.609352 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.71976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.564203 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.56967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.14569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0842603 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.253246 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.225899 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.559875 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.412315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.051687 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.226754 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.237264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.107917 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.518539 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.549534 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.52437 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.208038 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.455112 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.147481 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.164332 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.35876 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.29743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.762658 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.729666 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.694981 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.00962 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.7958 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.81231 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.38749 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.243116 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.216168 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.245566 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.521792 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.294603 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0696143 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.123695 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.329617 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.37909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.747498 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.774411 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.699332 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.819108 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.12495 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.823143 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.949246 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.8054 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.435613 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.660524 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.249394 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.168347 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.430801 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.750579 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.797454 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.319711 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.568976 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.310947 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.584832 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.198495 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.367463 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.37962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.749894 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.774867 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.70015 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.82025 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.12564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.823595 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.950375 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.385913 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.612341 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.320059 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.143985 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.27017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.709023 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.856834 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.0279 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.779845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.92596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.71154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.628868 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.801549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.850707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0777679 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0801786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.290829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0504095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0729481 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.477742 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.264655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.151004 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.375869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.785495 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.827039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.813315 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.847193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.191078 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.271812 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.342553 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.249857 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.490708 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.26306 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.341615 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.857481 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.893814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.871838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.8274 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.680604 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.853722 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.802133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.223072 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.158681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.407216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.313517 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.227323 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.489342 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.323806 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.392119 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.395136 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.08274 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.12343 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.89686 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.893063 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.757881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.124004 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0044151 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.219796 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0239368 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.60297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.228186 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.347803 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.173687 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0796352 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.208574 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0243663 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.115425 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.423626 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.223594 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.144754 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.14971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.248473 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.227335 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.829574 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.558064 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.547227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.00229475 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0721605 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.204546 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.00808882 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.293284 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0463173 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.22202 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0259594 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.103309 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.24615 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.0094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.208636 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.128619 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.654994 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.911473 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.503068 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.996096 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.426193 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0449868 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.174144 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0587844 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.261501 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.379824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.09361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,19),-0.492595 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0744032 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.237879 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0564316 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0279131 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.16596 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.216845 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0769045 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.01181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.209083 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.129793 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.656222 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.912161 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.503508 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.997311 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0775761 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.14823 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0878278 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.34483 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0304913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.0277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.00258969 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.259262 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.108075 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.272942 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0373623 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.245712 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.156395 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.13278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.294619 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.257481 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.761054 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.07958 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.247657 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.428356 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.452619 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.437187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0680945 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.425333 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.212971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.391301 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.22608 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0608426 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.20024 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.347481 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.169123 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.394608 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.745165 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.390984 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.380546 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.479079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.188141 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.153249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0714063 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.138192 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0513167 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0122113 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.216808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.196913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.130737 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.291852 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.220691 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.412713 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.431165 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.180849 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.308631 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.385655 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.473104 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.352304 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.44097 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.459497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.46231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.511942 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.0226105 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.277712 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.100679 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0970674 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.346294 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.195476 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.561435 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0428185 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.265741 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.643824 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.191334 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.00112574 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0625962 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.130086 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.011681 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.219697 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.0626051 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.371686 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.393583 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.374547 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.351685 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.409989 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.813035 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.470289 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.505287 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.665096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.0762331 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0154704 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.397444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.40283 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.254186 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.57698 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.337642 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.779716 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.568584 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.842138 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.63128 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.612937 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.814041 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.575138 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.719678 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.543156 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.690908 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.313362 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.49378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.155242 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.561343 # DEPENDENCYPART_GRANDPAR
