# _root_ The high point of foreigners ' copper stocks this year was 136,000 tons at the end of April , according to Mr. Demler .
#goldHeads=3,3,11,3,8,5,8,4,10,11,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
#predictedHeads=3,3,11,3,8,5,8,4,10,3,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
(7,5),(7,6),0.0189527 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00521097 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0151246 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0459133 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0323543 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0366114 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00182002 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0345263 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00634746 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0104707 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0207265 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0457633 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.019697 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00826666 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00695008 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0135549 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00143885 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0227013 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0139 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00149214 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.00924454 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.122606 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0501698 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0204446 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0567324 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0965359 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0577635 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0785557 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0615113 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.165794 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0836461 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0380157 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0671196 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.000518221 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.396108 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.028577 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0541995 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.161546 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0237698 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0556133 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0253237 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0666869 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0309692 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00897356 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0321619 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0916374 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0374838 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0175365 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.179741 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0434557 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0265922 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0576056 # DEPENDENCYPART_SIBL
(8,2),(8,17),2.9029e-05 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0423378 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0886232 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.00620321 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0481119 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0974484 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.000780425 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00578198 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00317826 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00471907 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0880916 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00443374 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0577057 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0609035 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0128932 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0545912 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00462855 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0193724 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00418504 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.021259 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0131734 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00408476 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.000987426 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0230976 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0161962 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0206076 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0361635 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.02685 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00287552 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0311248 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00337774 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00570741 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00548088 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0104324 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0094588 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0276334 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.00413419 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00401112 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0184754 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.006265 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.000350426 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0875455 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00380634 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0637511 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.058332 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0210356 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.06438 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0127709 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.029275 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00395729 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0231191 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00712794 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.00405757 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.00480753 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00829661 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.032803 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0334301 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0335532 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0537658 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00937417 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0459509 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00112415 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.015456 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0105031 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0146925 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0196661 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00461222 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0444898 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0875095 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.000238971 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0641567 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0582961 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0194464 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0667 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0111838 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0315953 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00237028 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0230417 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00672239 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.00247057 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.00718367 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0434282 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0506258 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.023891 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0178372 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.045655 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0251312 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0406492 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0249704 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0367027 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.069895 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0248487 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.00122037 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0193902 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0091961 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0150315 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0132759 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.010387 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0211049 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0107181 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0581062 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0365455 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.00961027 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0473573 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0198959 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0119753 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0213475 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0193338 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0176221 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.019374 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0392009 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0244066 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.01898 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.00179781 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0136592 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.05513 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0215718 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0137862 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0206404 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0162871 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0322279 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0203365 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0189605 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.000180645 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00538851 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.000604573 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00387629 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0452043 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0583679 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.00276842 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0539181 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0021597 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0329968 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00305105 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0192722 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0179567 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.00241553 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.0540055 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0151842 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.000481333 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0353078 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0632684 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.000626531 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.0525797 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0345068 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0242242 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0550421 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0338762 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0229804 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0227114 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0629624 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.000358312 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0416745 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0290067 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0254576 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0133413 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0157525 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.00880787 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.0437412 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0474214 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0659356 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0593729 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0583419 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0625506 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.418219 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.125442 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0632623 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0595592 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0435382 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0378927 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0367 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0433405 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.219547 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00956924 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.127608 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00505403 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0827852 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0817223 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0838681 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.26726 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0387013 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0294678 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00202403 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0766528 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0787986 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.264173 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0447467 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0268963 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0118129 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0782281 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.263614 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0451523 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0268604 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0141329 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.266942 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0342551 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0275489 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0267629 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.127346 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.159179 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.273171 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0095094 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0113707 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0401938 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0452709 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0511318 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0965566 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0458166 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0447628 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0279239 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.24856 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0505962 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0766989 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0339947 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0245873 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.042928 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.296579 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.052494 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0124507 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0835301 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.100762 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0677769 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0475474 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0597256 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0421518 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0409348 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0203615 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.109895 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0394995 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0331174 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0264963 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0173937 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0279444 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00453544 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0132545 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0108771 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0230862 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0323153 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0145861 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0610555 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.141699 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.140612 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.123184 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.144305 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.069338 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0303216 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0280623 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0177677 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0231599 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0415414 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0724152 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0297766 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0249807 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0697494 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0226917 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.094449 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0908908 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0772128 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0078942 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0549887 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0753285 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0417686 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0958638 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0302258 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0897263 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0430421 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.100558 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0263025 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.105787 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0297073 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.131478 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.11405 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.137973 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0602036 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0169933 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00955495 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00989688 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00465254 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0137636 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0539078 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0176618 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00563983 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0582525 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.00349905 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.114044 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.137975 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0601973 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0138569 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00637405 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0160744 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00146746 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00758564 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0507226 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0134334 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00293326 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.055124 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.00215106 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.141447 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0681196 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0130245 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00238713 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0462274 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00391029 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0115356 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0453449 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00573743 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0239745 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0537641 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.00208332 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0602263 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0158434 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0905443 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0410329 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0866148 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.100946 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.074612 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0325691 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0352804 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0117583 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.130946 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00893366 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0049954 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00392595 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00988382 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0281233 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.039348 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00693045 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0252541 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0437542 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0410709 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0651639 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0521853 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0633895 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0145991 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0585705 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0104296 # DEPENDENCYPART_SIBL
(11,12),(11,20),8.88838e-05 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0301292 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0234666 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0163762 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0638303 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0593286 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.061613 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0230528 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0306856 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0626075 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0231438 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0237039 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.013521 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0335893 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.202605 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0952201 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0077857 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0520038 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0775914 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0637023 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0111145 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0359389 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0741905 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0279467 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0427119 # DEPENDENCYPART_SIBL
