# _root_ Spencer J. Volk , president and chief operating officer of this consumer and industrial products company , was elected a director .
#goldHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
#predictedHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
(6,2),(6,8),0.012622 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.14257 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.000609701 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0299624 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0406905 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00658561 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0397306 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0293882 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0972925 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0192798 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0304111 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0768945 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00503942 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0265863 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0138688 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0136089 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00318232 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.127932 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00122233 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0343095 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0248862 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00172682 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0354022 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0135839 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0814913 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0102669 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0323524 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0788389 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0156029 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0972912 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.105463 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0483806 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.118312 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.167326 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0899099 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0315307 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0210319 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.028441 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0438516 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.024795 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0144345 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0951381 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0239695 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0143621 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0165864 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0199727 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.218901 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.171487 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.000130933 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0509488 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00578825 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0536196 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0396459 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.10751 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0484407 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00172213 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.043982 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.00143763 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.041794 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0320518 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0728211 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00847169 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0530409 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00631134 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0260279 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0755779 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.10213 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.098802 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0322164 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.00750169 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0276688 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.047609 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0214161 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0335648 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0311584 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0405507 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0119439 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00861582 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0179656 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.01375 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0654351 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.025732 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0948145 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.201249 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0577303 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.110616 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0420319 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0797647 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.133159 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.159395 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.183355 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0157118 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0563557 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0193316 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0337804 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0137303 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0134256 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00560703 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0332343 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0385784 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0145551 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0466934 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0169586 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.028487 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0195869 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0323731 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0259128 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00401576 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00773948 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0408927 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0817063 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0534651 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0558362 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0362283 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0076272 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00928252 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0188038 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00318485 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0608384 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0211356 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0567637 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0142165 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0037988 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0158974 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0196253 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0469882 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.013939 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.00179126 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0363704 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0616638 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0065097 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0498039 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00804504 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.142428 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0751441 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0111371 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0353577 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.00469745 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0158772 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0227914 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0715444 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0318417 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0797901 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.013078 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0065111 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.00468316 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00155695 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0775488 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0160516 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0244957 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0178265 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0430426 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0169424 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.182485 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.00238976 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0442123 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0341504 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0245452 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0430426 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0169424 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.182485 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00238976 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0452242 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0344971 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0255571 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0732916 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.290519 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0405366 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0739939 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.189052 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0323212 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.167462 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0366765 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.016504 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0116505 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0356426 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0465333 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0131478 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0589162 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00625876 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00701635 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0811347 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0251073 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0214578 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0308602 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0118132 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0770614 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0354889 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0263578 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00110827 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.175443 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00748447 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.127843 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.109736 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.114519 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0293852 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0286597 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0307083 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.042718 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0175262 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0320892 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00846404 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0643639 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0110727 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0200736 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0261622 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0170265 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0109925 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.166514 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0168112 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.118516 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0972375 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0950478 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0103827 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00124261 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.011247 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00295012 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0222353 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0179804 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0235983 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0492236 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0318935 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0129604 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0263578 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00110827 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.175443 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00748447 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.127843 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.109389 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.114257 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0283732 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0283947 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0304462 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.041706 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0165143 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0307622 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00872622 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0641017 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0100607 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0197221 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.08078 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.264732 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0573526 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0317934 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.263695 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.118361 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0225702 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0628196 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0552313 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0292603 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0289613 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0990778 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0713346 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00140941 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0318545 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0297961 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.157271 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0460847 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0910747 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.133797 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.1572 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0909277 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0951649 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0819333 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.104261 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0790986 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0713901 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0432436 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.115778 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0702861 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0768246 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.062295 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00106149 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.162494 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.053263 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0227503 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0228394 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0363428 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0326725 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0196308 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.045299 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0298272 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00483077 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0110946 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0215105 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.167778 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.248299 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.164234 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0905385 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0834563 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0745977 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.103871 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0789202 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.112866 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0681453 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.139318 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.072226 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0689823 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0503747 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.105889 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0201971 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0125402 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0291155 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0335461 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00833822 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.018552 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0103362 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0624912 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00189185 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.013828 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0803897 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0137508 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0655915 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00491289 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0177386 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0169743 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00680633 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0753363 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0539055 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.013841 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0393948 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0324843 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0360095 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0175326 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0351693 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0449095 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.036961 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0518429 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0491359 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0262712 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.00428353 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0374661 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00304215 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0182493 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0297887 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.017873 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0186332 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0170896 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0183807 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.028004 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.008738 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.045182 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0552373 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0182453 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.015587 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0135269 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0363347 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0037579 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0057083 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0134129 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00847066 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0170441 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00392818 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00151757 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.00616863 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0208939 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00597913 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0211378 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.019418 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0131282 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0314003 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0357892 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0192053 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0176617 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00923334 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0120201 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0373359 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00236727 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0841528 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.00396693 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0189493 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.018896 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.00301316 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0101876 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.00421203 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0250859 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0333928 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0909088 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0126247 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0344458 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.034935 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.201694 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0477652 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.1162 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.115359 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.01944 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0724419 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0728743 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0440945 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0412484 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.106184 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0526764 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0127412 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0686497 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.106386 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0202177 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0232749 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0906345 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0256314 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.15316 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0279706 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0362132 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00610439 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.172579 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0109266 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0497514 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0131664 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0454674 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0692536 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.108747 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.174127 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00604976 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00060608 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0128457 # DEPENDENCYPART_SIBL
