# _root_ The internal investigation also criticized MiniScribe 's auditors , Coopers & Lybrand , for allegedly ignoring numerous red flags .
#goldHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
#predictedHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
(6,2),(6,13),-0.0160778 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0200274 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0128078 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.00368658 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0644982 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00902268 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0361892 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0596527 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0178516 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0481208 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0572347 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0481208 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.00687047 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00100294 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.017276 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0181087 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.00330773 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.176463 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0121641 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0170009 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0462516 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0170009 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.117192 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0124117 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0186175 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.132372 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.112635 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00564499 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00135197 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0397983 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00135197 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.032368 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00897925 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.050121 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0312293 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0275278 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0328715 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00448555 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0328715 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.000633518 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0268194 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0213343 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00237546 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0159277 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0477266 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0159277 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0014197 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00215692 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0195006 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0262096 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0356195 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0393897 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0156284 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00944916 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0176519 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.00505905 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00744753 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00293925 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0163242 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00830104 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0132634 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0156284 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00944916 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0176519 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.00505905 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00318073 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0196103 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0490016 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0145253 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0112254 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.00166856 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0889502 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0563398 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.014013 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.122254 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0466689 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0400359 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0220385 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.000548738 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0412312 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.000548738 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0220385 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.043741 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0118378 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.130259 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0520792 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0521434 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.000548715 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0779908 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0577665 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0154635 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0493136 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0500401 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00550861 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0160752 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0097638 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0315564 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0097638 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0160752 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0200248 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0128051 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00369389 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0455694 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0440771 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00976381 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0644955 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0090228 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0361893 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0173656 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0235976 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0481244 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0178552 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0572311 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0178552 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0481244 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0068669 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00099937 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.017267 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00163595 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00111068 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.016702 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0181123 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00330773 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0138369 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0424524 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0170009 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0121641 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0462516 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0121641 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0170009 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.117192 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0124117 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0186141 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.013733 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0152716 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0121641 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.132372 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00995533 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0233922 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00135197 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00564499 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0397983 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00564499 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00135197 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.032368 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00897925 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0501176 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0253746 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0255004 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.00564499 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0312293 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.026062 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00811487 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00294792 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0728136 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00294792 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00811487 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0250266 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.012324 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0215634 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00970443 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0102297 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00179469 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0176071 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0637096 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.000228439 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00969988 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.000228439 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0637096 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.000106817 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00833086 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0079129 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00772771 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0077429 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.000228444 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0883045 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0442036 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0356172 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0442036 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0393972 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0156306 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0094514 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0176556 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0319095 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0319015 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0442036 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0050613 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0477264 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0125169 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0159306 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00141951 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00215712 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.019499 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00121333 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00120822 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0125169 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0262098 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0330835 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00744989 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00293925 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0163242 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00829959 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00357179 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00357687 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0330835 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0132634 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0159306 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00141951 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00215712 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.019499 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00121333 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00120822 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0125169 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0262098 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0156306 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0094514 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0176556 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0319095 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0319015 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0442036 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0050613 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00318073 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0196088 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0350671 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0365838 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0388117 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0490016 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0145239 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0265069 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0271415 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.014599 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0112254 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00290603 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.00257906 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0109517 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.00166953 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0201373 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0061821 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00537689 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0057861 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.00611324 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0251457 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0224111 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0509559 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00294792 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00811487 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0250266 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00179469 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0433792 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0168721 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0460943 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0131189 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0157188 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0217641 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.117856 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.148141 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.024426 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0159306 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00141951 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0125169 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0156306 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0442036 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0388117 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0673667 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.111774 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0012053 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0213096 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.110838 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.110838 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00587788 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.110838 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0529435 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0461647 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0764872 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0711181 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.04441 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0256344 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0226748 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0529435 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.127412 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0934396 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.013308 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.002612 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0934754 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0934754 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0439069 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0934754 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.000802536 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0361819 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0114465 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0244413 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0531287 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.309238 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.303407 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.000802536 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0735703 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0181668 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0095103 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0431797 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0431895 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0280307 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0431895 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0646595 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00510497 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0195655 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00253059 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0136271 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00179706 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00595108 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0635063 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.000120877 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00389473 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.000956636 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.000956588 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0102991 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.000956588 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0177672 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0790069 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0377151 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0366804 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00687363 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00297513 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00202481 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0177672 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0742841 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0090899 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0105644 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0348582 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0105644 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.21727 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0295608 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.031051 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0391976 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.258768 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.08182 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.084824 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.21727 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00754738 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0514721 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0446721 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0514721 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0724368 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0103827 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0149249 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0120955 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00930423 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00777165 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00361763 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0712836 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0287468 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0293191 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0453309 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.068373 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0033434 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0199115 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00426864 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0102696 # DEPENDENCYPART_SIBL
(11,8),(11,17),-1.99171e-05 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00417394 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0672197 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00157319 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0208275 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0344321 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.111477 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.108398 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0517128 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00385223 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0691945 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0692484 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.037094 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0474177 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.068373 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0033434 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0199115 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00426864 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0102696 # DEPENDENCYPART_SIBL
(11,10),(11,17),-1.99171e-05 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00417394 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0672197 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00157319 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0101391 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00739625 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0033685 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00958334 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00614317 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0049276 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0719174 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00409895 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00727556 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0694887 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0684043 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0760681 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0748498 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0521481 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0614672 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0271731 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0323608 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00271679 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00240639 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00719249 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00862292 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0137381 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0022508 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.000782576 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0142807 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.020157 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0158694 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0177289 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0279381 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0213045 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.021473 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0308509 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0794002 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0304374 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0786461 # DEPENDENCYPART_SIBL
