# _root_ MCI Communications Corp. said it won a $ 27 million contract from Stuart-James Co. , a Denver investment banking concern , to provide voice and data telecommunications services .
#goldHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,28,23,4,
#predictedHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,25,23,4,
(6,5),(6,12),-0.0655476 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0248756 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0281672 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0710519 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0386506 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0308474 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0710519 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.189897 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0837259 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0273026 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0209455 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.0102754 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0460245 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0285197 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0220703 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0252269 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.044793 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0249712 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0252605 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0576307 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0243387 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0272225 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0576307 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0355363 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0286165 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0249996 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0484833 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.0503098 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0390425 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0504819 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00389225 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0111945 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00415399 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.00389909 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0149365 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.00478903 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.00191812 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0149365 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0257813 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0308244 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.00412558 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0200655 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0292027 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0083749 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0384039 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0399198 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0378309 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.038094 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0161189 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0374034 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.040087 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0161189 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.018786 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0175929 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0378593 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0210398 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.030074 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0434882 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0317942 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0427552 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0430183 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0293303 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0424314 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0450113 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0293303 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0139144 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0230785 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0427836 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0399573 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.0425193 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0102254 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0342396 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0449254 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0218212 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0347789 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0377469 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0218212 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0240811 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0333877 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0347571 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0614383 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.0402356 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0294443 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0317085 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00116652 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0291197 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0377953 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.00116652 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.128234 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.00329489 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0267577 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0481713 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.0299527 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0219045 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00305355 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0117579 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0147259 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00305355 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00292222 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.00307048 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0117361 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0325343 # DEPENDENCYPART_SIBL
(6,13),(6,29),-0.0136348 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0332558 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0162682 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0192362 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0332558 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.00220154 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00474282 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0162464 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0407279 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.0127051 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0331517 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0414539 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0114733 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0339035 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0111412 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0359606 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0335613 # DEPENDENCYPART_SIBL
(6,15),(6,29),-0.0559348 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0142676 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0337094 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0165377 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0037728 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0112778 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0278095 # DEPENDENCYPART_SIBL
(6,18),(6,29),-0.023603 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0369915 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0169175 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0174449 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.000165094 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.0185749 # DEPENDENCYPART_SIBL
(6,20),(6,29),0.0286645 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0339035 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0111412 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0359606 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0335613 # DEPENDENCYPART_SIBL
(6,21),(6,29),-0.0559348 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0197114 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0179999 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0484726 # DEPENDENCYPART_SIBL
(6,22),(6,29),-0.0234378 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.0188795 # DEPENDENCYPART_SIBL
(6,23),(6,25),-0.0578126 # DEPENDENCYPART_SIBL
(6,23),(6,29),0.00329839 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.033287 # DEPENDENCYPART_SIBL
(6,24),(6,29),-0.0106334 # DEPENDENCYPART_SIBL
(6,25),(6,29),-0.0124766 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0516563 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.091025 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00174444 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0146337 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.000633982 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00835914 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.142623 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.000633982 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00334047 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.000824004 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.00285657 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.142623 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.123568 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.55335 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0813278 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0422002 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.082929 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.082919 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.126692 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.082929 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0811667 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0829165 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0829088 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.126692 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.0390607 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.106578 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0888507 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.108499 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.108489 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.142428 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.108499 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.106529 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.108487 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.108479 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.142428 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.0575423 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.000374558 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00302483 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0132644 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0553019 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.003165 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00515114 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00378238 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00264711 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0553019 # DEPENDENCYPART_SIBL
(8,11),(8,29),-0.0173149 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0134216 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0154084 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0269456 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0136136 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0152765 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0140713 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0193824 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0269456 # DEPENDENCYPART_SIBL
(8,12),(8,29),-0.0183628 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0123173 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0576905 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0022179 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00420404 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00283528 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00170001 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0576905 # DEPENDENCYPART_SIBL
(8,13),(8,29),-0.0146356 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0886105 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00598606 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00797221 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00660344 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.00546817 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0886105 # DEPENDENCYPART_SIBL
(8,14),(8,29),-0.0135134 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0389316 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0317023 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0385126 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0285809 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0438588 # DEPENDENCYPART_SIBL
(8,15),(8,29),-0.0438734 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.00434705 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.00297829 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.00184301 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0576182 # DEPENDENCYPART_SIBL
(8,17),(8,29),-0.0149458 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00604465 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00490925 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0690582 # DEPENDENCYPART_SIBL
(8,18),(8,29),-0.0231881 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.00249427 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0572128 # DEPENDENCYPART_SIBL
(8,19),(8,29),-0.0157225 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0691204 # DEPENDENCYPART_SIBL
(8,20),(8,29),-0.000939155 # DEPENDENCYPART_SIBL
(8,21),(8,29),-0.0438734 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.131399 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.022357 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0261018 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0955223 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0262172 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0351987 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0244053 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0244053 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.105532 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.258821 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.243235 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.257786 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.254266 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.112372 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.112372 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0146169 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0393363 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0141108 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0141213 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0180156 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0180156 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0102513 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00204172 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0122825 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0219646 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0219646 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0207998 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.018811 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0397744 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0397744 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.015129 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0205763 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0205763 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0514903 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0514903 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.143996 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.116703 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0284145 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0353578 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.044455 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0451889 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.283363 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.278808 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.2166 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.213299 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0113697 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0413584 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.058818 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.052622 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.152959 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00351895 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.013873 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0825442 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0079177 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0164035 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0392365 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00733501 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00491527 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00484084 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0017154 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0392365 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0777679 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0014502 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.00661895 # DEPENDENCYPART_SIBL
(11,3),(11,28),0.000323688 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0287439 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0104508 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.138879 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00839914 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0172252 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00816272 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0267883 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0296556 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00946348 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0269826 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0313662 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0309958 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0439621 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.00946348 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0332275 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0157098 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0147217 # DEPENDENCYPART_SIBL
(11,4),(11,28),-0.0294565 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0175242 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.146419 # DEPENDENCYPART_SIBL
(11,6),(11,9),-4.87257e-05 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00887483 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00576157 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0228567 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.025724 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00680449 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.023051 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0274343 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0270358 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0400304 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00680449 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.026541 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0322529 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.00423138 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0255249 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.396476 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0159906 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0108205 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.046327 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0233166 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00836147 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00696102 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0235109 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0302229 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0277604 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0466022 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00696102 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.177603 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.351024 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0835729 # DEPENDENCYPART_SIBL
(11,7),(11,28),-0.0171846 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0505882 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0333676 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0379964 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0176504 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0105483 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0341471 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0174561 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.014021 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0135408 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00215718 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0341471 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.027869 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.110635 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0443431 # DEPENDENCYPART_SIBL
(11,8),(11,28),0.0169593 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00826744 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0782214 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0196627 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0124659 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0056324 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0194685 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0162111 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0142961 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00322614 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0056324 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.027647 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0195995 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0827979 # DEPENDENCYPART_SIBL
(11,9),(11,28),0.0189589 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0696207 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00668048 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000516682 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0161175 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00648622 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00322855 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00131389 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0103036 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0161175 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0316025 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0331168 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0704322 # DEPENDENCYPART_SIBL
(11,10),(11,28),0.00597583 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0252769 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0164089 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.146304 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0242459 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0217452 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0231637 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0026013 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.146304 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.154686 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0532671 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.00399358 # DEPENDENCYPART_SIBL
(11,12),(11,28),0.0239685 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0291531 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0417199 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0140998 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0171789 # DEPENDENCYPART_SIBL
