# _root_ That may leave a lot of leeway for U.S. Bankruptcy Judge Burton R. Lifland to decide what , if anything , the pilots actually collect .
#goldHeads=2,0,2,5,3,5,6,16,14,14,14,14,14,16,16,7,25,25,20,25,25,23,25,25,16,2,
#predictedHeads=2,0,2,5,3,5,6,7,14,14,14,14,14,8,16,5,25,25,25,19,25,23,25,25,16,2,
(5,1),(5,11),-0.0969982 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0894117 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0710399 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0894117 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0783814 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.107111 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0746459 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.195993 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0912412 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0746459 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0407476 # DEPENDENCYPART_SIBL
(5,1),(5,26),-0.0919059 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0103087 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00148405 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0132853 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0307948 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0125 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0132853 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0328334 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0132853 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0184274 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0231723 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.00399333 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0491951 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0110238 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.00399333 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0179745 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0235928 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.171542 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00545327 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.111206 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00213735 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00545327 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.023206 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.00545327 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0789977 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.328661 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.110783 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0194757 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.010822 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.110783 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0111259 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0147169 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00909757 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0314768 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.00856138 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.00909757 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00590786 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.00909757 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0563149 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0720717 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0211287 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.100084 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0128534 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0211287 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0481661 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0600194 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.013458 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0104364 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00914869 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0151053 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00914869 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.00302913 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0132413 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.00792196 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0456594 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0111877 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.00792196 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.00340191 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.0259385 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0366835 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0374333 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0342991 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0374333 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0169193 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0241219 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0246782 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.024089 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0380084 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0246782 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.00542561 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.0399734 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0140988 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0200554 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0140988 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.00431864 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0140256 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.014293 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0469052 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0161378 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.014293 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.00167521 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0292397 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0151053 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.00914869 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00302913 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0132413 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.00792196 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0456594 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0111877 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.00792196 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.00340191 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.0259385 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.00878967 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.00427089 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00650023 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0079283 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.039794 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.00675064 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0079283 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0106751 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.0297701 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.00302913 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0132413 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00792196 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0456594 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0111877 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.00792196 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.00340191 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0259385 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.01312 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.00659745 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.00101447 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00402148 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.00659745 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0154232 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0833395 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0147186 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.00380234 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.00719717 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0147186 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.00174182 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.0106084 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0215294 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0301968 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0248107 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.00950118 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.000494764 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0150781 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0248635 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.0188932 # DEPENDENCYPART_SIBL
(5,19),(5,26),0.0103748 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.00361109 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.00827411 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.0294535 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.00950118 # DEPENDENCYPART_SIBL
(5,21),(5,26),0.000494764 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0199776 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.19651 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0197929 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.201042 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.198888 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.20289 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.19651 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.19651 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0451679 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0102761 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.11868 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.113066 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.116714 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.113065 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.113065 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0759735 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0264347 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0164094 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0192901 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0163621 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0163621 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0850174 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.117218 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.121033 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.117218 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.117218 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0789158 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.116933 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.113284 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.113284 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.07619 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.116631 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.116631 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0769027 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.113065 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0759735 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0759735 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.285469 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0841788 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.117118 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.115483 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.12608 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.106565 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0881103 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.106482 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0527697 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0885635 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.069568 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.069568 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.106745 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0634649 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0928789 # DEPENDENCYPART_SIBL
(7,4),(7,5),-9.11539e-05 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00765242 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.125126 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0300466 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0170669 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.000767184 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0169855 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.11456 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.309296 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.100933 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.100933 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0172478 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.284722 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0123854 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00635078 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0152625 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0221513 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00634351 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0663148 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00663197 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0829275 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00573603 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0399054 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0399054 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.00679249 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0100728 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0164803 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0324217 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0205166 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0112402 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00920118 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0106552 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0404931 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0195036 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0589139 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0589139 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0109179 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0317385 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.00363468 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0280783 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0387251 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0356775 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0388117 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00407988 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0198491 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0446929 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0446929 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0386025 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0200409 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0490016 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0189234 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0248405 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0188839 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00278431 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0165169 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0308127 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0308127 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0190984 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.022186 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0188761 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0185389 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0125824 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00136075 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0159284 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0156261 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0156261 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0127968 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0215975 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.0261413 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.00542142 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00872285 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00891412 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0159369 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0159369 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.00520696 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0145832 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0300413 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00142283 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0156552 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0159306 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0159306 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0127314 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0213243 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0262098 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0118208 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00507209 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.00507209 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.00640481 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.00984572 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.0873224 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0261289 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0261289 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.00588964 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.00239179 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0122371 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0393972 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0436756 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0317522 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0050613 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0436756 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.0317522 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.0050613 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.0214159 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.0266869 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.0153942 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0387883 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00639446 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0353545 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0271163 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0234812 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.024577 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00614815 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.024577 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00224063 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0345264 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0353428 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0123945 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0819201 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0823556 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0854848 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.079474 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0795238 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.079474 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00193443 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0407716 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0283579 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0294083 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0211701 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.017535 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0186308 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.000201956 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0186308 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00176204 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0362361 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0351141 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.105359 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.109592 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.105359 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.107178 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.105359 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0436723 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0306157 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0155378 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.105512 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.101444 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.103264 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.101444 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0409659 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0323072 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.014515 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.104791 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.106611 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.104791 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0416789 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0320924 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0158338 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.103045 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.101226 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0407496 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0316687 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0142954 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0959291 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0407527 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0320956 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0143119 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0407496 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0316687 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0142954 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0165398 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0341653 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0141025 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0136386 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.029475 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.01142 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00776088 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.012095 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00776088 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0379049 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0268917 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0865745 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0268917 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0174671 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0234236 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0174671 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0184735 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.012517 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00542141 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00209553 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0247326 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.014292 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0739749 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0901112 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0240331 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0837159 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0126388 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0723216 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0198347 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.00421265 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0224352 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00434901 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0765549 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0168721 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00214792 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.00957482 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0460943 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0901083 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0673184 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0868797 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0271968 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0425507 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0198996 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0764578 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00770731 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0757837 # DEPENDENCYPART_SIBL
